ubicageo_f,numeral,nombre1,integra1,anios_a,temaatsp_a,temaatsp_b,temaatsp_c,temaatsp_d,sexostt,sexos1,sexos2
9017,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10001,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10002,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10005,1,GRUPO DE OPERACIONES ESPECIALES,10005UEP01,2011,1,2,,,13,12,1
10005,2,ATENCION A VIOLENCIA FAMILIAR,10005UEP02,2016,5,6,7,1,11,7,4
10005,3,ATENCION A VIOLENCIA DE GENERO,10005UEP03,2019,6,5,7,1,11,7,4
10005,4,GRUPO DE OPERACIONES MIXTAS,10005UEP04,2021,2,1,,,30,25,5
10006,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10007,1,VIOLETA,10007UEP01,2022,5,6,,,9,3,6
10008,1,POLICIA PREVENTIVO,10008UEP01,2022,1,,,,16,15,1
10009,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10011,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10012,1,POLICIA DE REACCION,CPO10012M1,2022,1,2,,,5,5,0
10013,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10014,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10019,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10020,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10021,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10022,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10025,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10026,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10027,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10028,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10029,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10030,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10032,1,PREVENCION DEL DELITO,10032UEP01,2022,1,5,6,7,0,0,0
10034,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10035,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
10036,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11001,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11002,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11003,1,UNIDAD POLICIAL ESPECIALIZADA PARA LA PREVENCION Y ATENCION DE LA VIOLENCIA DE GENERO DEL MUNICIPIO DE SAN MIGUEL DE ALLENDE GUANAJUATO,11003UEP01,2021,6,5,7,,23,10,13
11004,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11005,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11006,1,UNIDAD DE EQUIDAD DE GENERO,11006UEP01,2021,6,7,9,2,3,3,0
11007,1,UNIDAD POLICIAL ESPECIALIZADA PARA LA PREVENCION Y ATENCION DE LA VIOLENCIA DE GENERO,11007UPE01,2021,6,5,1,,36,23,13
11008,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11009,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11010,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11011,1,UNIDAD ESPECIALIZADA DE VIOLENCIA DE GENERO,11011UEP01,2021,6,,,,20,10,10
11012,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11013,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11014,1,UNIDAD ESPECIALIZADA EN LA ATENCION Y PREVENCION DE LA VIOLENCIA DE GENERO,11014UEP01,2021,6,1,5,7,34,18,16
11014,2,CELULA MUNICIPAL DE BUSQUEDA DE PERSONAS,11014UPE02,2022,8,,,,18,8,10
11015,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11016,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11017,1,CENTRO DE ATENCION A VICTIMAS,011014UEP01,2019,7,5,6,1,32,13,19
11018,1,PREVENCION DEL DELITO,11018UEP01,2015,1,2,5,6,3,0,3
11018,2,MEDIACION Y JUSTICIA CIVICA,11018UEP02,2021,3,5,8,9,3,2,1
11018,3,VIOLENCIA CONTRA LA MUJER,11018UEP03,2020,6,8,9,7,1,0,1
11019,1,VIOLENCIA CONTRA LA MUJER,11019UEP01,2022,6,2,3,1,10,7,3
11020,1,UNIDAD DE VIOLENCIA O EQUIDAD DE GENERO,11020UEP01,2018,5,6,7,,106,64,42
11021,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11022,1,UNIDAD ESPECIALIZADA DE ATENCION A LA MUJER,UNIDAD,2022,6,5,7,9,9,6,3
11022,2,CELULA DE BUSQUEDA DE PERSONAS DESAPARECIDAS,CELULA,2022,8,1,9,2,10,6,4
11023,1,UNIDAD POLICIAL ESPECIALIZADA PARA LA PREVENCION Y ATENCION DE LA VIOLENCIA DE GENERO DEL MUNICIPIO DE PENJAMO,023UPG01,2021,5,6,7,9,16,12,4
11023,2,UNIDAD DE BUSQUEDA,023UB02,2022,8,7,,,3,2,1
11024,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11025,1,PREVENCION DEL DELITO,11025UEP01,2000,1,2,12,,4,1,3
11026,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11027,1,JEFATURA DE PREVENCION AL DELITO,1,2020,1,2,9,,11,2,9
11027,2,UNIDAD POLICIAL ESPECIALIZADA EN PREVENCION Y ATENCION A VICTIMAS,1,2021,7,5,6,,9,4,5
11027,3,CELULA DE BUSQUEDA MUNICIPAL,1,2022,8,,,,3,2,1
11028,1,COORDINACION DE PREVENCION SOCIAL DE LA VIOLENCIA Y LA DELINCUENCIA,11028UEP01,2003,1,2,5,9,5,3,2
11028,2,UNIDAD POLICIAL ESPECIALIZADA EN LA ATENCION PARA LA EQUIDAD DE GENERO,11028UEP02,2022,6,1,2,5,13,6,7
11028,3,UNIDAD DE BUSQUEDA DE PERSONAS DESAPARECIDAS O NO LOCALIZADAS,11028UEP03,2022,8,12,7,9,6,5,1
11029,1,UNIDAD DE GENERO,11029UEP01,2021,6,5,1,7,8,4,4
11030,1,UNIDAD ESPECIALIZADA EN VIOLENCIA DE GENERO,11030UEP01,2021,6,5,,,10,5,5
11030,2,UNIDAD ESPECIALIZADA EN BUSQUEDA DE PERSONAS,11030UEP02,2022,8,1,,,6,5,1
11031,1,UNIDAD ESPECIALIZADA EN VIOLENCIA DE GENERO,11031UEP01,2019,6,5,7,9,10,5,5
11031,2,GRUPO DE OPERACIONES ESPECIALES,11031UEP02,2021,13,1,,,41,39,2
11032,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11033,1,UNIDAD DE ATENCION DE CASOS DE VIOLENCIA DE GENERO,1,2021,5,6,9,8,4,0,4
11033,2,PREVENCION DE LA VIOLENCIA Y LA DELINCUENCIA,2,2018,1,9,,,5,2,3
11034,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11035,1,NO SE SABE,11035UEP01,2022,1,7,9,5,0,0,0
11036,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11037,1,UNIDAD ESPECIALIZADA EN EQUIDAD DE GENERO,11037UEP01,2017,6,5,8,9,8,5,3
11038,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11039,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11040,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11041,1,UNIDAD DE VIOLENCIA A GENERO,11041UEP01,2019,13,,,,2,1,1
11042,1,GENERO,11042UEP01,2018,6,5,1,7,4,3,1
11042,2,PREVENCION,11042UEP02,2018,1,7,5,9,4,2,2
11043,1,UNIDAD DE EQUIDAD DE GENERO,11043UEP01,2021,6,2,5,7,6,5,1
11044,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11045,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
11046,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12001,1,PREVENCION DEL DELITO,12001INS0150,2007,1,,,,10,4,6
12001,2,UNIDAD ESPECIALIZADA DE LA POLICIA PARA LA ATENCION A LA VIOLENCIA FAMILIAR Y DE GENERO,UMPC001M02,2012,5,6,,,27,12,15
12002,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12003,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12004,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12007,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12008,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12009,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12010,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12011,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12012,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12013,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12014,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12015,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12016,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12017,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12019,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12021,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12022,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12023,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12024,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12025,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12026,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12027,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12028,1,CENTRO MUNICIPAL DE PREVENCION DEL DELITO Y PARTICIPACION CIUDADANA CEMUPREV,12028UEP01,2009,1,5,6,12,6,3,3
12029,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12030,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12031,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12032,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12033,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12034,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12035,1,PREVENCION DEL DELITO,12035UEP01,2021,1,5,6,9,5,1,4
12036,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12037,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12038,1,PREVENCION DEL DELITO,PD1202301,2012,1,9,,,4,2,2
12038,2,POLICIA DE GENERO,PG1203802,2019,6,5,,,3,0,3
12040,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12041,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12042,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12043,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12044,1,PREVENCION DEL DELITO,12044UEP01,2020,1,5,6,9,1,0,1
12045,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12046,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12047,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12048,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12049,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12050,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12051,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12052,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12053,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12054,1,CENTRO REGIONAL DE ADIESTRAMIENTO POLICIAL,12054UEP01,2000,1,2,7,3,14,11,3
12055,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12056,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12057,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12059,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12060,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12061,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12062,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12063,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12064,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12066,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12067,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12068,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12069,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12070,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12071,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12072,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12073,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12074,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12075,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12076,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12077,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12078,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12079,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12080,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12081,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12082,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12083,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12084,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
12085,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13003,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13005,1,PREVENCION DEL DELITO,13005UEP01,2021,1,2,7,3,1,0,1
13007,1,PREVENCION DEL DELITO,13007UEP01,2021,1,,,,1,0,1
13007,2,UNIDAD K-9,13007UEP02,2021,13,,,,3,2,1
13008,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13010,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13015,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13016,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13019,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13020,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13021,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13022,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13024,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13028,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13029,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13030,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13031,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13034,1,PREVENCION DEL DELITO,013034UEP01,2022,1,2,5,8,3,3,0
13035,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13036,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13037,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13038,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13039,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13041,1,ALERTA LUNA,13041UEP01,2021,6,5,9,8,4,2,2
13043,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13044,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13048,1,PREVENCION DEL DELITO,13048UEP01,2009,1,5,6,9,46,25,21
13050,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13051,1,UNIDAD CANINA,13051UEP01,2022,1,8,,,3,3,0
13052,1,UNIDAD DE PREVENCION DEL DELITO,13052UEP01,2017,1,5,6,9,2,1,1
13056,1,UNIDAD DE PROTECCION A LA MUJER,13056UEP01,2021,6,7,5,8,4,2,2
13057,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13058,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13059,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13060,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13061,1,PREVENCION DEL DELITO,13061UEP01,2021,1,5,6,12,5,3,2
13063,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13065,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13066,1,PREVENCION DEL DELITO,13066UEP01,2022,1,5,6,7,1,1,0
13067,1,PREVENCION DEL DELITO,1,2017,1,,,,2,2,0
13069,1,DIRECCION DE ATENCION A VIOLENCIA FAMILIAR Y DE GENERO,13069UEP01,2022,5,6,9,7,3,2,1
13070,1,AREA DE PREVENCION DEL DELITO,13070UEP01,2019,1,9,5,6,1,1,0
13074,1,PREVENCION DEL DELITO,13074UEP01,2020,1,9,2,13,1,0,1
13075,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13076,1,PREVENCION DEL DELITO,13076UEP01,2008,1,5,6,9,5,2,3
13076,2,UNIDAD DE ATENCION A VICTIMAS DE VIOLENCIA FAMILIAR Y DE GENERO,13076UEP02,2014,7,5,6,8,4,1,3
13077,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13078,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13079,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13080,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13081,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13082,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
13083,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14001,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14002,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14003,1,ESTRATEGIA ALE,14003UEP01,2021,6,,,,6,3,3
14004,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14005,1,PREVENCION SOCIAL,14120UEP01,2022,1,9,13,,1,1,0
14006,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14007,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14008,1,GRUPO DE BUSQUEDA,14008UEP01,2021,8,,,,8,4,4
14009,1,PREVENCION SOCIAL,14009UEP01,2021,2,5,,,3,1,2
14010,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14011,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14012,1,UNIDAD ESPECIALIZADA DE ATENCION POLICIAL A MUJERES VICTIMAS DE VIOLENCIA,0,2021,6,,,,6,1,5
14013,1,UNIDAD DE PREVENCION,01001UEP01,2021,1,,,,4,2,2
14013,2,UNIDAD ESPECIALIZADA EN VIOLENCIA DE LA MUJER,01002UEP02,2019,6,5,2,,5,1,4
14014,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14015,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14016,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14017,1,COMISION DE BUSQUEDA AYUTLA,14017UEP01,2021,8,,,,7,4,3
14018,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14019,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14020,1,PREVENCION DEL DELITO,NO APLICA,2015,1,5,9,6,2,0,2
14021,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14022,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14023,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14024,1,EQUIPO DE PREVENCION DE ABUSO Y MALTRATO A MENORES,14024UEP01,2021,6,5,7,,2,0,2
14024,2,PREVENCION SOCIAL DE LA VIOLENCIA Y LA DELINCUENCIA,14024UEP02,2022,1,5,6,9,1,0,1
14025,1,UNIDAD ESPECIALIZADA POLICIAL DE ATENCION A MUJERES VICTIMAS DE VIOLENCIA,14025UEP01,2022,6,5,7,9,6,3,3
14026,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14027,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14028,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14029,1,UNIDAD ESPECIALIZADA POLICIAL A MUJERES VICTIMAS DE VIOLENCIA,14029UEP01,2022,6,,,,2,0,2
14030,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14031,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14032,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14033,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14034,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14035,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14036,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14037,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14038,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14039,1,UNIDAD DE BUSQUEDA DE PERSONA DESAPARECIDA,14039UEP01,2020,8,,,,22,17,5
14039,2,DIRECCION DE VINCULACION CIUDADANA PREVENCION SOCIAL ATENCION A VICTIMAS,14039UEP02,2019,7,,,,33,23,10
14039,3,DIVISION ESPECIALIZADA EN LA ATENCION A LA VIOLENCIA CONTRA LAS MUJERES,14039UEP03,2019,6,5,,,73,38,35
14039,4,USMECAS,14039UEP04,2021,13,7,,,32,27,5
14040,1,PREVENCION SOCIAL,14040UEP01,2021,1,5,7,9,2,2,0
14041,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14042,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14043,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14044,1,PROXIMIDAD SOCIAL,14044UEP01,2021,1,,,,37,26,11
14045,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14046,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14047,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14048,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14049,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14050,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14051,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14052,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14053,1,UNIDAD ESPECIALIZADA POLICIAL DE ATENCION A MUJERES VICTIMAS DE VIOLENCIA,14053UEPA01,2020,7,5,6,,8,3,5
14053,2,UNIDAD DE BUSQUEDA DE PERSONAL,14053UBUEP02,2021,8,1,7,,7,3,4
14054,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14055,1,UNIDAD DE PREVENCION,JC14055M1,2022,6,,,,3,0,3
14056,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14057,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14058,1,JUSTICIA CIVICA,1,2022,1,3,7,2,14,11,3
14059,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14060,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14061,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14062,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14063,1,UNIDAD DE ANALISIS,UDAI,2010,1,,,,3,3,0
14064,1,COMISION DE BUSQUEDA DE PERSONAS,14064UEP01,2021,8,,,,3,2,1
14064,2,PREVENCION DEL DELITO,14064UEP02,2018,1,,,,2,1,1
14065,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14066,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14067,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14068,1,GRUPO ESPECIALIZADO DE MUJERES DESAPARECIDAS,14068UEP01,2020,8,1,7,12,5,4,1
14068,2,GRUPO DE BUSQUEDA MUNICIPAL,14068UEP02,2021,8,1,7,12,9,8,1
14069,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14070,1,UNIDAD ESPECIALIZADA POLICIAL DE ATENCION A MUJERES VICTIMAS DE VIOLENCIA,14070UEP01,2020,6,5,7,9,16,9,7
14070,2,UNIDAD ESPECIALIZADA DE BUSQUEDA DE PERSONAS DESAPARECIDAS Y NO LOCALIZADAS,14070UEP02,2022,8,2,7,9,3,1,2
14071,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14072,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14073,1,PREVENCION SOCIAL DEL DELITO,14035UEP01,2021,1,5,,,4,3,1
14074,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14075,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14076,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14077,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14078,1,UNIDAD POLICIAL ESPECIALIZADA EN ATENCION A MUJERES VICTIMAS DE VIOLENCIA,14078UEP01,2022,6,5,7,,6,0,6
14078,2,UNIDAD DE BUSQUEDA Y LOCALIZACION DE PERSONAS DESAPARECIDAS,14078UEP02,2022,8,7,,,3,0,3
14079,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14080,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14081,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14082,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
14083,1,PREVENCION SOCIAL,14083UEP01,2019,1,6,5,8,9,2,7
14084,1,NO APLICA,NO APLICA,NA,0,0,0,0,NA,NA,NA
