ubicageo_f,rnspni1,divter1,divter2,divter3,divter4,divter5
21140,1,0,0,4,0,13
21141,0,NA,NA,NA,NA,NA
21142,0,NA,NA,NA,NA,NA
21143,0,NA,NA,NA,NA,NA
21144,0,NA,NA,NA,NA,NA
21145,0,NA,NA,NA,NA,NA
21146,0,NA,NA,NA,NA,NA
21147,0,NA,NA,NA,NA,NA
21148,0,NA,NA,NA,NA,NA
21149,0,NA,NA,NA,NA,NA
21150,0,NA,NA,NA,NA,NA
21151,0,NA,NA,NA,NA,NA
21152,0,NA,NA,NA,NA,NA
21153,0,NA,NA,NA,NA,NA
21154,0,NA,NA,NA,NA,NA
21155,0,NA,NA,NA,NA,NA
21156,1,0,5,0,0,0
21157,0,NA,NA,NA,NA,NA
21158,0,NA,NA,NA,NA,NA
21159,0,NA,NA,NA,NA,NA
21160,0,NA,NA,NA,NA,NA
21161,0,NA,NA,NA,NA,NA
21162,0,NA,NA,NA,NA,NA
21163,2,NA,NA,NA,NA,NA
21164,3,NA,NA,NA,NA,NA
21165,0,NA,NA,NA,NA,NA
21166,0,NA,NA,NA,NA,NA
21167,0,NA,NA,NA,NA,NA
21168,0,NA,NA,NA,NA,NA
21169,0,NA,NA,NA,NA,NA
21170,0,NA,NA,NA,NA,NA
21171,0,NA,NA,NA,NA,NA
21172,0,NA,NA,NA,NA,NA
21173,0,NA,NA,NA,NA,NA
21174,0,NA,NA,NA,NA,NA
21175,0,NA,NA,NA,NA,NA
21176,0,NA,NA,NA,NA,NA
21177,3,NA,NA,NA,NA,NA
21178,0,NA,NA,NA,NA,NA
21179,0,NA,NA,NA,NA,NA
21180,0,NA,NA,NA,NA,NA
21181,0,NA,NA,NA,NA,NA
21182,0,NA,NA,NA,NA,NA
21183,0,NA,NA,NA,NA,NA
21184,0,NA,NA,NA,NA,NA
21185,0,NA,NA,NA,NA,NA
21186,0,NA,NA,NA,NA,NA
21187,0,NA,NA,NA,NA,NA
21188,0,NA,NA,NA,NA,NA
21189,0,NA,NA,NA,NA,NA
21190,2,NA,NA,NA,NA,NA
21191,0,NA,NA,NA,NA,NA
21192,0,NA,NA,NA,NA,NA
21193,0,NA,NA,NA,NA,NA
21194,0,NA,NA,NA,NA,NA
21195,0,NA,NA,NA,NA,NA
21196,0,NA,NA,NA,NA,NA
21197,1,0,5,0,0,0
21198,0,NA,NA,NA,NA,NA
21199,0,NA,NA,NA,NA,NA
21200,0,NA,NA,NA,NA,NA
21201,0,NA,NA,NA,NA,NA
21202,0,NA,NA,NA,NA,NA
21203,0,NA,NA,NA,NA,NA
21204,0,NA,NA,NA,NA,NA
21205,3,NA,NA,NA,NA,NA
21206,0,NA,NA,NA,NA,NA
21207,0,NA,NA,NA,NA,NA
21208,0,NA,NA,NA,NA,NA
21209,0,NA,NA,NA,NA,NA
21210,0,NA,NA,NA,NA,NA
21211,0,NA,NA,NA,NA,NA
21212,0,NA,NA,NA,NA,NA
21213,0,NA,NA,NA,NA,NA
21214,0,NA,NA,NA,NA,NA
21215,0,NA,NA,NA,NA,NA
21216,0,NA,NA,NA,NA,NA
21217,0,NA,NA,NA,NA,NA
22001,0,NA,NA,NA,NA,NA
22002,0,NA,NA,NA,NA,NA
22003,0,NA,NA,NA,NA,NA
22004,1,0,0,5,0,0
22005,0,NA,NA,NA,NA,NA
22006,1,0,5,0,0,0
22007,1,0,5,0,0,0
22008,1,0,3,0,0,0
22009,3,NA,NA,NA,NA,NA
22010,0,NA,NA,NA,NA,NA
22011,3,NA,NA,NA,NA,NA
22012,1,0,4,0,0,0
22013,0,NA,NA,NA,NA,NA
22014,1,3,3,3,3,1
22015,0,NA,NA,NA,NA,NA
22016,1,0,2,22,0,0
22017,0,NA,NA,NA,NA,NA
22018,9,NSS,NSS,NSS,NSS,NSS
23001,3,NA,NA,NA,NA,NA
23002,2,NA,NA,NA,NA,NA
23003,0,NA,NA,NA,NA,NA
23004,2,NA,NA,NA,NA,NA
23005,0,NA,NA,NA,NA,NA
23006,0,NA,NA,NA,NA,NA
23007,0,NA,NA,NA,NA,NA
23008,1,0,0,0,0,8
23009,0,NA,NA,NA,NA,NA
23010,1,0,1,0,0,0
23011,0,NA,NA,NA,NA,NA
24001,0,NA,NA,NA,NA,NA
24002,0,NA,NA,NA,NA,NA
24003,0,NA,NA,NA,NA,NA
24004,0,NA,NA,NA,NA,NA
24005,0,NA,NA,NA,NA,NA
24006,0,NA,NA,NA,NA,NA
24007,0,NA,NA,NA,NA,NA
24008,0,NA,NA,NA,NA,NA
24009,0,NA,NA,NA,NA,NA
24010,0,NA,NA,NA,NA,NA
24011,2,NA,NA,NA,NA,NA
24012,0,NA,NA,NA,NA,NA
24013,1,0,4,0,0,0
24014,0,NA,NA,NA,NA,NA
24015,0,NA,NA,NA,NA,NA
24016,0,NA,NA,NA,NA,NA
24017,0,NA,NA,NA,NA,NA
24018,0,NA,NA,NA,NA,NA
24019,0,NA,NA,NA,NA,NA
24020,0,NA,NA,NA,NA,NA
24021,0,NA,NA,NA,NA,NA
24022,0,NA,NA,NA,NA,NA
24023,0,NA,NA,NA,NA,NA
24024,1,0,4,0,0,0
24025,0,NA,NA,NA,NA,NA
24026,0,NA,NA,NA,NA,NA
24027,0,NA,NA,NA,NA,NA
24028,1,0,0,5,0,0
24029,0,NA,NA,NA,NA,NA
24030,0,NA,NA,NA,NA,NA
24031,0,NA,NA,NA,NA,NA
24032,0,NA,NA,NA,NA,NA
24033,0,NA,NA,NA,NA,NA
24034,0,NA,NA,NA,NA,NA
24035,1,0,0,4,0,0
24036,0,NA,NA,NA,NA,NA
24037,0,NA,NA,NA,NA,NA
24038,0,NA,NA,NA,NA,NA
24039,0,NA,NA,NA,NA,NA
24040,0,NA,NA,NA,NA,NA
24041,0,NA,NA,NA,NA,NA
24042,0,NA,NA,NA,NA,NA
24043,0,NA,NA,NA,NA,NA
24044,0,NA,NA,NA,NA,NA
24045,0,NA,NA,NA,NA,NA
24046,0,NA,NA,NA,NA,NA
24047,0,NA,NA,NA,NA,NA
24048,0,NA,NA,NA,NA,NA
24049,0,NA,NA,NA,NA,NA
24050,2,NA,NA,NA,NA,NA
24051,3,NA,NA,NA,NA,NA
24052,0,NA,NA,NA,NA,NA
24053,0,NA,NA,NA,NA,NA
24054,0,NA,NA,NA,NA,NA
24055,1,NA,NA,NA,NA,1
24056,0,NA,NA,NA,NA,NA
24057,0,NA,NA,NA,NA,NA
24058,1,0,5,5,1,0
25001,1,0,0,16,0,0
25002,0,NA,NA,NA,NA,NA
25003,0,NA,NA,NA,NA,NA
25004,0,NA,NA,NA,NA,NA
25005,0,NA,NA,NA,NA,NA
25006,1,0,5,0,0,0
25007,2,NA,NA,NA,NA,NA
25008,0,NA,NA,NA,NA,NA
25009,0,NA,NA,NA,NA,NA
25010,0,NA,NA,NA,NA,NA
25011,0,NA,NA,NA,NA,NA
25012,2,NA,NA,NA,NA,NA
25013,0,NA,NA,NA,NA,NA
25014,0,NA,NA,NA,NA,NA
25015,3,NA,NA,NA,NA,NA
25016,0,NA,NA,NA,NA,NA
25017,0,NA,NA,NA,NA,NA
25018,0,NA,NA,NA,NA,NA
26001,0,NA,NA,NA,NA,NA
26002,0,NA,NA,NA,NA,NA
26003,0,NA,NA,NA,NA,NA
26004,2,NA,NA,NA,NA,NA
26005,0,NA,NA,NA,NA,NA
26006,0,NA,NA,NA,NA,NA
26007,0,NA,NA,NA,NA,NA
26008,0,NA,NA,NA,NA,NA
26009,0,NA,NA,NA,NA,NA
26010,0,NA,NA,NA,NA,NA
26011,3,NA,NA,NA,NA,NA
26012,1,0,7,4,0,0
26013,0,NA,NA,NA,NA,NA
26014,0,NA,NA,NA,NA,NA
26015,0,NA,NA,NA,NA,NA
26016,0,NA,NA,NA,NA,NA
26017,0,NA,NA,NA,NA,NA
26018,9,NSS,NSS,NSS,NSS,NSS
26019,0,NA,NA,NA,NA,NA
26020,0,NA,NA,NA,NA,NA
26021,0,NA,NA,NA,NA,NA
26022,0,NA,NA,NA,NA,NA
26023,0,NA,NA,NA,NA,NA
26024,0,NA,NA,NA,NA,NA
26025,3,NA,NA,NA,NA,NA
26026,0,NA,NA,NA,NA,NA
26027,0,NA,NA,NA,NA,NA
26028,0,NA,NA,NA,NA,NA
26029,2,NA,NA,NA,NA,NA
26030,0,NA,NA,NA,NA,NA
26031,0,NA,NA,NA,NA,NA
26032,0,NA,NA,NA,NA,NA
26033,3,NA,NA,NA,NA,NA
26034,2,NA,NA,NA,NA,NA
26035,0,NA,NA,NA,NA,NA
26036,0,NA,NA,NA,NA,NA
26037,0,NA,NA,NA,NA,NA
26038,0,NA,NA,NA,NA,NA
26039,2,NA,NA,NA,NA,NA
26040,0,NA,NA,NA,NA,NA
26041,0,NA,NA,NA,NA,NA
26042,3,NA,NA,NA,NA,NA
26043,9,NSS,NSS,NSS,NSS,NSS
26044,0,NA,NA,NA,NA,NA
26045,0,NA,NA,NA,NA,NA
26046,0,NA,NA,NA,NA,NA
26047,0,NA,NA,NA,NA,NA
26048,0,NA,NA,NA,NA,NA
26049,0,NA,NA,NA,NA,NA
26050,0,NA,NA,NA,NA,NA
26051,0,NA,NA,NA,NA,NA
26052,0,NA,NA,NA,NA,NA
26053,0,NA,NA,NA,NA,NA
26054,0,NA,NA,NA,NA,NA
26055,1,0,25,0,0,0
26056,0,NA,NA,NA,NA,NA
26057,0,NA,NA,NA,NA,NA
26058,0,NA,NA,NA,NA,NA
26059,0,NA,NA,NA,NA,NA
26060,0,NA,NA,NA,NA,NA
26061,0,NA,NA,NA,NA,NA
26062,0,NA,NA,NA,NA,NA
26063,0,NA,NA,NA,NA,NA
26064,0,NA,NA,NA,NA,NA
26065,0,NA,NA,NA,NA,NA
26066,0,NA,NA,NA,NA,NA
26067,2,NA,NA,NA,NA,NA
26068,0,NA,NA,NA,NA,NA
26069,1,0,3,0,0,0
26070,0,NA,NA,NA,NA,NA
26071,0,NA,NA,NA,NA,NA
26072,0,NA,NA,NA,NA,NA
27001,0,NA,NA,NA,NA,NA
27002,0,NA,NA,NA,NA,NA
27003,0,NA,NA,NA,NA,NA
27004,0,NA,NA,NA,NA,NA
27005,0,NA,NA,NA,NA,NA
27006,0,NA,NA,NA,NA,NA
27007,0,NA,NA,NA,NA,NA
27008,3,NA,NA,NA,NA,NA
27009,0,NA,NA,NA,NA,NA
27010,0,NA,NA,NA,NA,NA
27011,2,NA,NA,NA,NA,NA
27012,2,NA,NA,NA,NA,NA
27013,2,NA,NA,NA,NA,NA
27014,0,NA,NA,NA,NA,NA
27015,0,NA,NA,NA,NA,NA
27016,0,NA,NA,NA,NA,NA
27017,0,NA,NA,NA,NA,NA
28001,0,NA,NA,NA,NA,NA
28002,0,NA,NA,NA,NA,NA
28003,0,NA,NA,NA,NA,NA
28004,0,NA,NA,NA,NA,NA
28005,0,NA,NA,NA,NA,NA
28006,0,NA,NA,NA,NA,NA
28007,0,NA,NA,NA,NA,NA
28008,0,NA,NA,NA,NA,NA
28009,0,NA,NA,NA,NA,NA
28010,0,NA,NA,NA,NA,NA
28011,0,NA,NA,NA,NA,NA
28012,0,NA,NA,NA,NA,NA
28013,0,NA,NA,NA,NA,NA
28014,0,NA,NA,NA,NA,NA
28015,0,NA,NA,NA,NA,NA
28016,0,NA,NA,NA,NA,NA
28017,0,NA,NA,NA,NA,NA
28018,0,NA,NA,NA,NA,NA
28019,0,NA,NA,NA,NA,NA
28020,0,NA,NA,NA,NA,NA
28021,0,NA,NA,NA,NA,NA
28022,0,NA,NA,NA,NA,NA
28023,0,NA,NA,NA,NA,NA
28024,0,NA,NA,NA,NA,NA
28025,0,NA,NA,NA,NA,NA
28026,0,NA,NA,NA,NA,NA
28027,0,NA,NA,NA,NA,NA
28028,0,NA,NA,NA,NA,NA
28029,0,NA,NA,NA,NA,NA
28030,0,NA,NA,NA,NA,NA
28031,0,NA,NA,NA,NA,NA
28032,0,NA,NA,NA,NA,NA
28033,0,NA,NA,NA,NA,NA
28034,0,NA,NA,NA,NA,NA
28035,0,NA,NA,NA,NA,NA
28036,0,NA,NA,NA,NA,NA
28037,0,NA,NA,NA,NA,NA
28038,0,NA,NA,NA,NA,NA
28039,0,NA,NA,NA,NA,NA
28040,0,NA,NA,NA,NA,NA
28041,0,NA,NA,NA,NA,NA
28042,0,NA,NA,NA,NA,NA
28043,0,NA,NA,NA,NA,NA
29001,0,NA,NA,NA,NA,NA
29002,0,NA,NA,NA,NA,NA
29003,0,NA,NA,NA,NA,NA
29004,0,NA,NA,NA,NA,NA
29005,1,0,0,1,1,0
29006,2,NA,NA,NA,NA,NA
29007,0,NA,NA,NA,NA,NA
29008,0,NA,NA,NA,NA,NA
29009,0,NA,NA,NA,NA,NA
29010,1,3,3,3,3,0
29011,0,NA,NA,NA,NA,NA
29012,0,NA,NA,NA,NA,NA
29013,1,1,12,12,0,0
29014,0,NA,NA,NA,NA,NA
29015,0,NA,NA,NA,NA,NA
29016,0,NA,NA,NA,NA,NA
29017,0,NA,NA,NA,NA,NA
29018,0,NA,NA,NA,NA,NA
29019,0,NA,NA,NA,NA,NA
29020,0,NA,NA,NA,NA,NA
29021,0,NA,NA,NA,NA,NA
29022,0,NA,NA,NA,NA,NA
29023,0,NA,NA,NA,NA,NA
29024,0,NA,NA,NA,NA,NA
29025,0,NA,NA,NA,NA,NA
29026,0,NA,NA,NA,NA,NA
29027,0,NA,NA,NA,NA,NA
29028,0,NA,NA,NA,NA,NA
29029,0,NA,NA,NA,NA,NA
29030,1,1,10,10,10,30
29031,1,0,0,0,0,1
29032,0,NA,NA,NA,NA,NA
29033,1,0,0,1,0,0
29034,3,NA,NA,NA,NA,NA
29035,0,NA,NA,NA,NA,NA
29036,0,NA,NA,NA,NA,NA
29037,0,NA,NA,NA,NA,NA
29038,1,3,1,1,1,NA
29039,1,0,3,0,0,0
29040,0,NA,NA,NA,NA,NA
29041,0,NA,NA,NA,NA,NA
29042,0,NA,NA,NA,NA,NA
29043,1,0,0,11,0,0
29044,1,0,5,0,0,0
29045,0,NA,NA,NA,NA,NA
29046,0,NA,NA,NA,NA,NA
29047,0,NA,NA,NA,NA,NA
29048,0,NA,NA,NA,NA,NA
29049,0,NA,NA,NA,NA,NA
29050,0,NA,NA,NA,NA,NA
29051,0,NA,NA,NA,NA,NA
29052,0,NA,NA,NA,NA,NA
29053,0,NA,NA,NA,NA,NA
29054,0,NA,NA,NA,NA,NA
29055,0,NA,NA,NA,NA,NA
29056,0,NA,NA,NA,NA,NA
29057,0,NA,NA,NA,NA,NA
29058,1,0,4,0,0,0
29059,0,NA,NA,NA,NA,NA
29060,0,NA,NA,NA,NA,NA
30001,0,NA,NA,NA,NA,NA
30002,0,NA,NA,NA,NA,NA
30003,0,NA,NA,NA,NA,NA
30004,0,NA,NA,NA,NA,NA
30005,0,NA,NA,NA,NA,NA
30006,97,NSS,NSS,NSS,NSS,NSS
30007,0,NA,NA,NA,NA,NA
30008,0,NA,NA,NA,NA,NA
30009,0,NA,NA,NA,NA,NA
30010,0,NA,NA,NA,NA,NA
30011,0,NA,NA,NA,NA,NA
30012,0,NA,NA,NA,NA,NA
30013,0,NA,NA,NA,NA,NA
30014,97,NSS,NSS,NSS,NSS,NSS
30015,0,NA,NA,NA,NA,NA
30016,0,NA,NA,NA,NA,NA
30017,0,NA,NA,NA,NA,NA
30018,0,NA,NA,NA,NA,NA
30019,0,NA,NA,NA,NA,NA
30020,0,NA,NA,NA,NA,NA
30021,0,NA,NA,NA,NA,NA
30022,0,NA,NA,NA,NA,NA
30023,0,NA,NA,NA,NA,NA
30024,0,NA,NA,NA,NA,NA
30025,0,NA,NA,NA,NA,NA
30026,0,NA,NA,NA,NA,NA
30027,0,NA,NA,NA,NA,NA
30028,0,NA,NA,NA,NA,NA
30029,0,NA,NA,NA,NA,NA
30030,0,NA,NA,NA,NA,NA
30031,0,NA,NA,NA,NA,NA
30032,0,NA,NA,NA,NA,NA
30033,0,NA,NA,NA,NA,NA
30034,0,NA,NA,NA,NA,NA
30035,0,NA,NA,NA,NA,NA
30036,0,NA,NA,NA,NA,NA
30037,0,NA,NA,NA,NA,NA
30038,1,0,9,0,0,0
30039,9,NSS,NSS,NSS,NSS,NSS
30040,0,NA,NA,NA,NA,NA
30041,0,NA,NA,NA,NA,NA
30042,0,NA,NA,NA,NA,NA
30043,0,NA,NA,NA,NA,NA
30044,0,NA,NA,NA,NA,NA
30045,0,NA,NA,NA,NA,NA
30046,0,NA,NA,NA,NA,NA
30047,0,NA,NA,NA,NA,NA
30048,0,NA,NA,NA,NA,NA
30049,0,NA,NA,NA,NA,NA
30050,0,NA,NA,NA,NA,NA
30051,0,NA,NA,NA,NA,NA
30052,0,NA,NA,NA,NA,NA
30053,0,NA,NA,NA,NA,NA
30054,0,NA,NA,NA,NA,NA
30055,0,NA,NA,NA,NA,NA
30056,0,NA,NA,NA,NA,NA
30057,0,NA,NA,NA,NA,NA
30058,0,NA,NA,NA,NA,NA
30059,0,NA,NA,NA,NA,NA
30060,0,NA,NA,NA,NA,NA
30061,0,NA,NA,NA,NA,NA
30062,0,NA,NA,NA,NA,NA
30063,0,NA,NA,NA,NA,NA
30064,0,NA,NA,NA,NA,NA
30065,0,NA,NA,NA,NA,NA
30066,0,NA,NA,NA,NA,NA
30067,0,NA,NA,NA,NA,NA
30068,0,NA,NA,NA,NA,NA
30069,0,NA,NA,NA,NA,NA
30070,0,NA,NA,NA,NA,NA
30071,0,NA,NA,NA,NA,NA
30072,0,NA,NA,NA,NA,NA
30073,0,NA,NA,NA,NA,NA
30074,97,NSS,NSS,NSS,NSS,NSS
30075,97,NSS,NSS,NSS,NSS,NSS
30076,0,NA,NA,NA,NA,NA
30077,0,NA,NA,NA,NA,NA
30078,0,NA,NA,NA,NA,NA
30079,0,NA,NA,NA,NA,NA
30080,0,NA,NA,NA,NA,NA
30081,0,NA,NA,NA,NA,NA
30082,97,NSS,NSS,NSS,NSS,NSS
30083,0,NA,NA,NA,NA,NA
30084,0,NA,NA,NA,NA,NA
30085,0,NA,NA,NA,NA,NA
30086,0,NA,NA,NA,NA,NA
30087,1,5,19,28,0,0
30088,0,NA,NA,NA,NA,NA
30089,0,NA,NA,NA,NA,NA
30090,0,NA,NA,NA,NA,NA
30091,0,NA,NA,NA,NA,NA
30092,97,NSS,NSS,NSS,NSS,NSS
30093,97,NSS,NSS,NSS,NSS,NSS
30094,0,NA,NA,NA,NA,NA
30095,0,NA,NA,NA,NA,NA
30096,0,NA,NA,NA,NA,NA
30097,0,NA,NA,NA,NA,NA
30098,0,NA,NA,NA,NA,NA
30099,97,NSS,NSS,NSS,NSS,NSS
30100,0,NA,NA,NA,NA,NA
30101,0,NA,NA,NA,NA,NA
30102,3,NA,NA,NA,NA,NA
30103,0,NA,NA,NA,NA,NA
30104,0,NA,NA,NA,NA,NA
30105,97,NSS,NSS,NSS,NSS,NSS
30106,0,NA,NA,NA,NA,NA
30107,0,NA,NA,NA,NA,NA
30108,0,NA,NA,NA,NA,NA
30109,0,NA,NA,NA,NA,NA
30110,0,NA,NA,NA,NA,NA
30111,0,NA,NA,NA,NA,NA
30112,0,NA,NA,NA,NA,NA
30113,0,NA,NA,NA,NA,NA
30114,0,NA,NA,NA,NA,NA
30115,0,NA,NA,NA,NA,NA
30116,0,NA,NA,NA,NA,NA
30117,0,NA,NA,NA,NA,NA
30118,0,NA,NA,NA,NA,NA
30119,97,NSS,NSS,NSS,NSS,NSS
30120,0,NA,NA,NA,NA,NA
30121,0,NA,NA,NA,NA,NA
30122,0,NA,NA,NA,NA,NA
30123,0,NA,NA,NA,NA,NA
30124,3,NA,NA,NA,NA,NA
30125,97,NSS,NSS,NSS,NSS,NSS
30126,0,NA,NA,NA,NA,NA
30127,0,NA,NA,NA,NA,NA
30128,2,NA,NA,NA,NA,NA
30129,0,NA,NA,NA,NA,NA
30130,0,NA,NA,NA,NA,NA
30131,0,NA,NA,NA,NA,NA
30132,0,NA,NA,NA,NA,NA
30133,0,NA,NA,NA,NA,NA
30134,0,NA,NA,NA,NA,NA
30135,0,NA,NA,NA,NA,NA
30136,0,NA,NA,NA,NA,NA
30137,0,NA,NA,NA,NA,NA
30138,97,NSS,NSS,NSS,NSS,NSS
30139,97,NSS,NSS,NSS,NSS,NSS
30140,0,NA,NA,NA,NA,NA
30141,0,NA,NA,NA,NA,NA
30142,0,NA,NA,NA,NA,NA
30143,0,NA,NA,NA,NA,NA
30144,97,NSS,NSS,NSS,NSS,NSS
30145,0,NA,NA,NA,NA,NA
30146,0,NA,NA,NA,NA,NA
30147,97,NSS,NSS,NSS,NSS,NSS
30148,0,NA,NA,NA,NA,NA
30149,0,NA,NA,NA,NA,NA
30150,0,NA,NA,NA,NA,NA
30151,0,NA,NA,NA,NA,NA
30152,0,NA,NA,NA,NA,NA
30153,0,NA,NA,NA,NA,NA
30154,0,NA,NA,NA,NA,NA
30155,0,NA,NA,NA,NA,NA
30156,0,NA,NA,NA,NA,NA
30157,0,NA,NA,NA,NA,NA
30158,0,NA,NA,NA,NA,NA
30159,0,NA,NA,NA,NA,NA
30160,0,NA,NA,NA,NA,NA
30161,0,NA,NA,NA,NA,NA
30162,0,NA,NA,NA,NA,NA
30163,0,NA,NA,NA,NA,NA
30164,0,NA,NA,NA,NA,NA
30165,0,NA,NA,NA,NA,NA
30166,0,NA,NA,NA,NA,NA
30167,0,NA,NA,NA,NA,NA
30168,0,NA,NA,NA,NA,NA
30169,0,NA,NA,NA,NA,NA
30170,0,NA,NA,NA,NA,NA
30171,0,NA,NA,NA,NA,NA
30172,0,NA,NA,NA,NA,NA
30173,0,NA,NA,NA,NA,NA
30174,0,NA,NA,NA,NA,NA
30175,0,NA,NA,NA,NA,NA
30176,0,NA,NA,NA,NA,NA
30177,0,NA,NA,NA,NA,NA
30178,0,NA,NA,NA,NA,NA
30179,0,NA,NA,NA,NA,NA
30180,0,NA,NA,NA,NA,NA
30181,0,NA,NA,NA,NA,NA
30182,97,NSS,NSS,NSS,NSS,NSS
30183,0,NA,NA,NA,NA,NA
30184,97,NSS,NSS,NSS,NSS,NSS
30185,0,NA,NA,NA,NA,NA
30186,0,NA,NA,NA,NA,NA
30187,0,NA,NA,NA,NA,NA
30188,0,NA,NA,NA,NA,NA
30189,0,NA,NA,NA,NA,NA
30190,0,NA,NA,NA,NA,NA
30191,97,NSS,NSS,NSS,NSS,NSS
30192,0,NA,NA,NA,NA,NA
30193,0,NA,NA,NA,NA,NA
30194,0,NA,NA,NA,NA,NA
30195,0,NA,NA,NA,NA,NA
30196,0,NA,NA,NA,NA,NA
30197,0,NA,NA,NA,NA,NA
30198,0,NA,NA,NA,NA,NA
30199,0,NA,NA,NA,NA,NA
30200,0,NA,NA,NA,NA,NA
30201,0,NA,NA,NA,NA,NA
30202,0,NA,NA,NA,NA,NA
30203,0,NA,NA,NA,NA,NA
30204,0,NA,NA,NA,NA,NA
30205,97,NSS,NSS,NSS,NSS,NSS
30206,0,NA,NA,NA,NA,NA
30207,0,NA,NA,NA,NA,NA
30208,0,NA,NA,NA,NA,NA
30209,0,NA,NA,NA,NA,NA
30210,0,NA,NA,NA,NA,NA
30211,0,NA,NA,NA,NA,NA
30212,0,NA,NA,NA,NA,NA
31001,0,NA,NA,NA,NA,NA
31002,0,NA,NA,NA,NA,NA
31003,0,NA,NA,NA,NA,NA
31004,0,NA,NA,NA,NA,NA
31005,0,NA,NA,NA,NA,NA
31006,0,NA,NA,NA,NA,NA
31007,0,NA,NA,NA,NA,NA
31008,0,NA,NA,NA,NA,NA
31009,0,NA,NA,NA,NA,NA
31010,0,NA,NA,NA,NA,NA
31011,0,NA,NA,NA,NA,NA
31012,0,NA,NA,NA,NA,NA
31013,0,NA,NA,NA,NA,NA
31014,0,NA,NA,NA,NA,NA
31015,0,NA,NA,NA,NA,NA
31016,0,NA,NA,NA,NA,NA
31017,0,NA,NA,NA,NA,NA
31018,0,NA,NA,NA,NA,NA
31019,0,NA,NA,NA,NA,NA
31020,0,NA,NA,NA,NA,NA
31021,0,NA,NA,NA,NA,NA
31022,0,NA,NA,NA,NA,NA
31023,0,NA,NA,NA,NA,NA
31024,0,NA,NA,NA,NA,NA
31025,0,NA,NA,NA,NA,NA
31026,0,NA,NA,NA,NA,NA
31027,0,NA,NA,NA,NA,NA
31028,0,NA,NA,NA,NA,NA
31029,0,NA,NA,NA,NA,NA
31030,0,NA,NA,NA,NA,NA
31031,0,NA,NA,NA,NA,NA
31032,0,NA,NA,NA,NA,NA
31033,0,NA,NA,NA,NA,NA
31034,0,NA,NA,NA,NA,NA
31035,0,NA,NA,NA,NA,NA
31036,0,NA,NA,NA,NA,NA
31037,0,NA,NA,NA,NA,NA
31038,0,NA,NA,NA,NA,NA
31039,0,NA,NA,NA,NA,NA
31040,0,NA,NA,NA,NA,NA
31041,1,0,0,0,0,1
31042,0,NA,NA,NA,NA,NA
31043,0,NA,NA,NA,NA,NA
31044,0,NA,NA,NA,NA,NA
31045,0,NA,NA,NA,NA,NA
31046,0,NA,NA,NA,NA,NA
31047,0,NA,NA,NA,NA,NA
31048,0,NA,NA,NA,NA,NA
31049,0,NA,NA,NA,NA,NA
31050,0,NA,NA,NA,NA,NA
31051,0,NA,NA,NA,NA,NA
31052,0,NA,NA,NA,NA,NA
31053,0,NA,NA,NA,NA,NA
31054,0,NA,NA,NA,NA,NA
31055,0,NA,NA,NA,NA,NA
31056,0,NA,NA,NA,NA,NA
31057,0,NA,NA,NA,NA,NA
31058,0,NA,NA,NA,NA,NA
31059,0,NA,NA,NA,NA,NA
31060,0,NA,NA,NA,NA,NA
31061,0,NA,NA,NA,NA,NA
31062,0,NA,NA,NA,NA,NA
31063,0,NA,NA,NA,NA,NA
31064,0,NA,NA,NA,NA,NA
31065,0,NA,NA,NA,NA,NA
31066,0,NA,NA,NA,NA,NA
31067,0,NA,NA,NA,NA,NA
31068,0,NA,NA,NA,NA,NA
31069,0,NA,NA,NA,NA,NA
31070,0,NA,NA,NA,NA,NA
31071,0,NA,NA,NA,NA,NA
31072,0,NA,NA,NA,NA,NA
31073,0,NA,NA,NA,NA,NA
31074,0,NA,NA,NA,NA,NA
31075,0,NA,NA,NA,NA,NA
31076,0,NA,NA,NA,NA,NA
31077,0,NA,NA,NA,NA,NA
31078,0,NA,NA,NA,NA,NA
31079,0,NA,NA,NA,NA,NA
31080,0,NA,NA,NA,NA,NA
31081,0,NA,NA,NA,NA,NA
31082,0,NA,NA,NA,NA,NA
31083,0,NA,NA,NA,NA,NA
31084,0,NA,NA,NA,NA,NA
31085,0,NA,NA,NA,NA,NA
31086,3,NA,NA,NA,NA,NA
31087,0,NA,NA,NA,NA,NA
31088,2,NA,NA,NA,NA,NA
31089,0,NA,NA,NA,NA,NA
31090,0,NA,NA,NA,NA,NA
31091,0,NA,NA,NA,NA,NA
31092,0,NA,NA,NA,NA,NA
31093,0,NA,NA,NA,NA,NA
31094,0,NA,NA,NA,NA,NA
31095,0,NA,NA,NA,NA,NA
31096,3,NA,NA,NA,NA,NA
31097,0,NA,NA,NA,NA,NA
31098,0,NA,NA,NA,NA,NA
31099,0,NA,NA,NA,NA,NA
31100,0,NA,NA,NA,NA,NA
31101,1,0,6,0,0,0
31102,3,NA,NA,NA,NA,NA
31103,0,NA,NA,NA,NA,NA
31104,0,NA,NA,NA,NA,NA
31105,0,NA,NA,NA,NA,NA
31106,0,NA,NA,NA,NA,NA
32001,0,NA,NA,NA,NA,NA
32002,0,NA,NA,NA,NA,NA
32003,0,NA,NA,NA,NA,NA
32004,0,NA,NA,NA,NA,NA
32005,0,NA,NA,NA,NA,NA
32006,0,NA,NA,NA,NA,NA
32007,0,NA,NA,NA,NA,NA
32008,0,NA,NA,NA,NA,NA
