ubicageo_f,rnspni1,anios_a,nombre1
13054,1,2020,COMISION DE HONOR Y JUSTICIA PARA LA DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD DEL MUNICIPIO DE SAN SALVADOR
13055,1,2021,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE SANTIAGO DE ANAYA HIDALGO
13056,1,2019,COMISION DE HONOR Y JUSTICIA PARA LA DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO
13057,2,NA,NO APLICA
13058,1,2022,COMISION DE HONOR Y JUSTICIA
13059,2,NA,NO APLICA
13060,2,NA,NO APLICA
13061,2,NA,NO APLICA
13062,1,2020,COMISION DE HONOR Y JUSTICIA
13063,1,2012,COMISION DE HONOR Y JUSTICIA
13064,2,NA,NO APLICA
13065,3,NA,NO APLICA
13066,2,NA,NO APLICA
13067,2,NA,NO APLICA
13068,2,NA,NO APLICA
13069,1,2015,COMISION DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA PARA LA SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL
13070,3,NA,NO APLICA
13071,2,NA,NO APLICA
13072,2,NA,NO APLICA
13073,2,NA,NO APLICA
13074,2,NA,NO APLICA
13075,1,2021,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE TOLCAYUCA ESTADO DE HIDALGO
13076,1,2015,COMISION DE HONOR Y JUSTICIA
13077,1,2018,COMISION DE HONOR Y JUSTICIA
13078,1,2021,COMISION DE HONOR Y JUSTICIA
13079,2,NA,NO APLICA
13080,1,2021,COMISION DE HONOR Y JUSTICIA PARA LA DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO DEL MUNICIPIO DE YAHUALICA HIDALGO
13081,2,NA,NO APLICA
13082,2,NA,NO APLICA
13083,1,2022,COMISION DE HONOR Y JUSTICIA
13084,2,NA,NO APLICA
14001,1,2021,COMISION DE HONOR Y JUSTICIA
14002,1,2019,COMISION DE HONOR Y JUSTICIA MUNICIPAL
14003,1,2022,COMISION DE HONOR Y JUSTICIA
14004,3,NA,NO APLICA
14005,2,NA,NO APLICA
14006,2,NA,NO APLICA
14007,2,NA,NO APLICA
14008,1,2021,COMISION DE HONOR Y JUSTICIA
14009,2,NA,NO APLICA
14010,3,NA,NO APLICA
14011,2,NA,NO APLICA
14012,2,NA,NO APLICA
14013,1,2021,COMISION DE HONOR Y JUSTICIA
14014,2,NA,NO APLICA
14015,1,2022,COMISION DE HONOR Y JUSTICIA
14016,3,NA,NO APLICA
14017,2,NA,NO APLICA
14018,1,2020,HONOR Y JUSTICIA
14019,2,NA,NO APLICA
14020,1,2015,COMISION DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL DE HONOR Y JUSTICIA
14021,1,2022,COMISION DE HONOR Y JUSTICIA
14022,1,2021,COMISION DE HONOR Y JUSTICIA U HOMOLOGA
14023,1,2012,COMISION MUNICIPAL DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL HONOR Y JUSTICIA
14024,2,NA,NO APLICA
14025,2,NA,NO APLICA
14026,3,NA,NO APLICA
14027,3,NA,NO APLICA
14028,3,NA,NO APLICA
14029,2,NA,NO APLICA
14030,2,NA,NO APLICA
14031,1,2021,COMISION DEL SERVICIO DE CARRERA POLICIAL
14032,2,NA,NO APLICA
14033,1,2021,SERVICIO POLICIAL DE CARRERA POLICIAL
14034,2,NA,NO APLICA
14035,3,NA,NO APLICA
14036,2,NA,NO APLICA
14037,1,2020,COMISION DE HONOR Y JUSTICIA DE EL GRULLO
14038,1,2019,COMISION HONOR Y JUSTICIA GUACHINANGO JALISCO
14039,1,2021,COMISION DE HONOR Y JUSTICIA
14040,2,NA,NO APLICA
14041,2,NA,NO APLICA
14042,2,NA,NO APLICA
14043,2,NA,NO APLICA
14044,3,NA,NO APLICA
14045,2,NA,NO APLICA
14046,1,2022,COMISION DE HONOR Y JUSTICIA
14047,1,2022,REGLAMENTO DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL
14048,3,NA,NO APLICA
14049,3,NA,NO APLICA
14050,1,2022,COMISION DE HONOR Y JUSTICIA
14051,2,NA,NO APLICA
14052,1,2022,COMISION DE HONOR Y JUSTICIA Y CARRERA POLICIAL
14053,1,2012,COMISION DE SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA
14054,3,NA,NO APLICA
14055,2,NA,NO APLICA
14056,2,NA,NO APLICA
14057,3,NA,NO APLICA
14058,1,2019,COMITE DE HONOR Y JUSTICIA Y CARRERA POLICIAL DEL HONORABLE AYUNTAMIENTO DE MASCOTA JALISCO
14059,1,2020,COMITE DE HONOR Y JUSTICIA
14060,2,NA,NO APLICA
14061,2,NA,NO APLICA
14062,1,2021,COMISION DE HONOR Y JUSTICIA
14063,1,2010,COMISION DE HONOR Y JUSTICIA
14064,2,NA,NO APLICA
14065,1,2021,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE PIHUAMO
14066,1,2021,COMISION DE HONOR Y JUSTICIA
14067,1,2015,COMISION DE HONOR Y JUSTICIA
14068,1,2021,COMISION DE HONOR Y JUSTICIA
14069,2,NA,NO APLICA
14070,1,2022,COMISION DE HONOR Y JUSTICIA
14071,2,NA,NO APLICA
14072,1,2020,DE LA COMISION DE HONOR Y JUSTICIA
14073,2,NA,NO APLICA
14074,2,NA,NO APLICA
14075,3,NA,NO APLICA
14076,2,NA,NO APLICA
14077,1,2021,HONOR Y JUSTICIA
14078,1,2021,COMISION DE HONOR Y JUSTICIA
14079,2,NA,NO APLICA
14080,2,NA,NO APLICA
14081,3,NA,NO APLICA
14082,1,2018,COMISION DE HONOR Y JUSTICIA
14083,1,2021,SERVICIO PROFESIONAL DE CARRERA POLICIAL HONOR Y JUSTICIA
14084,1,2021,COMISION DE HONOR Y JUSTICIA
14085,2,NA,NO APLICA
14086,2,NA,NO APLICA
14087,1,2021,COMISION DE HONOR Y JUSTICIA Y CARRERA POLICIAL
14088,2,NA,NO APLICA
14089,2,NA,NO APLICA
14090,3,NA,NO APLICA
14091,2,NA,NO APLICA
14092,2,NA,NO APLICA
14093,1,2021,COMISION DE HONOR Y JUSTICIA
14094,3,NA,NO APLICA
14095,2,NA,NO APLICA
14096,1,2021,COMISION DE HONOR Y JUSTICIA
14097,1,2010,COMISION MUNICIPAL DE HONOR Y JUSTICIA
14098,1,2009,COMISION MUNICIPAL DE HONOR Y JUSTICIA
14099,1,2021,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE TOLIMAN
14100,1,2020,COMISION DE HONOR Y JUSTICIA
14101,1,2021,COMISION DE HONOR Y JUSTICIA
14102,2,NA,NO APLICA
14103,2,NA,NO APLICA
14104,2,NA,NO APLICA
14105,1,2021,COMISION DE HONOR Y JUSTICIA
14106,3,NA,NO APLICA
14107,2,NA,NO APLICA
14108,2,NA,NO APLICA
14109,1,2020,ACTA ORDINARIA DE LA COMISION DE HONOR Y JUSTICIA ACUERDO DE CREACION DE LA COMISION DE HONOR Y JUSTICIA Y DESEMPEÑO
14110,1,2022,COMITE DE HONOR Y JUSTICIA DE LA COMISARIA DE SEGURIDAD PUBLICA DE UNION DE TULA
14111,2,NA,NO APLICA
14112,1,2021,COMISION DE HONOR Y JUSTICIA
14113,2,NA,NO APLICA
14114,2,NA,NO APLICA
14115,1,2021,HONOR Y JUSTICIA
14116,2,NA,NO APLICA
14117,1,2022,COMISIONES DE HONOR Y JUSTICIA DEL MUNICIPIO DE CAÑADAS DE OBREGON JALISCO
14118,2,NA,NO APLICA
14119,3,NA,NO APLICA
14120,1,2016,COMISION DE HONOR Y JUSTICIA
14121,1,2022,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE ZAPOTILTIC
14122,1,2021,COMISION DE HONOR Y JUSTICIA
14123,2,NA,NO APLICA
14124,1,2022,CONSEJO MUNICIPAL DE HONOR Y JUSTICIA DE ZAPOTLANEJO JALISCO
14125,2,NA,NO APLICA
15001,1,2014,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA
15002,2,NA,NO APLICA
15003,1,2022,COMISION DE HONOR Y JUSTICIA
15004,2,NA,NO APLICA
15005,1,2022,COMISION DE HONOR Y JUSTICIA
15006,1,2022,CONSEJO DE HONOR Y JUSTICIA
15007,2,NA,NO APLICA
15008,2,NA,NO APLICA
15009,1,2022,COMISION MUNICIPAL DE HONOR Y JUSTICIA
15010,1,2022,COMISION DE HONOR Y JUSTICIA
15011,1,2011,COMISION DE HONOR Y JUSTICIA DE ATENCO ESTADO DE MEXICO
15012,1,2022,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE ATIZAPAN
15013,1,2007,COMISION DE HONOR Y JUSTICIA
15014,1,2022,COMISION DE HONOR Y JUSTICIA
15015,3,NA,NO APLICA
15016,1,2022,COMISION DE HONOR Y JUSTICIA U HOMOLOGA
15017,1,2019,COMISION DE HONOR Y JUSTICIA
15018,1,2022,COMISION DE HONOR Y JUSTICIA
15019,1,2021,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE CAPULHUAC
15020,1,2022,COMISION DE HONOR Y JUSTICIA DE COACALCO DE BERRIOZABAL
15021,1,2022,COMISION DE HONOR Y JUSTICIA
15022,2,NA,NO APLICA
15023,1,2022,COMISION DE HONOR Y JUSTICIA DE LA COMISARIA DE SEGURIDAD PUBLICA Y MOVILIDAD DE COYOTEPEC
15024,1,2019,COMISION DE HONOR Y JUSTICIA
15025,2,NA,NO APLICA
15026,2,NA,NO APLICA
15027,1,2022,COMISION DE HONOR Y JUSTICIA
15028,1,2022,CONSEJO DE HONOR Y JUSTICIA
15029,1,2017,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION GENERAL DE SEGURIDAD PUBLICA Y MOVILIDAD DE CHICOLOAPAN
15030,1,2020,COMISION DE HONOR Y JUSTICIA
15031,1,2022,COMISION DE HONOR Y JUSTICIA
15032,3,NA,NO APLICA
15033,1,2013,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO DE ECATEPEC
15034,1,2022,COMISION DE HONOR Y JUSTICIA
15035,1,2022,COMISION DE HONOR Y JUSTICIA
15036,1,2022,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE HUEYPOXTLA
15037,1,2019,COMISION DE HONOR Y JUSTICIA DEL CONSEJO MUNICIPAL DE SEGURIDAD PUBLICA
15038,1,2022,COMISION DE HONOR Y JUSTICIA
15039,1,2015,COMISION DE HONOR Y JUSTICIA
15040,1,2018,COMISION DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL HONOR Y JUSTICIA
15041,2,NA,NO APLICA
15042,1,2021,COMISION DE HONOR Y JUSTICIA
15043,1,2012,COMISION DE HONOR Y JUSTICIA
15044,1,2022,COMISION DE HONOR Y JUSTICIA
15045,1,2022,COMISION DE HONOR Y JUSTICIA
15046,2,NA,NO APLICA
15047,1,2005,COMISION DE HONOR Y JUSTICIA
15048,1,2013,COMISION DE HONOR Y JUSTICIA
15049,1,2022,COMITE DE HONOR Y JUSTICIA JOQUICINGO
15050,1,2022,COMISION DE HONOR Y JUSTICIA
15051,1,2014,COMISION DEL SERVICIO PROFESIONAL CARRERA POLICIAL HONOR Y JUSTICIA
15052,1,2001,COMISION DE HONOR Y JUSTICIA DE MALINALCO
15053,1,2016,COMISION DE HONOR Y JUSTICIA
15054,1,2016,COMISION DE HONOR Y JUSTICIA
15055,1,2022,COMISION DE HONOR Y JUSTICIA
15056,2,NA,NO APLICA
15057,1,2015,COMISION DE HONOR Y JUSTICIA
15058,1,2012,COMISION MUNICIPAL DE HONOR Y JUSTICIA
15059,1,2022,COMISION DE HONOR Y JUSTICIA
15060,1,2019,COMISION DE HONOR Y JUSTICIA
15061,1,2022,COMISION DE HONOR Y JUSTICIA
15062,1,2022,COMISION DE HONOR Y JUSTICIA
15063,0,NA,NO APLICA
15064,1,2022,COMISION DE HONOR Y JUSTICIA
15065,1,2022,COMISION DE HONOR Y JUSTICIA
15066,1,2022,COMISION DE HONOR Y JUSTICIA
15067,1,2012,COMISION DE HONOR Y JUSTICIA
15068,1,2019,COMISION DE HONOR Y JUSTICIA
15069,1,2019,COMISION DE HONOR Y JUSTICIA
15070,1,2015,COMISION DE HONOR Y JUSTICIA
15071,3,NA,NO APLICA
15072,2,NA,NO APLICA
15073,1,2017,COMISION DE HONOR Y JUSTICIA
15074,2,NA,NO APLICA
15075,1,2022,COMISION DE HONOR Y JUSTICIA
15076,1,2022,COMISION DE HONOR Y JUSTICIA
15077,2,NA,NO APLICA
15078,3,NA,NO APLICA
15079,1,2021,COMISION DE HONOR Y JUSTICIA
15080,1,2022,COMISION DE HONOR Y JUSTICIA DE SULTEPEC
15081,1,2019,COMISION DE HONOR Y JUSTICIA
15082,2,NA,NO APLICA
15083,2,NA,NO APLICA
15084,1,2015,COMISION DE HONOR Y JUSTICIA
15085,1,2022,COMISION DE HONOR Y JUSTICIA
15086,3,NA,NO APLICA
15087,1,2016,COMISION DE HONOR Y JUSTICIA
15088,1,2022,COMISION DE HONOR Y JUSTICIA
15089,1,2021,COMISION DE HONOR Y JUSTICIA
15090,1,2022,COMISION DE HONOR Y JUSTICIA
15091,1,2019,COMISION DE HONOR Y JUSTICIA
15092,1,2022,COMISION DE HONOR Y JUSTICIA
15093,1,2022,CONSEJO DE HONOR Y JUSTICIA DEL MUNICIPIO DE TEPETLAOXTOC
15094,1,2022,COMISION DE HONOR Y JUSTICIA
15095,1,2013,COMISION DE HONOR Y JUSTICIA DE TEPOTZOTLAN
15096,1,2022,COMISION DE HONOR Y JUSTICIA
15097,2,NA,NO APLICA
15098,1,2022,COMISION DE HONOR Y JUSTICIA
15099,1,2010,COMISION DE HONOR Y JUSTICIA
15100,3,NA,NO APLICA
15101,1,2022,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO TIANGUISTENCO
15102,1,2022,COMISION DE HONOR Y JUSTICIA
15103,1,2022,COMISION DE HONOR Y JUSTICIA
15104,1,2014,COMISION DE HONOR Y JUSTICIA DE LA COMISARIA GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE TLALNEPANTLA DE BAZ
15105,3,NA,NO APLICA
15106,1,2019,COMISION DE HONOR Y JUSTICIA
15107,3,NA,NO APLICA
15108,1,2014,COMISION DE HONOR Y JUSTICIA
15109,1,2019,COMISION DE HONOR Y JUSTICIA DE TULTITLAN ESTADO DE MEXICO
15110,1,2022,SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA
15111,1,2022,COMISION DE HONOR Y JUSTICIA
15112,1,2022,COMISION DE HONOR Y JUSTICIA
15113,1,2022,COMISION DE HONOR Y JUSTICIA
15114,1,2022,COMISION MUNICIPAL DEL SERVICIO PROFESIONAL DE CARRERA Y HONOR Y JUSTICIA
15115,1,2022,COMISION DE HONOR Y JUSTICIA DEL HONORABLE AYUNTAMIENTO DE XONACATLAN
15116,2,NA,NO APLICA
15117,2,NA,NO APLICA
15118,1,2022,COMISION DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL HONOR Y JUSTICIA
15119,1,2022,COMISION DE HONOR Y JUSTICIA
15120,1,2022,COMISION DE HONOR Y JUSTICIA
15121,1,2021,COMISION DE HONOR Y JUSTICIA
15122,1,2022,COMISION DE HONOR Y JUSTICIA DE VALLE DE CHALCO SOLIDARIDAD
15123,1,2022,COMISION DE HONOR Y JUSTICIA
15124,1,2022,COMISION DE HONOR Y JUSTICIA
15125,1,2022,COMISION DE HONOR Y JUSTICIA TONANITLA
16001,3,NA,NO APLICA
16002,2,NA,NO APLICA
16003,3,NA,NO APLICA
16004,2,NA,NO APLICA
16005,3,NA,NO APLICA
16006,3,NA,NO APLICA
16007,2,NA,NO APLICA
16008,0,NA,NO APLICA
16009,2,NA,NO APLICA
16010,0,NA,NO APLICA
16011,2,NA,NO APLICA
16012,3,NA,NO APLICA
16013,2,NA,NO APLICA
16014,3,NA,NO APLICA
16015,3,NA,NO APLICA
16016,2,NA,NO APLICA
16017,3,NA,NO APLICA
16018,2,NA,NO APLICA
16019,1,2015,COMISION DE HONOR Y JUSTICIA DE LA SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE MICHOACAN DE OCAMPO
16020,2,NA,NO APLICA
16021,3,NA,NO APLICA
16022,2,NA,NO APLICA
16023,1,2015,COMISION DE HONOR Y JUSTICIA DE LA SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE MICHOACAN DE OCAMPO
16024,1,2014,CONSEJO DE HONOR
16025,1,2021,DIRECCION DE SEGURIDAD PUBLICA
16026,3,NA,NO APLICA
16027,2,NA,NO APLICA
16028,2,NA,NO APLICA
16029,2,NA,NO APLICA
16030,3,NA,NO APLICA
16031,2,NA,NO APLICA
16032,2,NA,NO APLICA
16033,2,NA,NO APLICA
16034,1,2019,COMISION DE HONOR Y JUSTICIA DEL MUNICIPIO DE HIDALGO
16035,3,NA,NO APLICA
16036,3,NA,NO APLICA
16037,3,NA,NO APLICA
16038,3,NA,NO APLICA
16039,3,NA,NO APLICA
16040,3,NA,NO APLICA
16041,3,NA,NO APLICA
16042,2,NA,NO APLICA
16043,2,NA,NO APLICA
16044,3,NA,NO APLICA
16045,2,NA,NO APLICA
16046,2,NA,NO APLICA
16047,2,NA,NO APLICA
16048,2,NA,NO APLICA
16049,3,NA,NO APLICA
16050,2,NA,NO APLICA
16051,98,ND,NO DISPONIBLE
16052,1,2013,COMISION MUNICIPAL DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL Y DE HONOR Y JUSTICIA DE LA POLICIA MUNICIPAL
16053,1,2021,COMISION DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL HONOR Y JUSTICIA DE LA COMISION MUNICIPAL DE SEGURIDAD CIUDADANA
16054,3,NA,NO APLICA
16055,2,NA,NO APLICA
16056,3,NA,NO APLICA
16057,2,NA,NO APLICA
16058,2,NA,NO APLICA
16059,3,NA,NO APLICA
16060,2,NA,NO APLICA
16061,2,NA,NO APLICA
16062,2,NA,NO APLICA
16063,2,NA,NO APLICA
16064,2,NA,NO APLICA
16065,3,NA,NO APLICA
16066,2,NA,NO APLICA
16067,2,NA,NO APLICA
16068,2,NA,NO APLICA
16069,3,NA,NO APLICA
16070,2,NA,NO APLICA
16071,2,NA,NO APLICA
16072,9,NSS,NO IDENTIFICADO
16073,3,NA,NO APLICA
16074,2,NA,NO APLICA
16075,2,NA,NO APLICA
16076,2,NA,NO APLICA
16077,3,NA,NO APLICA
16078,2,NA,NO APLICA
16079,2,NA,NO APLICA
16080,3,NA,NO APLICA
16081,2,NA,NO APLICA
16082,3,NA,NO APLICA
16083,2,NA,NO APLICA
16084,2,NA,NO APLICA
16085,3,NA,NO APLICA
16086,2,NA,NO APLICA
16087,2,NA,NO APLICA
16088,1,2015,COMISION DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL HONOR Y JUSTICIA
16089,3,NA,NO APLICA
16090,2,NA,NO APLICA
16091,2,NA,NO APLICA
16092,2,NA,NO APLICA
16093,2,NA,NO APLICA
16094,2,NA,NO APLICA
16095,2,NA,NO APLICA
16096,2,NA,NO APLICA
16097,2,NA,NO APLICA
16098,2,NA,NO APLICA
16099,2,NA,NO APLICA
16100,2,NA,NO APLICA
16101,3,NA,NO APLICA
16102,2,NA,NO APLICA
16103,2,NA,NO APLICA
16104,2,NA,NO APLICA
16105,1,2021,CONSEJO DE SEGURIDAD PUBLICA
16106,2,NA,NO APLICA
16107,3,NA,NO APLICA
16108,2,NA,NO APLICA
16109,3,NA,NO APLICA
16110,3,NA,NO APLICA
16111,2,NA,NO APLICA
16112,1,2015,COMISION DE HONOR Y JUSTICIA DE LA SECRETARIA DE SEGURIDAD PUBLICA DEL ESTADO DE MICHOACAN DE OCAMPO
16113,2,NA,NO APLICA
17001,2,NA,NO APLICA
17002,1,2022,CONSEJO DE HONOR Y JUSTICIA
17003,1,2021,CONSEJO DE HONOR Y JUSTICIA
17004,1,2020,CONSEJO DE HONOR Y JUSTICIA
17005,1,2020,COMISION DE HONOR Y JUSTICIA
17006,1,2006,UNIDAD DE ASUNTOS INTERNOS
17007,1,2022,CONSEJO DE HONOR Y JUSTICIA
17008,1,2009,CONSEJO DE HONOR Y JUSTICIA DE LA COMISION ESTATAL DE SEGURIDAD PUBLICA
17009,2,NA,NO APLICA
17010,1,2022,COMISION DE HONOR Y JUSTICIA
17011,1,2019,CONSEJO DE HONOR Y JUSTICIA DE LA SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD DEL MUNICIPIO DE JIUTEPEC MORELOS
17012,1,2008,CONSEJO DE HONOR Y DE JUSTICIA
17013,1,2022,CONSEJO DE HONOR JUSTICIA
17014,1,2020,CONSEJO DE HONOR Y JUSTICIA MUNICIPAL
17015,2,NA,NO APLICA
17016,2,NA,NO APLICA
17017,1,2009,CONSEJO DE HONOR Y JUSTICIA DE LA COMISION ESTATAL DE SEGURIDAD PUBLICA
17018,1,2014,CONSEJO DE HONOR Y JUSTICIA
17019,1,2022,CONSEJO DE HONOR Y JUSTICIA DEL MUNICIPIO DE TEPALCINGO
17020,1,2022,CONSEJO DE HONOR Y JUSTICIA
17021,1,2022,CONSEJO DE HONOR Y JUSTICIA
17022,1,2022,CONSEJO DE HONOR Y JUSTICIA
17023,2,NA,NO APLICA
17024,1,2009,CONSEJO DE HONOR Y JUSTICIA DE LA COMISION ESTATAL DE SEGURIDAD PUBLICA
17025,1,2022,NO APLICA
17026,3,NA,NO APLICA
17027,1,2015,CONSEJO DE HONOR Y JUSTICIA
17028,1,2010,COMISION DE HONOR Y JUSTICIA
17029,1,2003,CONSEJO DE HONOR Y JUSTICIA
17030,1,2006,CONSEJO DE HONOR Y JUSTICIA
17031,0,NA,NO APLICA
17032,2,NA,NO APLICA
17033,2,NA,NO APLICA
17034,1,2022,CONSEJO DE HONOR Y JUSTICIA
17035,0,NA,NO APLICA
17036,3,NA,NO APLICA
18001,2,NA,NO APLICA
18002,2,NA,NO APLICA
18003,1,2021,CONSEJO DE HONOR Y JUSTICIA
18004,1,2019,COMISION DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA DEL MUNICIPIO DE COMPOSTELA NAYARIT
18005,3,NA,NO APLICA
18006,3,NA,NO APLICA
18007,1,2021,CONSEJO DE HONOR Y JUSTICIA
18008,1,2014,CONSEJO TECNICO DE CARRERA POLICIAL Y DE HONOR Y JUSTICIA DE XALISCO NAYARIT
18009,3,NA,NO APLICA
18010,3,NA,NO APLICA
18011,3,NA,NO APLICA
18012,1,2021,CONSEJO TECNICO DE CARRERA POLICIAL
18013,1,2022,COMISION DE HONOR Y JUSTICIA DE LA DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD DEL MUNICIPIO DE SAN PEDRO LAGUNILLAS NAYARIT
18014,1,2022,COMISION DEL SERVICIO PROFESIONAL DE CARRERA HONOR Y JUSTICIA
18015,1,2021,COMISION DE HONOR Y JUSTICIA DE SANTIAGO IXCUINTLA
18016,3,NA,NO APLICA
18017,1,2002,CONSEJO DE HONOR Y JUSTICIA
18018,2,NA,NO APLICA
18019,3,NA,NO APLICA
18020,1,2021,CONSEJO TECNICO Y CARRERA POLICIAL DE LA DIRECCION DE SEGURIDAD PUBLICA DE BAHIA DE BANDERAS NAYARIT
19001,3,NA,NO APLICA
19002,0,NA,NO APLICA
19003,3,NA,NO APLICA
19004,2,NA,NO APLICA
19005,2,NA,NO APLICA
19006,1,2019,COMISION DE HONOR Y JUSTICIA
19007,3,NA,NO APLICA
19008,2,NA,NO APLICA
19009,1,2022,COMISION DE HONOR Y JUSTICIA DE LOS CUERPOS DE SEGURIDAD PUBLICA Y VIALIDAD DE CADEREYTA JIMENEZ NUEVO LEON
19010,2,NA,NO APLICA
19011,3,NA,NO APLICA
19012,3,NA,NO APLICA
19013,2,NA,NO APLICA
19014,2,NA,NO APLICA
19015,0,NA,NO APLICA
19016,2,NA,NO APLICA
19017,2,NA,NO APLICA
19018,2,NA,NO APLICA
19019,1,2020,COMISION DE HONOR Y JUSTICIA
19020,2,NA,NO APLICA
19021,1,2020,COMISION DE HONOR Y JUSTICIA DE LA SECRETARIA DE SEGURIDAD CIUDADANA Y JUSTICIA CIVICA
19022,3,NA,NO APLICA
19023,0,NA,NO APLICA
19024,3,NA,NO APLICA
19025,3,NA,NO APLICA
19026,1,2021,COMISION DE SERVICIO PROFESIONAL DE CARRERA POLICIAL HONOR Y JUSTICIA DE GUADALUPE NUEVO LEON
19027,2,NA,NO APLICA
19028,3,NA,NO APLICA
19029,2,NA,NO APLICA
19030,3,NA,NO APLICA
19031,1,2021,COMISION DEL SERVICIO PROFESIONAL DE CARRERA POLICIAL HONOR Y JUSTICIA
19032,2,NA,NO APLICA
19033,1,2016,COMISION DE HONOR Y JUSTICIA
19034,3,NA,NO APLICA
19035,3,NA,NO APLICA
19036,1,2021,CONTRALORIA MUNICIPIO MIER Y NORIEGA
19037,2,NA,NO APLICA
19038,3,NA,NO APLICA
19039,1,2002,COMISION DE HONOR Y JUSTICIA DE LOS CUERPOS DE SEGURIDAD Y PROTECCION A LA CIUDADANIA
19040,0,NA,NO APLICA
19041,1,2020,COMISION DE HONOR Y JUSTICIA
19042,3,NA,NO APLICA
19043,1,2022,COMISION DE HONOR Y JUSTICIA
19044,3,NA,NO APLICA
19045,9,NSS,NO IDENTIFICADO
19046,1,2010,COMISION CIUDADANA DE HONOR Y JUSTICIA
19047,2,NA,NO APLICA
19048,1,2020,COMISION DE HONOR Y JUSTICIA DE LOS CUERPOS ADSCRITOS A LA SECRETARIA DE SEGURIDAD PUBLICA Y VIALIDAD
19049,2,NA,NO APLICA
19050,0,NA,NO APLICA
19051,3,NA,NO APLICA
20001,3,NA,NO APLICA
20002,3,NA,NO APLICA
20003,3,NA,NO APLICA
20004,3,NA,NO APLICA
20005,2,NA,NO APLICA
20006,3,NA,NO APLICA
20007,3,NA,NO APLICA
20008,3,NA,NO APLICA
20009,3,NA,NO APLICA
20010,3,NA,NO APLICA
20011,3,NA,NO APLICA
20012,3,NA,NO APLICA
20013,2,NA,NO APLICA
20014,2,NA,NO APLICA
20015,3,NA,NO APLICA
20016,3,NA,NO APLICA
20017,3,NA,NO APLICA
20018,3,NA,NO APLICA
20019,3,NA,NO APLICA
20020,3,NA,NO APLICA
20021,3,NA,NO APLICA
20022,3,NA,NO APLICA
20023,3,NA,NO APLICA
20024,3,NA,NO APLICA
20025,2,NA,NO APLICA
20026,3,NA,NO APLICA
20027,3,NA,NO APLICA
20028,3,NA,NO APLICA
20029,3,NA,NO APLICA
20030,3,NA,NO APLICA
20031,3,NA,NO APLICA
20032,3,NA,NO APLICA
20033,3,NA,NO APLICA
20034,3,NA,NO APLICA
20035,3,NA,NO APLICA
20036,3,NA,NO APLICA
20037,3,NA,NO APLICA
20038,3,NA,NO APLICA
20039,1,NSS,NO SE SABE
20040,3,NA,NO APLICA
20041,3,NA,NO APLICA
20042,3,NA,NO APLICA
20043,2,NA,NO APLICA
20044,3,NA,NO APLICA
20045,3,NA,NO APLICA
20046,3,NA,NO APLICA
20047,2,NA,NO APLICA
20048,3,NA,NO APLICA
20049,3,NA,NO APLICA
20050,3,NA,NO APLICA
20051,3,NA,NO APLICA
20052,2,NA,NO APLICA
20053,3,NA,NO APLICA
20054,3,NA,NO APLICA
20055,3,NA,NO APLICA
20056,3,NA,NO APLICA
20057,2,NA,NO APLICA
20058,2,NA,NO APLICA
20059,3,NA,NO APLICA
20060,3,NA,NO APLICA
20061,2,NA,NO APLICA
20062,3,NA,NO APLICA
20063,3,NA,NO APLICA
20064,3,NA,NO APLICA
20065,3,NA,NO APLICA
