ubicageo_f,rnspni1,dirurl1
15071,0,NO APLICA
15072,0,NO APLICA
15073,3,NO APLICA
15074,0,NO APLICA
15075,1,NO APLICA
15076,1,NO APLICA
15077,0,NO APLICA
15078,0,NO APLICA
15079,3,NO APLICA
15080,2,NO APLICA
15081,1,NO APLICA
15082,0,NO APLICA
15083,0,NO APLICA
15084,2,NO APLICA
15085,2,NO APLICA
15086,0,NO APLICA
15087,1,NO APLICA
15088,3,NO APLICA
15089,1,NO APLICA
15090,2,NO APLICA
15091,3,NO APLICA
15092,2,NO APLICA
15093,1,NO APLICA
15094,2,NO APLICA
15095,1,NO APLICA
15096,2,NO APLICA
15097,0,NO APLICA
15098,1,NO APLICA
15099,1,NO APLICA
15100,0,NO APLICA
15101,1,NO APLICA
15102,3,NO APLICA
15103,3,NO APLICA
15104,1,NO APLICA
15105,0,NO APLICA
15106,3,NO APLICA
15107,0,NO APLICA
15108,1,NO APLICA
15109,1,NO APLICA
15110,1,NO APLICA
15111,3,NO APLICA
15112,1,NO APLICA
15113,9,NO IDENTIFICADO
15114,2,NO APLICA
15115,2,NO APLICA
15116,0,NO APLICA
15117,0,NO APLICA
15118,1,NO APLICA
15119,2,NO APLICA
15120,3,NO APLICA
15121,1,NO APLICA
15122,2,NO APLICA
15123,2,NO APLICA
15124,1,NO APLICA
15125,2,NO APLICA
16001,0,NO APLICA
16002,0,NO APLICA
16003,0,NO APLICA
16004,0,NO APLICA
16005,0,NO APLICA
16006,0,NO APLICA
16007,0,NO APLICA
16008,0,NO APLICA
16009,0,NO APLICA
16010,0,NO APLICA
16011,0,NO APLICA
16012,0,NO APLICA
16013,0,NO APLICA
16014,0,NO APLICA
16015,0,NO APLICA
16016,0,NO APLICA
16017,0,NO APLICA
16018,0,NO APLICA
16019,1,http://congresomich.gob.mx/file/Reglamento-de-la-Comisi%C3%B3n-de-Honor-y-Justicia.pdf
16020,0,NO APLICA
16021,0,NO APLICA
16022,0,NO APLICA
16023,1,http://congresomich.gob.mx/file/Reglamento-de-la-Comisi%C3%B3n-de-Honor-y-Justicia_REFORMA-21.pdf
16024,1,NO APLICA
16025,9,NO IDENTIFICADO
16026,0,NO APLICA
16027,0,NO APLICA
16028,0,NO APLICA
16029,0,NO APLICA
16030,0,NO APLICA
16031,0,NO APLICA
16032,0,NO APLICA
16033,0,NO APLICA
16034,9,NO IDENTIFICADO
16035,0,NO APLICA
16036,0,NO APLICA
16037,0,NO APLICA
16038,0,NO APLICA
16039,0,NO APLICA
16040,0,NO APLICA
16041,0,NO APLICA
16042,0,NO APLICA
16043,0,NO APLICA
16044,0,NO APLICA
16045,0,NO APLICA
16046,0,NO APLICA
16047,0,NO APLICA
16048,0,NO APLICA
16049,0,NO APLICA
16050,0,NO APLICA
16051,98,NO DISPONIBLE
16052,1,https://celem.michoacan.gob.mx/destino/2013/O8248po.pdf
16053,1,NO APLICA
16054,0,NO APLICA
16055,0,NO APLICA
16056,0,NO APLICA
16057,0,NO APLICA
16058,0,NO APLICA
16059,0,NO APLICA
16060,0,NO APLICA
16061,0,NO APLICA
16062,0,NO APLICA
16063,0,NO APLICA
16064,0,NO APLICA
16065,0,NO APLICA
16066,0,NO APLICA
16067,0,NO APLICA
16068,0,NO APLICA
16069,0,NO APLICA
16070,0,NO APLICA
16071,0,NO APLICA
16072,97,NO IDENTIFICADO
16073,0,NO APLICA
16074,0,NO APLICA
16075,0,NO APLICA
16076,0,NO APLICA
16077,0,NO APLICA
16078,0,NO APLICA
16079,0,NO APLICA
16080,0,NO APLICA
16081,0,NO APLICA
16082,0,NO APLICA
16083,0,NO APLICA
16084,0,NO APLICA
16085,0,NO APLICA
16086,0,NO APLICA
16087,0,NO APLICA
16088,1,NO APLICA
16089,0,NO APLICA
16090,0,NO APLICA
16091,0,NO APLICA
16092,0,NO APLICA
16093,0,NO APLICA
16094,0,NO APLICA
16095,0,NO APLICA
16096,0,NO APLICA
16097,0,NO APLICA
16098,0,NO APLICA
16099,0,NO APLICA
16100,0,NO APLICA
16101,0,NO APLICA
16102,0,NO APLICA
16103,0,NO APLICA
16104,0,NO APLICA
16105,9,NO IDENTIFICADO
16106,0,NO APLICA
16107,0,NO APLICA
16108,0,NO APLICA
16109,0,NO APLICA
16110,0,NO APLICA
16111,0,NO APLICA
16112,1,http://congresomich.gob.mx/file/Reglamento-de-la-Comisi%C3%B3n-de-Honor-y-Justicia_REFORMA-21.pdf
16113,0,NO APLICA
17001,0,NO APLICA
17002,3,NO APLICA
17003,9,NO IDENTIFICADO
17004,1,NO APLICA
17005,1,http://marcojuridico.morelos.gob.mx
17006,3,NO APLICA
17007,3,NO APLICA
17008,1,http://marcojuridico.morelos.gob.mx/archivos/reglamentos_municipales/pdf/Reg-SegPublica-EZapata.pdf
17009,0,NO APLICA
17010,1,NO APLICA
17011,3,NO APLICA
17012,1,NO APLICA
17013,2,NO APLICA
17014,2,NO APLICA
17015,0,NO APLICA
17016,0,NO APLICA
17017,3,NO APLICA
17018,1,NO APLICA
17019,2,NO APLICA
17020,1,http://marcojuridico.morelos.gob.mx/archivos/reglamentos_municipales/pdf/CETICATEPOZMOR.pdf
17021,1,NO APLICA
17022,3,NO APLICA
17023,0,NO APLICA
17024,3,NO APLICA
17025,2,NO APLICA
17026,0,NO APLICA
17027,2,NO APLICA
17028,2,NO APLICA
17029,1,https://www.yautepec.gob.mx/_files/ugd/7fab9b_53b2acc30e62475984c8e30bc8c6689f.pdf
17030,2,NO APLICA
17031,0,NO APLICA
17032,0,NO APLICA
17033,0,NO APLICA
17034,1,NO APLICA
17035,0,NO APLICA
17036,0,NO APLICA
18001,0,NO APLICA
18002,0,NO APLICA
18003,3,NO APLICA
18004,1,http://www.e-compostela.gob.mx/transparencia/art33/f1/2019/pdf/R%20050919%20(10).pdf
18005,0,NO APLICA
18006,0,NO APLICA
18007,1,NO APLICA
18008,1,NO APLICA
18009,0,NO APLICA
18010,0,NO APLICA
18011,0,NO APLICA
18012,3,NO APLICA
18013,1,https://sanpedrolagunillas.gob.mx/wp-content/uploads/2023/04/reglamento-honor-y-justicia-san-pedro-lagunillas.pdf
18014,1,https://www.santamariadeloro.nayarit.gob.mx/images/xliayto/aytoxli/art33/f_i/Regl_Serv_Prof_SPM.pdf
18015,1,http://www.santiago-ixcuintla.gob.mx/ltaip/ayto/fraccion1/municipal/carrera-policial.pdf
18016,0,NO APLICA
18017,1,https://www.gob.mx/cms/uploads/attachment/file/173171/Reglamento_servicio_profesional_carrera.pdf
18018,0,NO APLICA
18019,0,NO APLICA
18020,1,https://www.bahiadebanderas.gob.mx/transparencia20172021/I/NORMATIVIDAD%20MUNICIPAL/MANUAL%20DE%20PROCEDIMIENTOS/dictamen%20de%20carrera%20policial.pdf
19001,0,NO APLICA
19002,0,NO APLICA
19003,0,NO APLICA
19004,0,NO APLICA
19005,0,NO APLICA
19006,1,http://apodaca.gob.mx/dwfiles/_NuevaTransparencia_/Articulo_95/I/4_Reglamentos%20Municipales/REGLAMENTO%20SERVICIO%20PROFESIONAL%20DE%20CARRERA%20POLICIAL%2053%20ORD%2021.pdf
19007,0,NO APLICA
19008,0,NO APLICA
19009,1,https://cadereyta.gob.mx/wp-content/uploads/2023/03/RE51361.pdf
19010,0,NO APLICA
19011,0,NO APLICA
19012,0,NO APLICA
19013,0,NO APLICA
19014,0,NO APLICA
19015,0,NO APLICA
19016,0,NO APLICA
19017,0,NO APLICA
19018,0,NO APLICA
19019,1,https://aplicativos.sanpedro.gob.mx/Intranet/ManualesTrasparencia/Doc/manuales/b727bfae-ba85-4fa0-b43d-8dd033aa828d.pdf
19020,0,NO APLICA
19021,1,https://escobedo.gob.mx/transparencia/doc/Art10-01/20211206041138.pdf
19022,0,NO APLICA
19023,0,NO APLICA
19024,0,NO APLICA
19025,0,NO APLICA
19026,1,http://guadalupe.gob.mx/wp-content/uploads/2023/01/REGLAMENTO-DEL-SERVICIO-PROFESIONAL-DE-CARRERA-POLICIAL-DEL-MUNICIPIO-DE-GUADALUPE-NUEVO-LEON.pdf
19027,0,NO APLICA
19028,0,NO APLICA
19029,0,NO APLICA
19030,0,NO APLICA
19031,1,NO APLICA
19032,0,NO APLICA
19033,3,NO APLICA
19034,0,NO APLICA
19035,0,NO APLICA
19036,1,NO APLICA
19037,0,NO APLICA
19038,0,NO APLICA
19039,1,https://www.monterrey.gob.mx/pdf/reglamentos/1/Reglamento_de_la_Comision_de_Honor_y_Justicia_de_los_Cuerpos_de%20Seguridad.pdf
19040,0,NO APLICA
19041,1,https://pesqueria.gob.mx/reglamentos-municipales/
19042,0,NO APLICA
19043,1,NO APLICA
19044,0,NO APLICA
19045,97,NO IDENTIFICADO
19046,1,http://sistec.nl.gob.mx/Transparencia_2015/Archivos/AC_0001_0008_0145148-0000001.pdf
19047,0,NO APLICA
19048,1,https://www.stacatarina.gob.mx/t/ayt/REGLAMENTOS/Comisi%C3%B3n%20De%20Honor%20Y%20Justicia%20Del%20Municipio%20De%20Santa%20Catarina%20N.L.pdf
19049,0,NO APLICA
19050,0,NO APLICA
19051,0,NO APLICA
20001,0,NO APLICA
20002,0,NO APLICA
20003,0,NO APLICA
20004,0,NO APLICA
20005,0,NO APLICA
20006,0,NO APLICA
20007,0,NO APLICA
20008,0,NO APLICA
20009,0,NO APLICA
20010,0,NO APLICA
20011,0,NO APLICA
20012,0,NO APLICA
20013,0,NO APLICA
20014,0,NO APLICA
20015,0,NO APLICA
20016,0,NO APLICA
20017,0,NO APLICA
20018,0,NO APLICA
20019,0,NO APLICA
20020,0,NO APLICA
20021,0,NO APLICA
20022,0,NO APLICA
20023,0,NO APLICA
20024,0,NO APLICA
20025,0,NO APLICA
20026,0,NO APLICA
20027,0,NO APLICA
20028,0,NO APLICA
20029,0,NO APLICA
20030,0,NO APLICA
20031,0,NO APLICA
20032,0,NO APLICA
20033,0,NO APLICA
20034,0,NO APLICA
20035,0,NO APLICA
20036,0,NO APLICA
20037,0,NO APLICA
20038,0,NO APLICA
20039,9,NO IDENTIFICADO
20040,0,NO APLICA
20041,0,NO APLICA
20042,0,NO APLICA
20043,0,NO APLICA
20044,0,NO APLICA
20045,0,NO APLICA
20046,0,NO APLICA
20047,0,NO APLICA
20048,0,NO APLICA
20049,0,NO APLICA
20050,0,NO APLICA
20051,0,NO APLICA
20052,0,NO APLICA
20053,0,NO APLICA
20054,0,NO APLICA
20055,0,NO APLICA
20056,0,NO APLICA
20057,0,NO APLICA
20058,0,NO APLICA
20059,0,NO APLICA
20060,0,NO APLICA
20061,0,NO APLICA
20062,0,NO APLICA
20063,0,NO APLICA
20064,0,NO APLICA
20065,0,NO APLICA
20066,0,NO APLICA
20067,1,NO APLICA
20068,0,NO APLICA
20069,0,NO APLICA
20070,0,NO APLICA
20071,0,NO APLICA
20072,0,NO APLICA
20073,0,NO APLICA
20074,0,NO APLICA
20075,0,NO APLICA
20076,0,NO APLICA
20077,0,NO APLICA
20078,0,NO APLICA
20079,3,NO APLICA
20080,0,NO APLICA
20081,0,NO APLICA
20082,0,NO APLICA
20083,0,NO APLICA
20084,0,NO APLICA
20085,0,NO APLICA
20086,0,NO APLICA
20087,0,NO APLICA
20088,0,NO APLICA
20089,0,NO APLICA
20090,0,NO APLICA
20091,0,NO APLICA
20092,0,NO APLICA
20093,0,NO APLICA
20094,0,NO APLICA
20095,0,NO APLICA
20096,0,NO APLICA
20097,0,NO APLICA
20098,0,NO APLICA
20099,0,NO APLICA
20100,0,NO APLICA
20101,0,NO APLICA
20102,0,NO APLICA
20103,0,NO APLICA
20104,0,NO APLICA
20105,0,NO APLICA
20106,0,NO APLICA
20107,0,NO APLICA
20108,0,NO APLICA
20109,0,NO APLICA
20110,0,NO APLICA
20111,0,NO APLICA
20112,0,NO APLICA
20113,0,NO APLICA
20114,0,NO APLICA
20115,0,NO APLICA
20116,0,NO APLICA
20117,0,NO APLICA
20118,0,NO APLICA
20119,0,NO APLICA
20120,0,NO APLICA
20121,0,NO APLICA
20122,0,NO APLICA
20123,0,NO APLICA
20124,0,NO APLICA
20125,0,NO APLICA
20126,0,NO APLICA
20127,0,NO APLICA
20128,0,NO APLICA
20129,0,NO APLICA
20130,0,NO APLICA
20131,0,NO APLICA
20132,0,NO APLICA
20133,0,NO APLICA
20134,0,NO APLICA
20135,0,NO APLICA
20136,0,NO APLICA
20137,0,NO APLICA
20138,0,NO APLICA
20139,0,NO APLICA
20140,0,NO APLICA
20141,0,NO APLICA
20142,0,NO APLICA
20143,0,NO APLICA
20144,0,NO APLICA
20145,0,NO APLICA
20146,0,NO APLICA
20147,0,NO APLICA
20148,0,NO APLICA
20149,0,NO APLICA
20150,0,NO APLICA
20151,0,NO APLICA
20152,0,NO APLICA
20153,0,NO APLICA
20154,0,NO APLICA
20155,0,NO APLICA
20156,0,NO APLICA
20157,0,NO APLICA
20158,0,NO APLICA
20159,0,NO APLICA
20160,0,NO APLICA
20161,0,NO APLICA
20162,0,NO APLICA
20163,0,NO APLICA
20164,0,NO APLICA
20165,0,NO APLICA
20166,0,NO APLICA
20167,0,NO APLICA
20168,0,NO APLICA
20169,0,NO APLICA
20170,0,NO APLICA
20171,0,NO APLICA
20172,0,NO APLICA
20173,0,NO APLICA
20174,0,NO APLICA
20175,0,NO APLICA
20176,0,NO APLICA
20177,0,NO APLICA
20178,0,NO APLICA
20179,0,NO APLICA
20180,0,NO APLICA
20181,0,NO APLICA
20182,0,NO APLICA
20183,0,NO APLICA
20184,1,https://tuxtepec.gob.mx/gacetas-municipales/
20185,0,NO APLICA
20186,0,NO APLICA
20187,0,NO APLICA
20188,0,NO APLICA
20189,0,NO APLICA
20190,0,NO APLICA
20191,0,NO APLICA
20192,0,NO APLICA
20193,0,NO APLICA
20194,0,NO APLICA
20195,0,NO APLICA
20196,0,NO APLICA
20197,0,NO APLICA
20198,0,NO APLICA
20199,0,NO APLICA
20200,0,NO APLICA
20201,0,NO APLICA
20202,0,NO APLICA
20203,0,NO APLICA
20204,0,NO APLICA
20205,0,NO APLICA
20206,0,NO APLICA
20207,0,NO APLICA
20208,0,NO APLICA
20209,0,NO APLICA
20210,0,NO APLICA
20211,0,NO APLICA
20212,0,NO APLICA
20213,0,NO APLICA
20214,0,NO APLICA
20215,0,NO APLICA
20216,0,NO APLICA
20217,0,NO APLICA
20218,0,NO APLICA
20219,0,NO APLICA
20220,0,NO APLICA
20221,0,NO APLICA
20222,0,NO APLICA
20223,0,NO APLICA
20224,0,NO APLICA
20225,0,NO APLICA
20226,0,NO APLICA
20227,0,NO APLICA
20228,0,NO APLICA
20229,0,NO APLICA
20230,0,NO APLICA
20231,0,NO APLICA
20232,0,NO APLICA
20233,0,NO APLICA
20234,0,NO APLICA
20235,0,NO APLICA
20236,0,NO APLICA
20237,0,NO APLICA
20238,0,NO APLICA
20239,0,NO APLICA
20240,0,NO APLICA
20241,0,NO APLICA
20242,0,NO APLICA
20243,0,NO APLICA
20244,0,NO APLICA
20245,0,NO APLICA
20246,0,NO APLICA
20247,0,NO APLICA
20248,0,NO APLICA
20249,0,NO APLICA
20250,0,NO APLICA
20251,0,NO APLICA
20252,0,NO APLICA
20253,0,NO APLICA
20254,0,NO APLICA
20255,0,NO APLICA
20256,0,NO APLICA
20257,0,NO APLICA
20258,0,NO APLICA
20259,0,NO APLICA
20260,0,NO APLICA
20261,0,NO APLICA
20262,0,NO APLICA
20263,0,NO APLICA
20264,0,NO APLICA
20265,0,NO APLICA
20266,0,NO APLICA
20267,0,NO APLICA
20268,0,NO APLICA
20269,0,NO APLICA
20270,0,NO APLICA
20271,0,NO APLICA
20272,0,NO APLICA
20273,0,NO APLICA
20274,0,NO APLICA
20275,0,NO APLICA
20276,0,NO APLICA
20277,0,NO APLICA
20278,0,NO APLICA
20279,0,NO APLICA
20280,0,NO APLICA
20281,0,NO APLICA
20282,0,NO APLICA
20283,0,NO APLICA
20284,0,NO APLICA
20285,0,NO APLICA
20286,0,NO APLICA
20287,0,NO APLICA
20288,0,NO APLICA
20289,0,NO APLICA
20290,0,NO APLICA
20291,0,NO APLICA
20292,0,NO APLICA
20293,0,NO APLICA
20294,0,NO APLICA
20295,0,NO APLICA
20296,0,NO APLICA
20297,0,NO APLICA
20298,0,NO APLICA
20299,0,NO APLICA
20300,0,NO APLICA
20301,0,NO APLICA
20302,0,NO APLICA
20303,0,NO APLICA
20304,0,NO APLICA
20305,0,NO APLICA
20306,0,NO APLICA
20307,0,NO APLICA
20308,0,NO APLICA
20309,0,NO APLICA
20310,0,NO APLICA
20311,0,NO APLICA
20312,0,NO APLICA
20313,0,NO APLICA
20314,0,NO APLICA
20315,0,NO APLICA
20316,0,NO APLICA
20317,0,NO APLICA
20318,1,NO APLICA
20319,0,NO APLICA
20320,0,NO APLICA
20321,0,NO APLICA
20322,0,NO APLICA
20323,0,NO APLICA
20324,3,NO APLICA
20325,0,NO APLICA
20326,0,NO APLICA
20327,0,NO APLICA
20328,0,NO APLICA
20329,0,NO APLICA
20330,0,NO APLICA
20331,0,NO APLICA
20332,0,NO APLICA
20333,0,NO APLICA
20334,0,NO APLICA
20335,0,NO APLICA
20336,0,NO APLICA
20337,0,NO APLICA
20338,0,NO APLICA
20339,0,NO APLICA
20340,0,NO APLICA
20341,0,NO APLICA
20342,0,NO APLICA
20343,0,NO APLICA
20344,0,NO APLICA
20345,0,NO APLICA
20346,0,NO APLICA
20347,0,NO APLICA
20348,0,NO APLICA
20349,0,NO APLICA
20350,0,NO APLICA
20351,0,NO APLICA
20352,0,NO APLICA
20353,0,NO APLICA
20354,0,NO APLICA
20355,0,NO APLICA
20356,0,NO APLICA
20357,0,NO APLICA
20358,0,NO APLICA
20359,0,NO APLICA
20360,0,NO APLICA
20361,0,NO APLICA
20362,0,NO APLICA
20363,0,NO APLICA
20364,0,NO APLICA
20365,0,NO APLICA
20366,0,NO APLICA
20367,0,NO APLICA
20368,0,NO APLICA
20369,0,NO APLICA
20370,0,NO APLICA
20371,0,NO APLICA
20372,0,NO APLICA
20373,0,NO APLICA
20374,0,NO APLICA
20375,0,NO APLICA
20376,0,NO APLICA
20377,0,NO APLICA
20378,0,NO APLICA
20379,0,NO APLICA
20380,0,NO APLICA
20381,0,NO APLICA
20382,0,NO APLICA
20383,0,NO APLICA
20384,0,NO APLICA
20385,0,NO APLICA
20386,0,NO APLICA
20387,0,NO APLICA
20388,0,NO APLICA
20389,0,NO APLICA
20390,0,NO APLICA
20391,0,NO APLICA
20392,0,NO APLICA
20393,0,NO APLICA
20394,0,NO APLICA
20395,0,NO APLICA
20396,0,NO APLICA
20397,0,NO APLICA
20398,0,NO APLICA
20399,0,NO APLICA
20400,0,NO APLICA
20401,97,NO IDENTIFICADO
20402,0,NO APLICA
20403,0,NO APLICA
20404,0,NO APLICA
20405,0,NO APLICA
20406,0,NO APLICA
20407,0,NO APLICA
20408,0,NO APLICA
20409,0,NO APLICA
20410,0,NO APLICA
20411,0,NO APLICA
20412,0,NO APLICA
20413,0,NO APLICA
20414,0,NO APLICA
20415,0,NO APLICA
20416,0,NO APLICA
20417,0,NO APLICA
20418,0,NO APLICA
20419,0,NO APLICA
20420,0,NO APLICA
20421,0,NO APLICA
20422,0,NO APLICA
20423,0,NO APLICA
20424,0,NO APLICA
20425,0,NO APLICA
20426,0,NO APLICA
20427,0,NO APLICA
20428,0,NO APLICA
20429,0,NO APLICA
20430,0,NO APLICA
20431,0,NO APLICA
20432,0,NO APLICA
20433,0,NO APLICA
20434,0,NO APLICA
20435,0,NO APLICA
20436,0,NO APLICA
20437,0,NO APLICA
20438,0,NO APLICA
20439,0,NO APLICA
20440,0,NO APLICA
20441,0,NO APLICA
20442,0,NO APLICA
20443,0,NO APLICA
20444,0,NO APLICA
20445,0,NO APLICA
20446,0,NO APLICA
20447,0,NO APLICA
20448,0,NO APLICA
20449,0,NO APLICA
20450,0,NO APLICA
20451,0,NO APLICA
20452,0,NO APLICA
20453,0,NO APLICA
20454,0,NO APLICA
20455,0,NO APLICA
20456,0,NO APLICA
20457,0,NO APLICA
20458,0,NO APLICA
20459,0,NO APLICA
20460,0,NO APLICA
20461,0,NO APLICA
20462,0,NO APLICA
20463,0,NO APLICA
20464,0,NO APLICA
20465,0,NO APLICA
20466,0,NO APLICA
20467,0,NO APLICA
20468,0,NO APLICA
20469,0,NO APLICA
20470,0,NO APLICA
20471,0,NO APLICA
20472,0,NO APLICA
20473,0,NO APLICA
20474,0,NO APLICA
20475,0,NO APLICA
20476,0,NO APLICA
20477,0,NO APLICA
20478,0,NO APLICA
20479,0,NO APLICA
20480,0,NO APLICA
20481,0,NO APLICA
20482,0,NO APLICA
20483,0,NO APLICA
20484,0,NO APLICA
20485,0,NO APLICA
20486,0,NO APLICA
20487,0,NO APLICA
20488,0,NO APLICA
20489,0,NO APLICA
20490,0,NO APLICA
20491,0,NO APLICA
20492,0,NO APLICA
20493,0,NO APLICA
20494,0,NO APLICA
20495,97,NO IDENTIFICADO
20496,0,NO APLICA
20497,0,NO APLICA
20498,0,NO APLICA
20499,0,NO APLICA
20500,0,NO APLICA
20501,0,NO APLICA
20502,0,NO APLICA
20503,0,NO APLICA
20504,0,NO APLICA
20505,1,NO APLICA
20506,0,NO APLICA
20507,0,NO APLICA
20508,0,NO APLICA
20509,0,NO APLICA
20510,0,NO APLICA
20511,0,NO APLICA
20512,0,NO APLICA
20513,0,NO APLICA
20514,0,NO APLICA
20515,0,NO APLICA
20516,0,NO APLICA
20517,0,NO APLICA
20518,0,NO APLICA
20519,0,NO APLICA
20520,0,NO APLICA
20521,0,NO APLICA
20522,0,NO APLICA
20523,0,NO APLICA
20524,0,NO APLICA
20525,0,NO APLICA
20526,0,NO APLICA
20527,0,NO APLICA
20528,0,NO APLICA
20529,0,NO APLICA
20530,0,NO APLICA
20531,0,NO APLICA
20532,0,NO APLICA
20533,0,NO APLICA
20534,0,NO APLICA
20535,0,NO APLICA
20536,0,NO APLICA
20537,0,NO APLICA
20538,0,NO APLICA
20539,0,NO APLICA
20540,0,NO APLICA
20541,0,NO APLICA
20542,0,NO APLICA
20543,0,NO APLICA
20544,0,NO APLICA
20545,0,NO APLICA
20546,0,NO APLICA
20547,0,NO APLICA
20548,0,NO APLICA
20549,0,NO APLICA
20550,0,NO APLICA
20551,2,NO APLICA
20552,0,NO APLICA
20553,0,NO APLICA
20554,0,NO APLICA
20555,0,NO APLICA
20556,0,NO APLICA
20557,0,NO APLICA
20558,0,NO APLICA
20559,0,NO APLICA
20560,0,NO APLICA
20561,0,NO APLICA
20562,0,NO APLICA
20563,0,NO APLICA
20564,0,NO APLICA
20565,0,NO APLICA
20566,0,NO APLICA
20567,0,NO APLICA
20568,97,NO IDENTIFICADO
20569,0,NO APLICA
20570,0,NO APLICA
21001,9,NO IDENTIFICADO
21002,0,NO APLICA
21003,0,NO APLICA
21004,0,NO APLICA
21005,0,NO APLICA
21006,0,NO APLICA
21007,0,NO APLICA
21008,0,NO APLICA
21009,0,NO APLICA
21010,0,NO APLICA
21011,0,NO APLICA
21012,0,NO APLICA
21013,1,NO APLICA
21014,0,NO APLICA
21015,1,https://ojp.puebla.gob.mx/media/k2/attachments/reglamento_del_servicio_profesional_de_carrera_policial_del_mpio_de_amozoc.pdf
21016,0,NO APLICA
21017,0,NO APLICA
21018,0,NO APLICA
21019,9,NO IDENTIFICADO
21020,0,NO APLICA
21021,0,NO APLICA
21022,0,NO APLICA
21023,0,NO APLICA
21024,0,NO APLICA
21025,0,NO APLICA
21026,0,NO APLICA
21027,2,NO APLICA
21028,0,NO APLICA
21029,0,NO APLICA
21030,0,NO APLICA
21031,0,NO APLICA
21032,0,NO APLICA
21033,0,NO APLICA
21034,1,https://ojp.puebla.gob.mx/normatividad-municipal/item/download/1431_aed4cf123b63b318abe08b92ac067b69
21035,0,NO APLICA
21036,0,NO APLICA
21037,0,NO APLICA
21038,3,NO APLICA
21039,0,NO APLICA
21040,0,NO APLICA
21041,1,NO APLICA
21042,0,NO APLICA
21043,0,NO APLICA
21044,0,NO APLICA
21045,0,NO APLICA
21046,0,NO APLICA
21047,0,NO APLICA
21048,0,NO APLICA
21049,0,NO APLICA
21050,0,NO APLICA
21051,0,NO APLICA
21052,0,NO APLICA
21053,0,NO APLICA
21054,0,NO APLICA
21055,0,NO APLICA
21056,0,NO APLICA
21057,0,NO APLICA
21058,0,NO APLICA
21059,0,NO APLICA
21060,0,NO APLICA
21061,0,NO APLICA
21062,0,NO APLICA
21063,0,NO APLICA
21064,0,NO APLICA
21065,0,NO APLICA
21066,0,NO APLICA
21067,2,NO APLICA
21068,0,NO APLICA
21069,0,NO APLICA
21070,0,NO APLICA
21071,1,NO APLICA
21072,0,NO APLICA
21073,0,NO APLICA
21074,0,NO APLICA
21075,0,NO APLICA
21076,0,NO APLICA
21077,0,NO APLICA
21078,0,NO APLICA
21079,0,NO APLICA
21080,0,NO APLICA
21081,0,NO APLICA
21082,0,NO APLICA
21083,0,NO APLICA
21084,0,NO APLICA
21085,0,NO APLICA
21086,0,NO APLICA
21087,0,NO APLICA
21088,0,NO APLICA
21089,0,NO APLICA
21090,0,NO APLICA
21091,0,NO APLICA
21092,0,NO APLICA
21093,0,NO APLICA
21094,9,NO IDENTIFICADO
21095,0,NO APLICA
21096,0,NO APLICA
21097,0,NO APLICA
21098,2,NO APLICA
21099,0,NO APLICA
21100,0,NO APLICA
21101,1,NO APLICA
21102,0,NO APLICA
21103,0,NO APLICA
21104,0,NO APLICA
21105,0,NO APLICA
21106,2,NO APLICA
21107,0,NO APLICA
21108,0,NO APLICA
21109,0,NO APLICA
21110,0,NO APLICA
21111,0,NO APLICA
21112,0,NO APLICA
21113,0,NO APLICA
21114,1,https://ojp.puebla.gob.mx/normatividad-municipal/item/2639-reglamento-del-servicio-de-carrera-policial-de-la-secretaria-de-seguridad-ciudadana-del-honorable-ayuntamiento-del-municipio-de-puebla
21115,0,NO APLICA
21116,0,NO APLICA
21117,0,NO APLICA
21118,0,NO APLICA
21119,1,https://ojp.puebla.gob.mx/media/k2/attachments/reglamento_del_servicio_profesional_de_carrera_policial_para_la_sspytm_de_san_andres_cholula.pdf
21120,0,NO APLICA
21121,0,NO APLICA
21122,1,NO APLICA
21123,0,NO APLICA
21124,0,NO APLICA
21125,2,NO APLICA
21126,0,NO APLICA
21127,0,NO APLICA
21128,0,NO APLICA
21129,0,NO APLICA
21130,0,NO APLICA
21131,0,NO APLICA
21132,9,NO IDENTIFICADO
21133,0,NO APLICA
21134,1,NO APLICA
21135,0,NO APLICA
21136,0,NO APLICA
21137,0,NO APLICA
21138,97,NO IDENTIFICADO
21139,0,NO APLICA
21140,3,NO APLICA
21141,0,NO APLICA
21142,0,NO APLICA
21143,0,NO APLICA
21144,0,NO APLICA
21145,0,NO APLICA
21146,0,NO APLICA
21147,0,NO APLICA
21148,0,NO APLICA
21149,0,NO APLICA
21150,0,NO APLICA
21151,0,NO APLICA
21152,0,NO APLICA
21153,0,NO APLICA
21154,0,NO APLICA
21155,2,NO APLICA
21156,2,NO APLICA
21157,0,NO APLICA
21158,0,NO APLICA
21159,0,NO APLICA
21160,0,NO APLICA
21161,0,NO APLICA
21162,0,NO APLICA
21163,0,NO APLICA
21164,1,https://ojp.puebla.gob.mx/normatividad-municipal/item/2549-reglamento-del-servicio-profesional-de-carrera-policial-de-tepeaca-puebla
21165,0,NO APLICA
21166,0,NO APLICA
21167,0,NO APLICA
21168,0,NO APLICA
21169,0,NO APLICA
21170,0,NO APLICA
21171,0,NO APLICA
21172,1,NO APLICA
21173,0,NO APLICA
21174,1,NO APLICA
21175,9,NO IDENTIFICADO
21176,0,NO APLICA
21177,0,NO APLICA
21178,0,NO APLICA
21179,0,NO APLICA
21180,0,NO APLICA
21181,0,NO APLICA
21182,0,NO APLICA
