ubicageo_f,numeral,nombre1,rnsnni1,equtec1,equtec2,equtec3,equtec4,equtec5,equtec6
7094,1,BASE DE LA POLICIA MUNICIPAL,1,,1,1,,,
7096,1,COMANDANCIA MUNICIPAL LIMAR,1,,1,1,,,
7097,1,COMANDANCIA MUNICIPAL,1,1,1,1,,,
7098,1,COMANDANCIA MUNICIPAL DE TOTOLAPA,2,NA,NA,NA,NA,NA,NA
7099,1,LA TRINITARIA,1,,1,1,,,
7100,1,COMANDANCIA MUNICIPAL DE TUMBALA,1,,1,,,,
7101,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
7102,1,POLICIA MUNICIPAL,1,1,1,1,,1,
7103,1,BASE CONDOR,1,,1,,,,
7104,1,COMANDANCIA MUNICIPAL DE TZIMOL,1,,1,,,,
7105,1,SEGURIDAD PUBLICA MUNICIPAL,1,1,1,,,,
7106,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
7107,1,COMANDANCIA MUNICIPAL,1,,1,1,1,,
7108,1,DIRECCION DE POLICIA MUNICIPAL,1,1,,,,,
7109,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
7110,1,COMANDANCIA MUNICIPAL,1,,1,,,,
7111,1,COMANDANCIA,1,,1,,,,
7112,1,COMANDANCIA DE LA POLICIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
7113,1,COMANDANCIA MUNICIPAL DE ALDAMA,1,,1,,,,
7114,1,COMANDANCIA DE BENEMERITO,2,NA,NA,NA,NA,NA,NA
7115,1,COMANDANCIA DE POLICIA,1,1,1,,,,
7116,1,COMANDANCIA DE POLICIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
7117,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
7118,1,COMANDANCIA DE POLICIA,1,,1,,,,
7119,1,COMANDANCIA DE POLICIA,2,NA,NA,NA,NA,NA,NA
7120,1,SEGURIDAD PUBLICA Y PROTECCION CIVIL MUNICIPAL,2,NA,NA,NA,NA,NA,NA
7121,1,COMANDANCIA,2,NA,NA,NA,NA,NA,NA
7122,1,COMANDANCIA DE POLICIA,2,NA,NA,NA,NA,NA,NA
7123,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
7124,1,COMANDANCIA MALPASO,1,,1,,,,
7124,2,SUBSECTOR ROMULO CALZADA,1,,1,,,,
7125,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
8001,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,,,
8002,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,,1,1,,,
8002,2,SUB-COMANDANCIA ALAMOS,2,NA,NA,NA,NA,NA,NA
8003,1,COMANDANCIA MUNICIPAL ALLENDE,1,,1,,,,
8003,2,COMANDANCIA MUNICIPAL DE BUFALO,1,,1,,,,
8004,1,COMANDANCIA AQUILES SERDAN CHIHUAHUA,1,,1,,,,
8005,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL ASCENSION,1,1,1,,,,
8005,2,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL PUERTO PALOMAS,1,1,1,,,,
8005,3,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL 6 DE ENERO,1,1,1,,,,
8006,1,COMANDANCIA MUNICIPAL,9,NSS,NSS,NSS,NSS,NSS,NSS
8007,1,DIRECCION,2,NA,NA,NA,NA,NA,NA
8007,2,SUBCOMANDANCIA EL VERGEL,2,NA,NA,NA,NA,NA,NA
8007,3,SUBCOMANDANCIA BAQUIRIACHI,2,NA,NA,NA,NA,NA,NA
8008,1,COMANDANCIA MUNICIPAL DE BATOPILAS,2,NA,NA,NA,NA,NA,NA
8009,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
8010,1,BRAVO VICTOR,1,1,1,,,,
8010,2,FOX METRO,1,1,,,,,
8010,3,BRAVO COCA,2,NA,NA,NA,NA,NA,NA
8010,4,BRAVO JULIETA,2,NA,NA,NA,NA,NA,NA
8010,5,BRAVO SIERRA,2,NA,NA,NA,NA,NA,NA
8011,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,1,1,
8012,1,SEGURIDAD PUBLICA,1,1,1,1,1,1,
8013,1,DEPARTAMENTO DE SEGURIDAD PUBLICA,1,,1,,,,
8013,2,DEPARTAMENTO DE TRANSITO Y VIALIDAD,1,,1,,,,
8014,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
8015,1,SEGURIDAD PUBLICA MUNICIPAL DE COYAME,9,NSS,NSS,NSS,NSS,NSS,NSS
8016,1,COMANDANCIA DE LA CRUZ,1,,1,,,,
8016,2,SUBESTACION CORRALEÑO,2,NA,NA,NA,NA,NA,NA
8017,1,DIRECCION DE SEGURIDAD Y VIALIDAD PUBLICA MUNICIPAL,1,1,1,1,1,1,
8017,2,SECCIONAL ALVARO OBREGON,1,,1,,,,
8017,3,SECCIONAL ANAHUAC,1,,1,1,1,,
8018,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
8019,1,COMANDANCIA SUR,1,1,1,1,,,
8019,2,COMANDANCIA NORTE,1,1,1,1,,,
8020,1,CABECERA MUNICIPAL CHINIPAS,1,,1,,,,
8020,2,MILPILLA,1,,1,,,,
8020,3,PALMAREJO,1,,1,,,,
8021,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DELICIAS,1,1,1,1,,,
8022,1,DIRECCION DE SEGURIDAD PUBLICA DE DOCTOR BELISARIO DOMINGUEZ,2,NA,NA,NA,NA,NA,NA
8023,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,,1,,,,
8024,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
8025,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
8026,1,PRESIDENCIA,2,NA,NA,NA,NA,NA,NA
8027,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,,,
8028,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
8029,1,COMANDANCIA MUNICIPAL,1,,1,1,,,
8029,2,COMANDANCIA SAN JULIAN,2,NA,NA,NA,NA,NA,NA
8030,1,TEMORIS,1,,1,1,,,
8030,2,MONTERDE,2,NA,NA,NA,NA,NA,NA
8030,3,TEPOCHIQUE,2,NA,NA,NA,NA,NA,NA
8030,4,GUAZAPARES,1,,1,,,,
8031,1,GUERRERO,1,1,1,1,,,1
8031,2,LA JUNTA,1,1,1,1,,,1
8031,3,TOMOCHI,1,,1,,,,1
8032,1,COMANDANCIA SUR,1,1,1,1,1,1,
8032,2,SUB COMANDANCIA NORTE,1,1,1,1,,1,
8033,1,COMANDANCIA DE SEGURIDAD PUBLICA DE HUEJOTITAN,1,,,1,,,
8034,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
8035,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,,1,,,,1
8036,1,DSPM JIMENEZ,1,1,1,1,,,
8037,1,DISTRITO SUR,1,1,1,1,,,
8037,2,DISTRITO VALLE,1,1,1,1,,,
8037,3,DISTRITO ORIENTE,1,1,1,1,,,
8037,4,DISTRITO PONIENTE,1,1,1,1,,,
8037,5,DISTRITO UNIVERSIDAD,1,1,1,1,,,
8037,6,DISTRITO CENTRO,1,1,1,1,,,
8037,7,DISTRITO RIVERAS,1,1,1,1,,,
8037,8,COORDINACION GENERAL DE SEGURIDAD VIAL,1,1,1,1,,,
8037,9,CENTRO DE RECUPERACION CIVICA TOTAL,1,1,1,1,,,
8037,10,POLICIA ESPECIAL,1,1,1,,1,,
8038,1,COMANDANCIA MUNICIPAL JULIMES,1,1,1,1,,,
8038,2,SUB COMANDANCIA,2,NA,NA,NA,NA,NA,NA
8039,1,COMANDANCIA DE POLICIA,2,NA,NA,NA,NA,NA,NA
8040,1,SEGURIDAD PUBLICA,1,,1,1,,,
8041,1,COMANDANCIA DE POLICIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
8042,1,COMANDANCIA MANUEL BENAVIDES,2,NA,NA,NA,NA,NA,NA
8043,1,DIRECCION DE SEGURIDAD PUBLICA MATACHI,1,,1,1,,,
8044,1,COMANDANCIA MUNICIPAL,1,,1,1,,,
8045,1,MEOQUI,1,1,1,1,1,1,
8045,2,LAZARO CARDENAS,1,,1,1,,,
8046,1,COMANDANCIA DE MORELOS,2,NA,NA,NA,NA,NA,NA
8047,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,,1,
8048,1,COMANDANCIA SECCIONAL SOTO MAYNEZ,1,1,1,1,,,
8048,2,COMANDANCIA MUNICIPAL DE NAMIQUIPA,1,1,1,1,,,
8049,1,DIRECCION DE SEGURIDAD PUBLICA DE NONOAVA,1,,,1,,,
8050,1,DIRECCION DE SEGURIDAD PUBLICA,1,,1,,,,
8050,2,DIRECCION DE TRANSITO,1,1,1,,,,
8050,3,CENTRO DE CONTROL COMANDO Y COMUNICACION C4,1,1,,1,,1,
8051,1,BASASEACHI,2,NA,NA,NA,NA,NA,NA
8051,2,OCAMPO,2,NA,NA,NA,NA,NA,NA
8052,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,,1,1,1,,
8053,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
8054,1,COMANDANCIA,2,NA,NA,NA,NA,NA,NA
8054,2,SAINAPUCHI,2,NA,NA,NA,NA,NA,NA
8054,3,CAMPOS MENONITAS,2,NA,NA,NA,NA,NA,NA
8055,1,COMPLEJO DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
8056,1,COMANDANCIA VALLE DE ROSARIO,2,NA,NA,NA,NA,NA,NA
8056,2,COMANDANCIA SAN JAVIER,2,NA,NA,NA,NA,NA,NA
8056,3,COMANDANCIA JUAN MENDOZA,2,NA,NA,NA,NA,NA,NA
8057,1,DIRECCION DE SEGURIDAD PUBLICA DE SAN FRANCISCO DE BORJA,2,NA,NA,NA,NA,NA,NA
8058,1,COMANDANCIA SAN FRANCISCO DE CONCHO,2,NA,NA,NA,NA,NA,NA
8058,2,COMANDANCIA DE BOQUILLA,2,NA,NA,NA,NA,NA,NA
8059,1,COMANDANCIA DE POLICIA,1,,,1,,,
8060,1,COMANDANCIA MUNICIPAL,1,,1,1,,,
8061,1,DIRECCION DE SEGURIDAD PUBLICA DE SATEVO,2,NA,NA,NA,NA,NA,NA
8062,1,COMANDANCIA SECCIONAL DE ORRANTEÑO,1,,1,,,,
8062,2,COMANDANCIA SECCIONAL DE NAICA,1,1,1,1,,,
8062,3,COMANDANCIA DE SAUCILLO,1,1,1,1,,,
8063,1,DIRECCION DE SEGURIDAD PUBLICA DE TEMOSACHIC,1,,,1,,,
8064,1,COMANDANCIA EL TULE,2,NA,NA,NA,NA,NA,NA
8065,1,COMANDANCIA URIQUE,1,1,,,,,
8065,2,COMANDANCIA DE GUADALUPE,1,1,,,,,
8065,3,COMANDANCIA MESA DE ARTURO,1,1,,,,,
8065,4,COMANDANCIA CIENEGUILLA LLUVIA DE ORO,1,1,,,,,
8065,5,COMANDANCIA PIEDRAS VERDES,1,1,,,,,
8065,6,COMANDANCIA TUBARES,1,1,,,,,
8065,7,COMANDANCIA REFORMA,1,1,,,,,
8065,8,COMANDANCIA BAHUICHIVO,1,1,,,,,
8065,9,COMANDANCIA CUITECO,1,1,,,,,
8065,10,COMANDANCIA SAN RAFAEL,1,1,,,,,
8065,11,COMANDANCIA CHURO,1,1,,,,,
8065,12,COMANDANCIA GUACHARA,1,1,,,,,
8065,13,COMANDANCIA CEROCAHUI,1,1,,,,,
8065,14,COMANDANCIA GUAPALAYNA,1,1,,,,,
8066,1,COMANDANCIA MUNICIPAL,1,,1,,,,
8067,1,DIRECCION DE SEGURIDAD PUBLICA,1,,1,,,,
9002,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9003,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9004,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9005,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9006,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9007,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9008,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9009,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9010,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9011,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9012,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9013,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9014,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9015,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9016,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
9017,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
10001,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,1,1,,,,
10002,1,COMANDANCIA MUNICIPAL,1,,1,,,,
10003,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
10004,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,,1,1,,,
10005,1,ESTACION CENTRAL,1,1,1,1,,,
10005,2,ESTACION NORTE,1,1,1,1,,,
10005,3,ESTACION SUR,1,1,1,,,,
10005,4,ESTACION ORIENTE,1,1,1,,,,
10006,1,COMANDANCIA MUNICIPAL,1,1,,,,,
10006,2,DEMARCACION DEL CAÑON,2,NA,NA,NA,NA,NA,NA
10007,1,DIRECCION DE SEGURIDAD Y PROTECCION CIUDADANA,1,1,1,1,,1,
10008,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
10009,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
10010,1,SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
10011,1,SEGURIDAD PUBLICA,1,,1,,,,
10012,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,,1,
10013,1,ESTACION MAPIMI,1,1,,,,,
10013,2,ESTACION BERMEJILLO,1,1,,,,,
10013,3,ESTACION CEBALLOS,2,NA,NA,NA,NA,NA,NA
10014,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA MEZQUITAL,1,,1,,,,
10015,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
10016,1,COMANDANCIA NOMBRE DE DIOS,2,NA,NA,NA,NA,NA,NA
10017,1,ESTACION DE POLICIA DE OCAMPO,1,,1,,,,
10018,1,SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
10019,1,COMANDANCIA MUNICIPAL OTAEZ,2,NA,NA,NA,NA,NA,NA
10020,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
10021,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
10022,1,DIRECCION MUNICIPAL SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
10023,1,COMANDANCIA CENTRAL,2,NA,NA,NA,NA,NA,NA
10023,2,SUB ESTACION DE SAN FRANCISCO,2,NA,NA,NA,NA,NA,NA
10024,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,1,1,,,,
10025,1,SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
10026,1,ESTACION TAYOLTITA,1,,1,,,,
10026,2,ESTACION VENCEDORES,1,,1,,,,
10026,3,ESTACION SAN LUIS DE VILLA CORONA,1,,1,,,,
10026,4,ESTACION SAN MIGUEL DE CRUCES,1,,1,,,,
10027,1,BASE POLICIAL,2,NA,NA,NA,NA,NA,NA
10028,1,DMSP SAN JUAN DEL RIO,2,NA,NA,NA,NA,NA,NA
10028,2,SUBESTACION SAN LUCAS,2,NA,NA,NA,NA,NA,NA
10029,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA Y TRANSITO,2,NA,NA,NA,NA,NA,NA
10030,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
10031,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
10032,1,CARCEL PUBLICA MUNICIPAL,1,1,1,,,,
10033,1,COMANDANCIA MUNICIPAL DE SUCHIL,2,NA,NA,NA,NA,NA,NA
10034,1,TAMAZULA,2,NA,NA,NA,NA,NA,NA
10034,2,AMACULI,2,NA,NA,NA,NA,NA,NA
10034,3,DURAZNO,2,NA,NA,NA,NA,NA,NA
10034,4,REMEDIOS,2,NA,NA,NA,NA,NA,NA
10035,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,,1,,,,
10036,1,COMANDANCIA DE POLICIA MUNICIPAL,1,1,,,,,
10037,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
10038,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
10039,1,ESTACION NUEVO IDEAL,1,,1,,,,
10039,2,ESTACION GUATIMAPE,1,,1,,,,
11001,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1,1,1,1,
11002,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,1,1,1,1,1,
11003,1,COMISARIA DE SEGURIDAD CIUDADANA,1,1,1,1,1,1,
11004,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO VIAL,1,1,1,,,,
11005,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1,1,1,1,
11006,1,SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
11007,1,COMANDANCIA NORTE,1,1,1,1,,,
11007,2,COMANDANCIA PIPILA,1,1,1,1,,,
11008,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
11009,1,DIRECCION DE SEGURIDAD PUBLICA DE COMONFORT,1,,1,1,,1,
11010,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
11011,1,SISTEMA MUNICIPAL DE SEGURIDAD PUBLICA,1,1,1,1,1,,
11012,1,DIRECCION DE SEGURIDAD PUBLICA MOVILIDAD TRANSPORTE Y PROTECCION CIVIL,1,1,1,1,1,1,
11013,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1,1,1,1,
11014,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,1,1,1,1,,
11015,1,DIRECCION DE LA POLICIA MUNICIPAL PREVENTIVA,1,1,1,1,1,1,
11016,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL,1,,1,1,,1,
11017,1,COMANDANCIA DE CUARTEL,1,1,1,1,,,
11017,2,COMANDANCIA CENTRO,1,,1,1,,,
11017,3,COMANDANCIA NORTE,1,,1,1,,,
11017,4,COMANDANCIA EJERCITO,1,,1,1,,,
11017,5,COMANDANCIA ORIENTE,1,,1,1,,,
11017,6,COMANDANCIA VASCO DE QUIROGA,1,,1,1,,,
11017,7,COMANDANCIA SUR,1,,1,1,,,
11017,8,COMANDANCIA PONIENTE,1,,1,1,,,
11017,9,COMANDANCIA VILLAS DE IRAPUATO,1,,1,1,,,
11018,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,1,1,1,1,,
11019,1,SEGURIDAD CIUDADANA,1,1,1,1,,,
11020,1,ESTACION LOMA DORADA,1,1,1,1,,,
11020,2,ESTACION LA MARQUESA,1,1,1,1,,,
11020,3,ESTACION LAS JOYAS,1,1,1,1,,,
11020,4,ESTACION LEON II,1,1,1,1,,,
11020,5,ESTACION CHAPALITA,1,1,1,1,,,
11020,6,ESTACION SAN JUAN BOSCO,1,1,1,1,,,
11020,7,ESTACION PANORAMA,1,1,1,1,,,
11020,8,ESTACION SANTA CROCCE,1,1,1,1,,,
11020,9,ESTACION ECHEVESTE,1,1,1,1,,,
11020,10,ESTACION AMAZONAS,2,NA,NA,NA,NA,NA,NA
11020,11,ESTACION LA SANDIA,2,NA,NA,NA,NA,NA,NA
11020,12,ESTACION NUEVO VALLE,1,,1,,,,
11020,13,ESTACION DUARTE,2,NA,NA,NA,NA,NA,NA
11020,14,ESTACION SANTA ANA DEL CONDE,2,NA,NA,NA,NA,NA,NA
11020,15,ESTACION NUEVO MILENIO,2,NA,NA,NA,NA,NA,NA
11020,16,ESTACION LOZA DE LOS PADRES,2,NA,NA,NA,NA,NA,NA
11020,17,ESTACION SANTA ROSA PLAN DE AYALA,2,NA,NA,NA,NA,NA,NA
11020,18,ESTACION MARACAIBO,1,1,1,1,,,
11020,19,ESTACION VALLE DE SAN JOSE,2,NA,NA,NA,NA,NA,NA
11020,20,ESTACION LA MARTINICA,1,1,1,1,,,
11020,21,ESTACION VALLE DE SEÑORA,2,NA,NA,NA,NA,NA,NA
11020,22,ESTACION ANDRADE,2,NA,NA,NA,NA,NA,NA
11020,23,ESTACION HOSPITAL REGIONAL GENERAL DE LEON 20 DE ENERO,2,NA,NA,NA,NA,NA,NA
11020,24,ESTACION VALLE DE LA LUZ,2,NA,NA,NA,NA,NA,NA
11020,25,ESTACION CALVARIO,2,NA,NA,NA,NA,NA,NA
11020,26,ESTACION LEON MODERNO,2,NA,NA,NA,NA,NA,NA
11020,27,ESTACION SAN JUAN DE ABAJO,2,NA,NA,NA,NA,NA,NA
11020,28,ESTACION SAN FRANCISCO,2,NA,NA,NA,NA,NA,NA
11020,29,ESTACION LA YESCA,2,NA,NA,NA,NA,NA,NA
11020,30,ESTACION TAURO,1,1,1,1,,,
11020,31,ESTACION SAN JUAN DE DIOS,1,1,1,1,,,
11020,32,ESTACION SAN MIGUEL,1,1,1,1,,,
11020,33,ESTACION VILLAS DE SAN JUAN,1,1,1,1,,,
11020,34,ESTACION MARAVILLAS,1,1,1,1,,,
11020,35,ESTACION LEON I,1,1,1,1,,,
11020,36,ESTACION LOS ANGELES,1,1,1,1,,,
11020,37,ESTACION SAN PEDRO,1,1,1,1,,,
11020,38,ESTACION SAN PEDRO DE LOS HERNANDEZ,1,1,1,1,,,
11020,39,ESTACION VILLAS DE BARCELO,1,1,1,1,,,
11020,40,ESTACION SANTA CECILIA,1,1,1,1,,,
11020,41,ESTACION CARCAMOS,1,1,1,1,,,
11020,42,ESTACION PARQUE MEXICO,1,1,1,1,,,
11020,43,ESTACION CAMALEON,1,1,1,1,,,
11020,44,ESTACION LIMONES,1,1,1,1,,,
11021,1,BARANDILLA MUNICIPAL DE MOROLEON,1,1,1,1,1,,
11022,1,COMISARIA DE SEGURIDAD PUBLICA,1,,1,1,,,
11023,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO TRANSPORTE Y PROTECCION CIVIL,1,1,1,1,1,1,
11023,2,SUBCOMANDANCIA SANTA ANA PACUECO,1,1,1,,,,
11024,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1,,1,,
11025,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y TRANSPORTE MUNICIPAL,1,1,1,1,1,1,
11026,1,SISTEMA DE SEGURIDAD PUBLICA DEL MUNICIPIO DE ROMITA,1,1,1,1,1,1,
11027,1,COMPLEJO INTEGRAL DE SEGURIDAD,1,1,1,1,1,1,
11028,1,DIRECCION DE SEGURIDAD MOVILIDAD Y TRANSPORTE PUBLICO MUNICIPAL,1,1,,1,1,,
11029,1,DIRECCION DE SEGURIDAD PUBLICA Y MOVILIDAD,1,,1,1,1,1,
11030,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,1,1,
11031,1,DIRECCION DE SEGURIDAD CIUDADANA TRANSITO Y VIALIDAD,1,1,1,1,1,1,
11032,1,DIRECCION DE SEGURIDAD PUBLICA DE SAN JOSE ITURBIDE,1,1,1,,1,,
11033,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1,,,,
11034,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,2,NA,NA,NA,NA,NA,NA
11035,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
11036,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,,1,1,1,1,
11037,1,PENTAGONO,1,1,1,1,1,1,
11038,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
11039,1,SEGURIDAD PUBLICA,1,,1,,,,
11040,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,1,1,1,1,,
11041,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,1,1,
11042,1,COMISARIA DE SEGURIDAD PUBLICA DE VALLE DE SANTIAGO,1,,1,,,,
11043,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,,1,1,,1,
11044,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,1,,
11045,1,SEGURIDAD PUBLICA XICHU,2,NA,NA,NA,NA,NA,NA
11046,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1,1,1,1,
11046,2,COMANDO 1 CERANO,2,NA,NA,NA,NA,NA,NA
11046,3,COMANDANCIA MODULO DE INFORMACION,2,NA,NA,NA,NA,NA,NA
11046,4,COMANDO 8,2,NA,NA,NA,NA,NA,NA
12001,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12002,1,COMANDANCIA DE AHUACUOTZINGO,2,NA,NA,NA,NA,NA,NA
12003,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12004,1,COMANDANCIA MUNICIPAL,1,,1,,,,
12005,1,COMANDANCIA MUNICIPAL ALPOYECA,2,NA,NA,NA,NA,NA,NA
12006,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12007,1,COMANDANCIA MUNICIPAL,1,,1,1,,1,
12008,1,ATENANGO DEL RIO,1,,1,1,,1,
12009,1,COMANDANCIA DE ATLAMAJALCINGO DEL MONTE,1,,1,1,,,
12010,1,COMANDANCIA MUNICIPAL ATLIXTAC,1,,1,,1,,
12011,1,COMANDANCIA POLICIA PREVENTIVA MUNICIPAL,1,1,,,,,
12012,1,COMISION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
12013,1,COMANDANCIA MUNICIPAL DE AZOYU,1,,,,1,,
12014,1,COMANDANCIA MUNICIPAL DE BENITO JUAREZ,1,,,1,,1,
12015,1,COMANDANCIA,2,NA,NA,NA,NA,NA,NA
12016,1,COMANDANCIA MUNICIPAL DE COAHUAYUTLA,1,,1,,,,
12017,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12018,1,COMANDANCIA DE POLICIA COPALA,2,NA,NA,NA,NA,NA,NA
12019,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12020,1,COMANDANCIA,2,NA,NA,NA,NA,NA,NA
12021,1,COMANDANCIA DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA
12022,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA
12023,1,COMANDANCIA MUNICIPAL DE CUAJINICUILAPA,1,1,1,,,,
12024,1,COMANDANCIA MUNICIPAL DE CUALAC,2,NA,NA,NA,NA,NA,NA
12025,1,COMANDANCIA MUNICIPAL DE CUAUTEPEC,1,,1,,,,
12026,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12027,1,NO APLICA,0,NA,NA,NA,NA,NA,NA
12028,1,SECRETARIA DE SEGURIDAD PUBLICA,1,1,,1,,1,
12029,1,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA MUNICIPAL,1,1,1,1,,,
12030,1,COMANDANCIA MUNICIPAL DE FLORENCIO VILLARREAL,2,NA,NA,NA,NA,NA,NA
