ubicageo_f,numeral,nombre1,rnsnni1,armrec1,armrec2,armrec3,armrec4,armrec5,armrec6,armrec7,armrec8,armrec9,armrec11,armrec12,armrec13,armrec14,armrec15,armrec16,armrec17,armrec18,armrec19
10011,1,SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10012,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10013,1,ESTACION MAPIMI,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10013,2,ESTACION BERMEJILLO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10013,3,ESTACION CEBALLOS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10014,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA MEZQUITAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10015,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10016,1,COMANDANCIA NOMBRE DE DIOS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10017,1,ESTACION DE POLICIA DE OCAMPO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10018,1,SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10019,1,COMANDANCIA MUNICIPAL OTAEZ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10020,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10021,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10022,1,DIRECCION MUNICIPAL SEGURIDAD PUBLICA,97,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
10023,1,COMANDANCIA CENTRAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10023,2,SUB ESTACION DE SAN FRANCISCO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10024,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10025,1,SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10026,1,ESTACION TAYOLTITA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10026,2,ESTACION VENCEDORES,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10026,3,ESTACION SAN LUIS DE VILLA CORONA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10026,4,ESTACION SAN MIGUEL DE CRUCES,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10027,1,BASE POLICIAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10028,1,DMSP SAN JUAN DEL RIO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10028,2,SUBESTACION SAN LUCAS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10029,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA Y TRANSITO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10030,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10031,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10032,1,CARCEL PUBLICA MUNICIPAL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10033,1,COMANDANCIA MUNICIPAL DE SUCHIL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10034,1,TAMAZULA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10034,2,AMACULI,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10034,3,DURAZNO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10034,4,REMEDIOS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10035,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10036,1,COMANDANCIA DE POLICIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10037,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10038,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10039,1,ESTACION NUEVO IDEAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10039,2,ESTACION GUATIMAPE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11001,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11002,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11003,1,COMISARIA DE SEGURIDAD CIUDADANA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11004,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO VIAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11005,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11006,1,SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11007,1,COMANDANCIA NORTE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11007,2,COMANDANCIA PIPILA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11008,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11009,1,DIRECCION DE SEGURIDAD PUBLICA DE COMONFORT,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11010,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11011,1,SISTEMA MUNICIPAL DE SEGURIDAD PUBLICA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11012,1,DIRECCION DE SEGURIDAD PUBLICA MOVILIDAD TRANSPORTE Y PROTECCION CIVIL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11013,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11014,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11015,1,DIRECCION DE LA POLICIA MUNICIPAL PREVENTIVA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11016,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,1,COMANDANCIA DE CUARTEL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,2,COMANDANCIA CENTRO,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11017,3,COMANDANCIA NORTE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,4,COMANDANCIA EJERCITO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,5,COMANDANCIA ORIENTE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,6,COMANDANCIA VASCO DE QUIROGA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,7,COMANDANCIA SUR,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,8,COMANDANCIA PONIENTE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11017,9,COMANDANCIA VILLAS DE IRAPUATO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11018,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11019,1,SEGURIDAD CIUDADANA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,1,ESTACION LOMA DORADA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,2,ESTACION LA MARQUESA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,3,ESTACION LAS JOYAS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,4,ESTACION LEON II,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,5,ESTACION CHAPALITA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,6,ESTACION SAN JUAN BOSCO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,7,ESTACION PANORAMA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,8,ESTACION SANTA CROCCE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,9,ESTACION ECHEVESTE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,10,ESTACION AMAZONAS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,11,ESTACION LA SANDIA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,12,ESTACION NUEVO VALLE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,13,ESTACION DUARTE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,14,ESTACION SANTA ANA DEL CONDE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,15,ESTACION NUEVO MILENIO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,16,ESTACION LOZA DE LOS PADRES,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,17,ESTACION SANTA ROSA PLAN DE AYALA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,18,ESTACION MARACAIBO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,19,ESTACION VALLE DE SAN JOSE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,20,ESTACION LA MARTINICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,21,ESTACION VALLE DE SEÑORA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,22,ESTACION ANDRADE,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,23,ESTACION HOSPITAL REGIONAL GENERAL DE LEON 20 DE ENERO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,24,ESTACION VALLE DE LA LUZ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,25,ESTACION CALVARIO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,26,ESTACION LEON MODERNO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,27,ESTACION SAN JUAN DE ABAJO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,28,ESTACION SAN FRANCISCO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,29,ESTACION LA YESCA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,30,ESTACION TAURO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,31,ESTACION SAN JUAN DE DIOS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,32,ESTACION SAN MIGUEL,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,33,ESTACION VILLAS DE SAN JUAN,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,34,ESTACION MARAVILLAS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,35,ESTACION LEON I,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,36,ESTACION LOS ANGELES,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,37,ESTACION SAN PEDRO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,38,ESTACION SAN PEDRO DE LOS HERNANDEZ,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,39,ESTACION VILLAS DE BARCELO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,40,ESTACION SANTA CECILIA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,41,ESTACION CARCAMOS,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,42,ESTACION PARQUE MEXICO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,43,ESTACION CAMALEON,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11020,44,ESTACION LIMONES,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11021,1,BARANDILLA MUNICIPAL DE MOROLEON,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11022,1,COMISARIA DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11023,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO TRANSPORTE Y PROTECCION CIVIL,1,3,2,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
11023,2,SUBCOMANDANCIA SANTA ANA PACUECO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11024,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11025,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y TRANSPORTE MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11026,1,SISTEMA DE SEGURIDAD PUBLICA DEL MUNICIPIO DE ROMITA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11027,1,COMPLEJO INTEGRAL DE SEGURIDAD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11028,1,DIRECCION DE SEGURIDAD MOVILIDAD Y TRANSPORTE PUBLICO MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11029,1,DIRECCION DE SEGURIDAD PUBLICA Y MOVILIDAD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11030,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11031,1,DIRECCION DE SEGURIDAD CIUDADANA TRANSITO Y VIALIDAD,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11032,1,DIRECCION DE SEGURIDAD PUBLICA DE SAN JOSE ITURBIDE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11033,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11034,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11035,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11036,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11037,1,PENTAGONO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11038,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11039,1,SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11040,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11041,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11042,1,COMISARIA DE SEGURIDAD PUBLICA DE VALLE DE SANTIAGO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11043,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11044,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11045,1,SEGURIDAD PUBLICA XICHU,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11046,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11046,2,COMANDO 1 CERANO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11046,3,COMANDANCIA MODULO DE INFORMACION,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11046,4,COMANDO 8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12001,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12002,1,COMANDANCIA DE AHUACUOTZINGO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12003,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12004,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12005,1,COMANDANCIA MUNICIPAL ALPOYECA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12006,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12007,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12008,1,ATENANGO DEL RIO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12009,1,COMANDANCIA DE ATLAMAJALCINGO DEL MONTE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12010,1,COMANDANCIA MUNICIPAL ATLIXTAC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12011,1,COMANDANCIA POLICIA PREVENTIVA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12012,1,COMISION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12013,1,COMANDANCIA MUNICIPAL DE AZOYU,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12014,1,COMANDANCIA MUNICIPAL DE BENITO JUAREZ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12015,1,COMANDANCIA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12016,1,COMANDANCIA MUNICIPAL DE COAHUAYUTLA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12017,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12018,1,COMANDANCIA DE POLICIA COPALA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12019,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12020,1,COMANDANCIA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12021,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12022,1,COMANDANCIA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12023,1,COMANDANCIA MUNICIPAL DE CUAJINICUILAPA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12024,1,COMANDANCIA MUNICIPAL DE CUALAC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12025,1,COMANDANCIA MUNICIPAL DE CUAUTEPEC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12026,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12027,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12028,1,SECRETARIA DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12029,1,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
