ubicageo_f,numeral,nombre1,colonia1,latitud1,longitu1,correo1,telefo1
14057,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14058,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14059,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14060,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14061,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14062,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14063,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14064,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14065,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14066,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14067,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14068,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14069,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14070,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14071,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14072,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14073,1,MODULO MARTINICA,MARTINICA,21.251642,-102.330304,SEGURIDAD@SANJUAN.GOB.MX,3957850730
14073,2,MODULO FRACCIONAMIENTO LOS LAGOS,LOS LAGOS,21.266243,-102.312909,SEGURIDAD@SANJUAN.GOB.MX,3957850730
14073,3,MODULO COLONIA LOMAS VERDES,LOMAS VERDES,21.252854,-102.352310,SEGURIDAD@SANJUAN.GOB.MX,3957850730
14074,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14075,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14076,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14077,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14078,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14079,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14080,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14081,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14082,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14083,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14084,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14085,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14086,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14087,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14088,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14089,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14090,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14091,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14092,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14093,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14094,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14095,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14096,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14097,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14098,1,SECTOR 1,COLONIAL TLAQUEPAQUE,20.631435,-103.307207,CPM.SECTOR1.TLQ@GMAIL.COM,3336858602
14098,2,SECTOR 2,PLAN DE ORIENTE,20.590384,-103.285369,CPM.SECTOR2.TLQ@GMAIL.COM,3331114004
14098,3,SECTOR 3,FOVISSTE MIRAVALLE,20.606154,-103.395688,CPM.SECTOR3.TLQ@GMAIL.COM,3343058622
14098,4,SECTOR 4,BALCONES DE SANTA MARIA,20.606544,-103.395689,CPM.SECTOR4.TLQ@GMAIL.COM,0
14098,5,SECTOR 5,SANTA ANITA,20.554544,-103.439289,CPM.SECTOR5.TLQ@GMAIL.COM,0
14098,6,SECTOR 6,SAN PEDRITO,20.614877,-103.290285,CPM.SECTOR6.TLQ@GMAIL.COM,3336000261
14098,7,SECTOR 7,VILLAFONTANA,20.564486,-103.354990,CPM.SECTOR7.TLQ@GMAIL.COM,0
14098,8,CUPET,PARQUES DE LA VICTORIA,20.587799,-103.266845,CPM.UCIP.TLQ@GMAIL.COM,0
14098,9,GRUPO MOTORIZADO JAGUAR,ALAMO,20.629419,-103.319979,CPM.JAGUARES.TLQ@GMAIL.COM,3310292386
14098,10,GRUPO TACTICO COBRA,REAL CAMICHINES,20.627808,-103.287241,CPM.GRI.TLQ@GMAIL.COM,0
14098,11,UNIDAD ESCOLAR Y DARE,FRACC. REVOLUCIÓN,20.619612,-103.317739,CPM.DARE.TLQ@GMAIL.COM,3338604619
14098,12,GRUPO PROXIMIDAD SOCIAL,RESIDENCIAL LA SOLEDAD,20.634047,-103.286763,CPM.PROXIMIDAD.TLQ@GMAIL.COM,0
14098,13,GRUPO CANINO K9,CANAL 58,20.622763,-103.301048,CPM.PROXIMIDAD.TLQ@GMAIL.COM,0
14098,14,CENTRO HISTORICO,INFONAVIT REVOLUCIÓN,20.639182,-103.303014,CPM.TURISTICA.TLQ@GMAIL.COM,0
14098,15,UNIDAD DE VIOLENCIA INTRAFAMILIAR,SAN PEDRITO,20.610927,-103.284052,UVI.OPERATIVO@HOTMAIL.COM,3336000899
14098,16,GRUPO ANDROMEDAS,LOS MESEROS,20.641807,-103.300555,POLICIATLAQ.BUSQUEDA@GMAIL.COM,0
14099,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14100,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14101,1,CENPO 1,DEL SUR,20.621169,-103.236630,COMISARIA@TONALA.GOB.MX,33 35 86 60 00
14101,2,BASE CENTRO HISTORICO,LA SILLITA,20.617020,-103.244090,COMISARIA@TONALA.GOB.MX,33 35 86 60 00
14101,3,CENPO 2,SANTA PAULA,20.600300,-103.236839,COMISARIA@TONALA.GOB.MX,33 35 86 60 00
14101,4,CENPO 3,SANTA PAULA,20.600300,-103.236839,COMISARIA@TONALA.GOB.MX,33 35 86 60 00
14101,5,CENPO 4,DEL SUR,20.621169,-103.236630,COMISARIA@TONALA.GOB.MX,33 35 86 60 00
14101,6,CENPO 5,VALLE DE TONATZIN,20.643940,-103.226530,COMISARIA@TONALA.GOB.MX,33 35 86 60 00
14101,7,CENPO 6,JALISCO,20.687100,-103.263190,COMISARIA@TONALA.GOB.MX,33 35 86 60 00
14101,8,CENPO 7,ZALATITAN,20.658510,-103.262090,COMISARIA@TONALA.GOB.MX,33 35 86 60 00
14101,9,CENPO 8,LOMAS DEL CAMICHÍN,20.629300,-103.279800,COMISARIA@TONALA.GOB.MX,33 35 86 60 00
14102,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14103,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14104,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14105,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14106,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14107,1,COMANDANCIA SAN LUIS,CENTRO,20.196790,-103.305010,NO APLICA,3767640094
14108,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14109,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14110,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14111,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14112,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14113,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14114,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14115,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14116,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14117,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14118,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14119,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14120,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14121,1,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL,CAPULINES,19.621929,-103.420865,SEGURIDADPUBLICA_ZAPOTILTIC@HOTMAIL.COM,3414140322
14122,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14123,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14124,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
14125,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15001,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15002,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15003,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15004,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15005,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15006,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15007,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15008,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15009,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15010,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15011,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15012,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15013,1,CUARTEL,IGNACIO LOPEZ RAYON,19.542027,-99.2345091,GENERALCUARTEL586@GMAIL.COM,5532072024
15014,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15015,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15016,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15017,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15018,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15019,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15020,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15021,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15022,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15023,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15024,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15025,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15026,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15027,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15028,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15029,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15030,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15031,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15032,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15033,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15034,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15035,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15036,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15037,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15038,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15039,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15040,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15041,1,CUARTEL,SAN MIGUEL,19.263808,-100.268743,SEGPUBLICAIXTAPANDELORO2022@GMAIL.COM,7262682187
15042,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15043,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15044,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15045,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15046,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15047,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15048,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15049,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15050,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15051,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15052,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15053,1,MOVILIDAD,SEÑOR DE LOS MILAGROS,19.709888,-099.143290,SEGURIDADPUBLICA@MELCHOR-OCAMPO.GOB.MX,5571111412
15054,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15055,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15056,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15057,1,CUARTEL GENERAL DE POLICIA,FRACC EL MIRADOR,19.479412,-099.233088,SEGURIDADSUBDIRECCION@GMAIL.COM,5553712250
15058,1,SECTOR 1 CAMPESTRE,CAMPESTRE GUADALUPANA,19.487000,-099.064000,SEGURIDADNEZA.CAMPESTRE@GMAIL.COM,5543323939
15058,2,SECTOR 2 ARAGON,BOSQUES DE ARAGON,19.476400,-099.047800,SEGURIDADNEZA.ARAGON@GMAIL.COM,5544399140
15058,3,SECTOR 3 LAGO,CIUDAD LAGO,19.459100,-099.044700,SEGURIDADNEZA.LAGO@GMAIL.COM,5544398883
15058,4,SECTOR 4 SOL,EL SOL,19.433400,-99.0454000,SEGURIDADNEZA.SOL@GMAIL.COM,5544398783
15058,5,SECTOR 5 ESTADO,ESTADO DE MEXICO,19.425700,-099.037700,SEGURIDADNEZA.ESTADO@GMAIL.COM,5543325902
15058,6,SECTOR 6 MARAVILLAS,TAMAULIPAS SECCION VIRGENCITAS,19.416000,-99.0355999,SEGURIDADNEZA.MARAVILLAS@GMAIL.COM,5544395652
15058,7,SECTOR 7 PANTITLAN,LAS PALMAS,19.410200,-099.051700,SEGURIDADNEZA.PANTITLAN@GMAIL.COM,5544399170
15058,8,SECTOR 8 METRO,EVOLUCION,19.390200,-099.025750,SEGURIDADNEZA.METRO@GMAIL.COM,5544399237
15058,9,SECTOR 9 CENTRAL,LAS FUENTES,19.403200,-099.036400,SEGURIDADNEZA.CENTRAL@GMAIL.COM,5544395638
15058,10,SECTOR 10 JUAREZ,BENITO JUAREZ II,19.409700,-99.0021999,SEGURIDADNEZA.JUAREZ@GMAIL.COM,5543323841
15058,11,SECTOR 11 CARMELO,BENITO JUAREZ III,19.403600,-098.995000,SEGURIDADNEZA.UTN@GMAIL.COM,5544398773
15058,12,SECTOR 12 PERLA,AMPLIACION VICENTE VILLADA,19.388100,-099.003600,SEGURIDADNEZA.PERLA@GMAIL.COM,5543315576
15058,13,SECTOR 13 AGUILAS,LAS AGUILAS,19.374200,-099.002700,SEGURIDADNEZA.AGUILAS@GMAIL.COM,5544398712
15058,14,SECTOR 14 IZCALLI,ESPERANZA,19.391100,-098.984100,SEGURIDADNEZA.IZCALLI@GMAIL.COM,5554397478
15058,15,SECTOR 15 REFORMA,REFORMA,19.373900,-098.975200,SEGURIDADNEZA.REFORMA@GMAIL.COM,5544398399
15059,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15060,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15061,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15062,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15063,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15064,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15065,1,POLICIA MUNICIPAL,CENTRO,19.698180,-098.755960,OTUMBA.SEGURIDADPUBLICA@GMAIL.COM,5929220500
15066,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15067,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15068,1,CHIMAL,DELEGACION DE CHIMAL,19.029865,-098.800660,SEGURIOZUMBA@LIVE.COM,5979762809
15069,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15070,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15071,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15072,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15073,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15074,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15075,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15076,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15077,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15078,1,COMANDANCIA MUNICIPAL,CENTRO,19.182823,-100.259670,SEGURIDADPUBLICAST@GMAIL.COM,7261103895
15079,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15080,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15081,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15082,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15083,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15084,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15085,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15086,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15087,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15088,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15089,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15090,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15091,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15092,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15093,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15094,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15095,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15096,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15097,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15098,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15099,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15100,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15101,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15102,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15103,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15104,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15105,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15106,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15107,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15108,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15109,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15110,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15111,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15112,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15113,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15114,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15115,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15116,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15117,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15118,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15119,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15120,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15121,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15122,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15123,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15124,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
15125,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16001,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16002,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16003,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16004,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16005,1,SEGURIDAD PUBLICA,1RA EL RESCATE,19.617632,-100.287265,GRE_ASC_JIM@HOTMAIL.COM,2213489690
16006,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16007,1,CUARTEL DE SEGURIDAD PUBLICA,ELUTERIO RAYA,19.653501,-100.406101,DSP_APOROMICH@YAHOO.COM,7861320138
16008,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16009,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16010,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16011,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16012,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16013,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16014,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16015,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16016,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16017,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16018,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16019,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16020,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16021,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16022,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16023,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16024,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16025,1,SEGURIDAD PUBLICA,CENTRO,19.850059,-102.110832,SEGURIDADPUBLICACHILCHOTA2015-2018@HOTMAIL.COM,35555115137
16026,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16027,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16028,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16029,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16030,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16031,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16032,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16033,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
16034,1,CUARTEL MORELOS,JOSE MARIA MORELOS,19.679970,-100.531240,CARLITOSVAZQ73@GMAIL.COM,7861540029
16035,1,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
