ubicageo_f,numeral,nombre1,rnsnni1,coedsett,coedse1,coedse2,coedse3,coedses1,coedse4,coedse5,coedse6,coedses2,coedse8,coedse9,coedse10,coedse11,coedses3,coedse12,coedse13,coedse14,coedsens,coedse16,coedse18,mymenitt,mymeni1,mymeni2,mymeni3,mymenint,mymenis1,mymeni4,mymeni5,mymeni6,mymeni7,mymenis2,mymeni8,mymeni9,mymeni10,mymeni11,mymenis3,mymeni12,mymeni13,mymeni14,mymenins,mymeni16,mymeni17
10026,2,ESTACION VENCEDORES,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
10026,3,ESTACION SAN LUIS DE VILLA CORONA,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
10026,4,ESTACION SAN MIGUEL DE CRUCES,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
10027,1,BASE POLICIAL,1,3,3,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
10028,1,DMSP SAN JUAN DEL RIO,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
10028,2,SUBESTACION SAN LUCAS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
10029,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA Y TRANSITO,1,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
10030,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
10031,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,1,,,,15,15,0,0,,15,15,0,0,,0,0,0,0,,0,0,0,0,,,
10032,1,CARCEL PUBLICA MUNICIPAL,1,5,3,2,0,3,2,1,0,2,1,1,0,,0,0,0,0,,,,236,209,27,0,,207,180,27,0,,29,29,0,0,,0,0,0,0,,,
10033,1,COMANDANCIA MUNICIPAL DE SUCHIL,1,3,3,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
10034,1,TAMAZULA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,45,45,0,0,,45,45,0,0,,0,0,0,0,,0,0,0,0,,,
10034,2,AMACULI,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
10034,3,DURAZNO,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
10034,4,REMEDIOS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
10035,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,3,3,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,,,,50,50,0,0,,45,45,0,0,,5,5,0,0,,0,0,0,0,,,
10036,1,COMANDANCIA DE POLICIA MUNICIPAL,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
10037,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
10038,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,3,2,1,0,0,0,0,0,0,0,0,0,,3,2,1,0,,,,17,17,0,0,,17,17,0,0,,0,0,0,0,,0,0,0,0,,,
10039,1,ESTACION NUEVO IDEAL,1,5,5,0,0,3,3,0,0,2,2,0,0,,0,0,0,0,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
10039,2,ESTACION GUATIMAPE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11001,1,DIRECCION DE SEGURIDAD PUBLICA,1,6,5,1,0,0,0,0,0,0,0,0,0,,6,5,1,0,,,,2898,2898,0,0,,2786,2786,0,0,,112,112,0,0,,0,0,0,0,,,
11002,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,7,6,1,0,4,4,0,0,2,2,0,0,,1,0,1,0,,,,2919,NSS,NSS,NSS,2919,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,2919,,
11003,1,COMISARIA DE SEGURIDAD CIUDADANA,1,8,6,2,0,5,4,1,0,3,2,1,0,,0,0,0,0,,,,5283,4968,315,0,,5112,4824,288,0,,171,144,27,0,,0,0,0,0,,,
11004,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO VIAL,1,5,4,1,0,4,3,1,0,1,1,0,0,,0,0,0,0,,,,575,565,10,0,,450,445,5,0,,125,120,5,0,,0,0,0,0,,,
11005,1,DIRECCION DE SEGURIDAD PUBLICA,1,6,4,2,0,4,3,1,0,2,1,1,0,,0,0,0,0,,,,1728,1328,400,0,,1028,728,300,0,,700,600,100,0,,0,0,0,0,,,
11006,1,SEGURIDAD PUBLICA,1,1,1,0,0,1,1,0,0,0,0,0,0,,0,0,0,0,,,,12,12,0,0,,12,12,0,0,,0,0,0,0,,0,0,0,0,,,
11007,1,COMANDANCIA NORTE,1,6,3,2,1,0,0,0,0,0,0,0,0,,6,3,2,1,,,,3232,2973,259,0,,3065,2820,245,0,,167,153,14,0,,0,0,0,0,,,
11007,2,COMANDANCIA PIPILA,1,2,2,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,,,,1077,991,86,0,,1022,940,82,0,,55,51,4,0,,0,0,0,0,,,
11008,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11009,1,DIRECCION DE SEGURIDAD PUBLICA DE COMONFORT,1,5,3,2,0,3,2,1,0,2,1,1,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
11010,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11011,1,SISTEMA MUNICIPAL DE SEGURIDAD PUBLICA,1,12,10,2,0,10,9,1,0,2,1,1,0,,0,0,0,0,,,,717,677,40,0,,672,634,38,0,,45,43,2,0,,0,0,0,0,,,
11012,1,DIRECCION DE SEGURIDAD PUBLICA MOVILIDAD TRANSPORTE Y PROTECCION CIVIL,1,4,1,1,2,3,1,1,1,1,0,0,1,,0,0,0,0,,,,925,822,103,0,,887,784,103,0,,38,38,0,0,,0,0,0,0,,,
11013,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,4,3,0,1,2,2,0,0,1,1,0,0,,1,0,0,1,,,,307,284,23,0,,304,281,23,0,,3,3,0,0,,0,0,0,0,,,
11014,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,5,3,1,1,4,3,1,0,1,0,0,1,,0,0,0,0,,,,956,809,147,0,,911,770,141,0,,45,39,6,0,,0,0,0,0,,,
11015,1,DIRECCION DE LA POLICIA MUNICIPAL PREVENTIVA,1,12,10,2,0,8,7,1,0,3,3,0,0,,1,0,1,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
11016,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL,1,2,0,0,2,1,0,0,1,1,0,0,1,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
11017,1,COMANDANCIA DE CUARTEL,1,16,13,3,0,13,11,2,0,3,2,1,0,,0,0,0,0,,,,2352,2352,0,0,,1642,1642,0,0,,710,710,0,0,,0,0,0,0,,,
11017,2,COMANDANCIA CENTRO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11017,3,COMANDANCIA NORTE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11017,4,COMANDANCIA EJERCITO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11017,5,COMANDANCIA ORIENTE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11017,6,COMANDANCIA VASCO DE QUIROGA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11017,7,COMANDANCIA SUR,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11017,8,COMANDANCIA PONIENTE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11017,9,COMANDANCIA VILLAS DE IRAPUATO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11018,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,6,4,2,0,3,2,1,0,3,2,1,0,,0,0,0,0,,,,500,400,100,0,,300,250,50,0,,200,150,50,0,,0,0,0,0,,,
11019,1,SEGURIDAD CIUDADANA,1,3,2,0,1,1,1,0,0,1,1,0,0,,1,0,0,1,,,,32,32,0,0,,30,30,0,0,,2,2,0,0,,0,0,0,0,,,
11020,1,ESTACION LOMA DORADA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,2,ESTACION LA MARQUESA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,3,ESTACION LAS JOYAS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,4,ESTACION LEON II,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,5,ESTACION CHAPALITA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,6,ESTACION SAN JUAN BOSCO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,7,ESTACION PANORAMA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,8,ESTACION SANTA CROCCE,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
11020,9,ESTACION ECHEVESTE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,10,ESTACION AMAZONAS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,11,ESTACION LA SANDIA,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
11020,12,ESTACION NUEVO VALLE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,13,ESTACION DUARTE,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
11020,14,ESTACION SANTA ANA DEL CONDE,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
11020,15,ESTACION NUEVO MILENIO,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
11020,16,ESTACION LOZA DE LOS PADRES,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
11020,17,ESTACION SANTA ROSA PLAN DE AYALA,9,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
11020,18,ESTACION MARACAIBO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,19,ESTACION VALLE DE SAN JOSE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,20,ESTACION LA MARTINICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,21,ESTACION VALLE DE SEÑORA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,22,ESTACION ANDRADE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,23,ESTACION HOSPITAL REGIONAL GENERAL DE LEON 20 DE ENERO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,24,ESTACION VALLE DE LA LUZ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,25,ESTACION CALVARIO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,26,ESTACION LEON MODERNO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,27,ESTACION SAN JUAN DE ABAJO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,28,ESTACION SAN FRANCISCO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,29,ESTACION LA YESCA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,30,ESTACION TAURO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,31,ESTACION SAN JUAN DE DIOS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,32,ESTACION SAN MIGUEL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,33,ESTACION VILLAS DE SAN JUAN,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,34,ESTACION MARAVILLAS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,35,ESTACION LEON I,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,36,ESTACION LOS ANGELES,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,37,ESTACION SAN PEDRO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,38,ESTACION SAN PEDRO DE LOS HERNANDEZ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,39,ESTACION VILLAS DE BARCELO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,40,ESTACION SANTA CECILIA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,41,ESTACION CARCAMOS,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,42,ESTACION PARQUE MEXICO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,43,ESTACION CAMALEON,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11020,44,ESTACION LIMONES,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11021,1,BARANDILLA MUNICIPAL DE MOROLEON,1,3,2,1,0,2,1,1,0,1,1,0,0,,0,0,0,0,,,,720,720,0,0,,672,672,0,0,,48,48,0,0,,0,0,0,0,,,
11022,1,COMISARIA DE SEGURIDAD PUBLICA,1,6,4,1,1,5,4,1,0,1,0,0,1,,0,0,0,0,,,,400,341,59,0,,391,333,58,0,,9,8,1,0,,0,0,0,0,,,
11023,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO TRANSPORTE Y PROTECCION CIVIL,1,8,7,1,0,6,6,0,0,1,1,0,0,,1,0,1,0,,,,2833,2568,265,0,,2673,2437,236,0,,160,131,29,0,,0,0,0,0,,,
11023,2,SUBCOMANDANCIA SANTA ANA PACUECO,1,3,2,1,0,2,2,0,0,0,0,0,0,,1,0,1,0,,,,34,34,0,0,,33,33,0,0,,1,1,0,0,,0,0,0,0,,,
11024,1,DIRECCION DE SEGURIDAD PUBLICA,1,7,6,1,0,3,3,0,0,3,3,0,0,,1,0,1,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,
11025,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y TRANSPORTE MUNICIPAL,1,13,5,1,7,12,5,1,6,1,0,0,1,,0,0,0,0,,,,3000,2679,321,0,,2775,2470,305,0,,225,209,16,0,,0,0,0,0,,,
11026,1,SISTEMA DE SEGURIDAD PUBLICA DEL MUNICIPIO DE ROMITA,1,4,2,2,0,2,1,1,0,2,1,1,0,,0,0,0,0,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
11027,1,COMPLEJO INTEGRAL DE SEGURIDAD,1,16,16,0,0,8,8,0,0,7,7,0,0,,1,1,0,0,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
11028,1,DIRECCION DE SEGURIDAD MOVILIDAD Y TRANSPORTE PUBLICO MUNICIPAL,1,11,11,0,0,9,9,0,0,2,2,0,0,,0,0,0,0,,,,781,781,0,0,,686,686,0,0,,95,95,0,0,,0,0,0,0,,,
11029,1,DIRECCION DE SEGURIDAD PUBLICA Y MOVILIDAD,1,6,4,2,0,0,0,0,0,0,0,0,0,,6,4,2,0,,,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,NSS,NSS,NSS,NSS,,,
11030,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,10,7,2,1,9,7,2,0,1,0,0,1,,0,0,0,0,,,,1153,1044,109,0,,1074,974,100,0,,79,70,9,0,,0,0,0,0,,,
11031,1,DIRECCION DE SEGURIDAD CIUDADANA TRANSITO Y VIALIDAD,1,3,2,1,0,2,1,1,0,1,1,0,0,,0,0,0,0,,,,5969,5491,478,0,,5692,5225,467,0,,277,266,11,0,,0,0,0,0,,,
11032,1,DIRECCION DE SEGURIDAD PUBLICA DE SAN JOSE ITURBIDE,1,6,6,0,0,0,0,0,0,0,0,0,0,,6,6,0,0,,,,686,686,0,0,,270,270,0,0,,416,416,0,0,,0,0,0,0,,,
11033,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11034,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,16,4,6,6,5,1,2,2,5,1,2,2,,6,2,2,2,,,,106,106,0,0,,102,102,0,0,,4,4,0,0,,0,0,0,0,,,
11035,1,NO APLICA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,,
11036,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,2,2,0,0,1,1,0,0,1,1,0,0,,0,0,0,0,,,,97,97,0,0,,90,90,0,0,,7,7,0,0,,0,0,0,0,,,
11037,1,PENTAGONO,1,10,8,2,0,5,4,1,0,5,4,1,0,,0,0,0,0,,,,2793,0,0,2793,,0,0,0,0,,0,0,0,0,,2793,0,0,2793,,,
