ubicageo_f,numeral,nombre1,rnsnni1,comint1,comint2
8025,1,NO APLICA,0,NA,NA
8026,1,PRESIDENCIA,1,1,1
8027,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,2,2
8028,1,NO APLICA,0,NA,NA
8029,1,COMANDANCIA MUNICIPAL,1,1,1
8029,2,COMANDANCIA SAN JULIAN,2,NA,NA
8030,1,TEMORIS,1,2,1
8030,2,MONTERDE,2,NA,NA
8030,3,TEPOCHIQUE,2,NA,NA
8030,4,GUAZAPARES,2,NA,NA
8031,1,GUERRERO,1,2,2
8031,2,LA JUNTA,1,1,1
8031,3,TOMOCHI,2,NA,NA
8032,1,COMANDANCIA SUR,1,45,45
8032,2,SUB COMANDANCIA NORTE,1,24,24
8033,1,COMANDANCIA DE SEGURIDAD PUBLICA DE HUEJOTITAN,1,1,1
8034,1,NO APLICA,0,NA,NA
8035,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
8036,1,DSPM JIMENEZ,1,4,3
8037,1,DISTRITO SUR,1,362,362
8037,2,DISTRITO VALLE,1,14,14
8037,3,DISTRITO ORIENTE,1,9,9
8037,4,DISTRITO PONIENTE,1,7,7
8037,5,DISTRITO UNIVERSIDAD,1,43,43
8037,6,DISTRITO CENTRO,1,21,21
8037,7,DISTRITO RIVERAS,1,64,64
8037,8,COORDINACION GENERAL DE SEGURIDAD VIAL,1,39,39
8037,9,CENTRO DE RECUPERACION CIVICA TOTAL,1,19,19
8037,10,POLICIA ESPECIAL,1,8,8
8038,1,COMANDANCIA MUNICIPAL JULIMES,1,4,2
8038,2,SUB COMANDANCIA,2,NA,NA
8039,1,COMANDANCIA DE POLICIA,2,NA,NA
8040,1,SEGURIDAD PUBLICA,1,5,4
8041,1,COMANDANCIA DE POLICIA MUNICIPAL,2,NA,NA
8042,1,COMANDANCIA MANUEL BENAVIDES,2,NA,NA
8043,1,DIRECCION DE SEGURIDAD PUBLICA MATACHI,1,1,1
8044,1,COMANDANCIA MUNICIPAL,1,1,1
8045,1,MEOQUI,1,12,12
8045,2,LAZARO CARDENAS,1,1,1
8046,1,COMANDANCIA DE MORELOS,1,1,1
8047,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
8048,1,COMANDANCIA SECCIONAL SOTO MAYNEZ,2,NA,NA
8048,2,COMANDANCIA MUNICIPAL DE NAMIQUIPA,1,1,1
8049,1,DIRECCION DE SEGURIDAD PUBLICA DE NONOAVA,1,1,1
8050,1,DIRECCION DE SEGURIDAD PUBLICA,1,3,3
8050,2,DIRECCION DE TRANSITO,1,5,5
8050,3,CENTRO DE CONTROL COMANDO Y COMUNICACION C4,1,9,9
8051,1,BASASEACHI,1,2,0
8051,2,OCAMPO,1,1,0
8052,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,7,7
8053,1,NO APLICA,0,NA,NA
8054,1,COMANDANCIA,1,1,1
8054,2,SAINAPUCHI,1,1,1
8054,3,CAMPOS MENONITAS,1,1,1
8055,1,COMPLEJO DE SEGURIDAD PUBLICA,1,4,4
8056,1,COMANDANCIA VALLE DE ROSARIO,1,1,1
8056,2,COMANDANCIA SAN JAVIER,1,1,1
8056,3,COMANDANCIA JUAN MENDOZA,1,1,1
8057,1,DIRECCION DE SEGURIDAD PUBLICA DE SAN FRANCISCO DE BORJA,1,1,1
8058,1,COMANDANCIA SAN FRANCISCO DE CONCHO,2,NA,NA
8058,2,COMANDANCIA DE BOQUILLA,2,NA,NA
8059,1,COMANDANCIA DE POLICIA,1,2,2
8060,1,COMANDANCIA MUNICIPAL,1,2,2
8061,1,DIRECCION DE SEGURIDAD PUBLICA DE SATEVO,1,2,2
8062,1,COMANDANCIA SECCIONAL DE ORRANTEÑO,1,1,1
8062,2,COMANDANCIA SECCIONAL DE NAICA,1,1,1
8062,3,COMANDANCIA DE SAUCILLO,1,3,3
8063,1,DIRECCION DE SEGURIDAD PUBLICA DE TEMOSACHIC,1,3,1
8064,1,COMANDANCIA EL TULE,2,NA,NA
8065,1,COMANDANCIA URIQUE,1,1,1
8065,2,COMANDANCIA DE GUADALUPE,2,NA,NA
8065,3,COMANDANCIA MESA DE ARTURO,2,NA,NA
8065,4,COMANDANCIA CIENEGUILLA LLUVIA DE ORO,2,NA,NA
8065,5,COMANDANCIA PIEDRAS VERDES,2,NA,NA
8065,6,COMANDANCIA TUBARES,2,NA,NA
8065,7,COMANDANCIA REFORMA,2,NA,NA
8065,8,COMANDANCIA BAHUICHIVO,2,NA,NA
8065,9,COMANDANCIA CUITECO,2,NA,NA
8065,10,COMANDANCIA SAN RAFAEL,2,NA,NA
8065,11,COMANDANCIA CHURO,2,NA,NA
8065,12,COMANDANCIA GUACHARA,2,NA,NA
8065,13,COMANDANCIA CEROCAHUI,2,NA,NA
8065,14,COMANDANCIA GUAPALAYNA,2,NA,NA
8066,1,COMANDANCIA MUNICIPAL,1,1,1
8067,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
9002,1,NO APLICA,0,NA,NA
9003,1,NO APLICA,0,NA,NA
9004,1,NO APLICA,0,NA,NA
9005,1,NO APLICA,0,NA,NA
9006,1,NO APLICA,0,NA,NA
9007,1,NO APLICA,0,NA,NA
9008,1,NO APLICA,0,NA,NA
9009,1,NO APLICA,0,NA,NA
9010,1,NO APLICA,0,NA,NA
9011,1,NO APLICA,0,NA,NA
9012,1,NO APLICA,0,NA,NA
9013,1,NO APLICA,0,NA,NA
9014,1,NO APLICA,0,NA,NA
9015,1,NO APLICA,0,NA,NA
9016,1,NO APLICA,0,NA,NA
9017,1,NO APLICA,0,NA,NA
10001,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,2,2
10002,1,COMANDANCIA MUNICIPAL,1,1,1
10003,1,COMANDANCIA MUNICIPAL,2,NA,NA
10004,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,2,2
10005,1,ESTACION CENTRAL,1,110,110
10005,2,ESTACION NORTE,1,14,14
10005,3,ESTACION SUR,1,15,15
10005,4,ESTACION ORIENTE,1,11,11
10006,1,COMANDANCIA MUNICIPAL,1,1,1
10006,2,DEMARCACION DEL CAÑON,2,NA,NA
10007,1,DIRECCION DE SEGURIDAD Y PROTECCION CIUDADANA,1,26,26
10008,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,3,3
10009,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,1,1
10010,1,SEGURIDAD PUBLICA,1,1,1
10011,1,SEGURIDAD PUBLICA,1,1,1
10012,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,12,10
10013,1,ESTACION MAPIMI,1,1,1
10013,2,ESTACION BERMEJILLO,1,1,1
10013,3,ESTACION CEBALLOS,2,NA,NA
10014,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA MEZQUITAL,1,3,3
10015,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
10016,1,COMANDANCIA NOMBRE DE DIOS,1,1,1
10017,1,ESTACION DE POLICIA DE OCAMPO,1,1,1
10018,1,SEGURIDAD PUBLICA,1,1,1
10019,1,COMANDANCIA MUNICIPAL OTAEZ,2,NA,NA
10020,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,1,1
10021,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,2,NA,NA
10022,1,DIRECCION MUNICIPAL SEGURIDAD PUBLICA,1,3,3
10023,1,COMANDANCIA CENTRAL,1,4,3
10023,2,SUB ESTACION DE SAN FRANCISCO,9,NSS,NSS
10024,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,1,1
10025,1,SEGURIDAD PUBLICA,1,1,1
10026,1,ESTACION TAYOLTITA,1,1,1
10026,2,ESTACION VENCEDORES,2,NA,NA
10026,3,ESTACION SAN LUIS DE VILLA CORONA,2,NA,NA
10026,4,ESTACION SAN MIGUEL DE CRUCES,2,NA,NA
10027,1,BASE POLICIAL,1,1,1
10028,1,DMSP SAN JUAN DEL RIO,1,2,2
10028,2,SUBESTACION SAN LUCAS,2,NA,NA
10029,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA Y TRANSITO,1,1,1
10030,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,2,NA,NA
10031,1,DIRECCION DE SEGURIDAD PUBLICA,2,NA,NA
10032,1,CARCEL PUBLICA MUNICIPAL,1,2,2
10033,1,COMANDANCIA MUNICIPAL DE SUCHIL,1,1,1
10034,1,TAMAZULA,1,2,2
10034,2,AMACULI,2,NA,NA
10034,3,DURAZNO,2,NA,NA
10034,4,REMEDIOS,2,NA,NA
10035,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,2,1
10036,1,COMANDANCIA DE POLICIA MUNICIPAL,1,1,1
10037,1,NO APLICA,0,NA,NA
10038,1,DIRECCION MUNICIPAL DE SEGURIDAD PUBLICA,1,1,1
10039,1,ESTACION NUEVO IDEAL,1,1,1
10039,2,ESTACION GUATIMAPE,2,NA,NA
11001,1,DIRECCION DE SEGURIDAD PUBLICA,1,10,10
11002,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,38,38
11003,1,COMISARIA DE SEGURIDAD CIUDADANA,1,11,11
11004,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO VIAL,1,30,30
11005,1,DIRECCION DE SEGURIDAD PUBLICA,1,20,20
11006,1,SEGURIDAD PUBLICA,1,2,1
11007,1,COMANDANCIA NORTE,1,10,10
11007,2,COMANDANCIA PIPILA,1,10,10
11008,1,NO APLICA,0,NA,NA
11009,1,DIRECCION DE SEGURIDAD PUBLICA DE COMONFORT,1,6,6
11010,1,NO APLICA,0,NA,NA
11011,1,SISTEMA MUNICIPAL DE SEGURIDAD PUBLICA,1,21,21
11012,1,DIRECCION DE SEGURIDAD PUBLICA MOVILIDAD TRANSPORTE Y PROTECCION CIVIL,1,8,8
11013,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,6,6
11014,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,17,17
11015,1,DIRECCION DE LA POLICIA MUNICIPAL PREVENTIVA,1,32,32
11016,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y PROTECCION CIVIL,1,6,6
11017,1,COMANDANCIA DE CUARTEL,1,4,4
11017,2,COMANDANCIA CENTRO,1,1,1
11017,3,COMANDANCIA NORTE,1,1,1
11017,4,COMANDANCIA EJERCITO,1,1,1
11017,5,COMANDANCIA ORIENTE,1,1,1
11017,6,COMANDANCIA VASCO DE QUIROGA,1,1,1
11017,7,COMANDANCIA SUR,1,1,1
11017,8,COMANDANCIA PONIENTE,1,1,1
11017,9,COMANDANCIA VILLAS DE IRAPUATO,1,1,1
11018,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD,1,16,16
11019,1,SEGURIDAD CIUDADANA,1,3,3
11020,1,ESTACION LOMA DORADA,1,3,3
11020,2,ESTACION LA MARQUESA,1,2,2
11020,3,ESTACION LAS JOYAS,1,2,2
11020,4,ESTACION LEON II,1,3,3
11020,5,ESTACION CHAPALITA,1,3,3
11020,6,ESTACION SAN JUAN BOSCO,1,2,2
11020,7,ESTACION PANORAMA,1,3,3
11020,8,ESTACION SANTA CROCCE,2,NA,NA
11020,9,ESTACION ECHEVESTE,1,1,1
11020,10,ESTACION AMAZONAS,2,NA,NA
11020,11,ESTACION LA SANDIA,2,NA,NA
11020,12,ESTACION NUEVO VALLE,2,NA,NA
11020,13,ESTACION DUARTE,2,NA,NA
11020,14,ESTACION SANTA ANA DEL CONDE,2,NA,NA
11020,15,ESTACION NUEVO MILENIO,1,4,4
11020,16,ESTACION LOZA DE LOS PADRES,2,NA,NA
11020,17,ESTACION SANTA ROSA PLAN DE AYALA,2,NA,NA
11020,18,ESTACION MARACAIBO,1,3,3
11020,19,ESTACION VALLE DE SAN JOSE,2,NA,NA
11020,20,ESTACION LA MARTINICA,1,2,2
11020,21,ESTACION VALLE DE SEÑORA,2,NA,NA
11020,22,ESTACION ANDRADE,2,NA,NA
11020,23,ESTACION HOSPITAL REGIONAL GENERAL DE LEON 20 DE ENERO,2,NA,NA
11020,24,ESTACION VALLE DE LA LUZ,2,NA,NA
11020,25,ESTACION CALVARIO,2,NA,NA
11020,26,ESTACION LEON MODERNO,2,NA,NA
11020,27,ESTACION SAN JUAN DE ABAJO,2,NA,NA
11020,28,ESTACION SAN FRANCISCO,2,NA,NA
11020,29,ESTACION LA YESCA,2,NA,NA
11020,30,ESTACION TAURO,2,NA,NA
11020,31,ESTACION SAN JUAN DE DIOS,1,5,5
11020,32,ESTACION SAN MIGUEL,1,1,1
11020,33,ESTACION VILLAS DE SAN JUAN,1,2,2
11020,34,ESTACION MARAVILLAS,1,3,3
11020,35,ESTACION LEON I,2,NA,NA
11020,36,ESTACION LOS ANGELES,2,NA,NA
11020,37,ESTACION SAN PEDRO,2,NA,NA
11020,38,ESTACION SAN PEDRO DE LOS HERNANDEZ,2,NA,NA
11020,39,ESTACION VILLAS DE BARCELO,2,NA,NA
11020,40,ESTACION SANTA CECILIA,1,3,3
11020,41,ESTACION CARCAMOS,1,3,3
11020,42,ESTACION PARQUE MEXICO,1,3,3
11020,43,ESTACION CAMALEON,1,3,3
11020,44,ESTACION LIMONES,2,NA,NA
11021,1,BARANDILLA MUNICIPAL DE MOROLEON,1,6,6
11022,1,COMISARIA DE SEGURIDAD PUBLICA,1,9,9
11023,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO TRANSPORTE Y PROTECCION CIVIL,1,3,3
11023,2,SUBCOMANDANCIA SANTA ANA PACUECO,1,1,1
11024,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2
11025,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y TRANSPORTE MUNICIPAL,1,46,46
11026,1,SISTEMA DE SEGURIDAD PUBLICA DEL MUNICIPIO DE ROMITA,1,10,10
11027,1,COMPLEJO INTEGRAL DE SEGURIDAD,1,40,40
11028,1,DIRECCION DE SEGURIDAD MOVILIDAD Y TRANSPORTE PUBLICO MUNICIPAL,1,34,25
11029,1,DIRECCION DE SEGURIDAD PUBLICA Y MOVILIDAD,1,20,20
11030,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,29,29
11031,1,DIRECCION DE SEGURIDAD CIUDADANA TRANSITO Y VIALIDAD,1,68,68
11032,1,DIRECCION DE SEGURIDAD PUBLICA DE SAN JOSE ITURBIDE,1,10,10
11033,1,DIRECCION DE SEGURIDAD PUBLICA,1,20,20
11034,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,3,3
11035,1,NO APLICA,0,NA,NA
11036,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA,1,4,4
11037,1,PENTAGONO,1,30,30
11038,1,NO APLICA,0,NA,NA
11039,1,SEGURIDAD PUBLICA,1,10,10
11040,1,DIRECCION DE SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,1,6,6
11041,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,19,19
11042,1,COMISARIA DE SEGURIDAD PUBLICA DE VALLE DE SANTIAGO,1,2,1
11043,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,5,5
11044,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
11045,1,SEGURIDAD PUBLICA XICHU,1,2,2
11046,1,COMISARIA DE SEGURIDAD PUBLICA MUNICIPAL,1,8,8
11046,2,COMANDO 1 CERANO,2,NA,NA
11046,3,COMANDANCIA MODULO DE INFORMACION,2,NA,NA
11046,4,COMANDO 8,2,NA,NA
12001,1,NO APLICA,0,NA,NA
12002,1,COMANDANCIA DE AHUACUOTZINGO,1,1,1
12003,1,NO APLICA,0,NA,NA
12004,1,COMANDANCIA MUNICIPAL,1,1,1
12005,1,COMANDANCIA MUNICIPAL ALPOYECA,2,NA,NA
12006,1,NO APLICA,0,NA,NA
12007,1,COMANDANCIA MUNICIPAL,1,1,1
12008,1,ATENANGO DEL RIO,1,1,1
12009,1,COMANDANCIA DE ATLAMAJALCINGO DEL MONTE,2,NA,NA
12010,1,COMANDANCIA MUNICIPAL ATLIXTAC,1,1,1
12011,1,COMANDANCIA POLICIA PREVENTIVA MUNICIPAL,1,3,2
12012,1,COMISION DE SEGURIDAD PUBLICA,1,1,1
12013,1,COMANDANCIA MUNICIPAL DE AZOYU,1,1,1
12014,1,COMANDANCIA MUNICIPAL DE BENITO JUAREZ,1,1,1
12015,1,COMANDANCIA,1,2,2
12016,1,COMANDANCIA MUNICIPAL DE COAHUAYUTLA,2,NA,NA
12017,1,NO APLICA,0,NA,NA
12018,1,COMANDANCIA DE POLICIA COPALA,1,1,1
12019,1,COMANDANCIA MUNICIPAL,2,NA,NA
12020,1,COMANDANCIA,1,1,1
12021,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,3,3
12022,1,COMANDANCIA MUNICIPAL,1,1,1
12023,1,COMANDANCIA MUNICIPAL DE CUAJINICUILAPA,1,1,1
12024,1,COMANDANCIA MUNICIPAL DE CUALAC,1,1,1
12025,1,COMANDANCIA MUNICIPAL DE CUAUTEPEC,1,1,0
12026,1,NO APLICA,0,NA,NA
12027,1,NO APLICA,0,NA,NA
12028,1,SECRETARIA DE SEGURIDAD PUBLICA,1,7,4
12029,1,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA MUNICIPAL,1,23,23
12030,1,COMANDANCIA MUNICIPAL DE FLORENCIO VILLARREAL,1,1,1
12031,1,COMANDANCIA MUNICIPAL,2,NA,NA
12032,1,COMANDANCIA MUNICIPAL,1,1,0
12033,1,COMANDANCIA DE HUAMUXTITLAN,1,1,1
12034,1,COMANDANCIA MUNICIPAL,1,3,1
12035,1,NO APLICA,0,NA,NA
12036,1,COMANDANCIA MUNICIPAL DE IGUALAPA,1,1,1
12037,1,COMANDANCIA DE IXCATEOPAN,1,1,1
12038,1,COMANDANCIA DE SEGURIDAD PUBLICA,1,22,22
12039,1,COMANDANCIA MUNICIPAL DE JUAN R ESCUDERO,1,5,5
12040,1,COMANDANCIA DE LA POLICIA MUNICIPAL DE LEONARDO BRAVO,1,2,1
12041,1,COMANDANCIA MUNICIPAL,1,1,1
12042,1,COMANDANCIA DEL HONORABLE AYUNTAMIENTO,1,1,1
12043,1,COMANDANCIA MUNICIPAL,1,1,0
12044,1,COMANDANCIA MUNICIPAL,1,2,2
12045,1,COMANDANCIA MUNICIPAL DE OLINALA,1,2,2
12046,1,COMANDANCIA MUNICIPAL DE LA POLICIA PREVENTIVA DE OMETEPEC,1,2,2
12047,1,NO APLICA,0,NA,NA
12048,1,COMANDANCIA MUNICIPAL DE PETATLAN,1,5,5
12049,1,COMANDANCIA DE POLICIA MUNICIPAL,1,1,1
12050,1,SEGURIDAD PUBLICA MUNICIPAL,1,2,2
12051,1,COMANDANCIA MUNICIPAL,1,3,3
12052,1,NO APLICA,0,NA,NA
12053,1,COMANDANCIA DE LA POLICIA PREVENTIVA MUNICIPAL,1,2,2
12054,1,SEGURIDAD PUBLICA MUNICIPAL,1,2,1
12055,1,DIRECCION DE POLICIA PREVENTIVA,1,11,11
12056,1,COMANDANCIA MUNICIPAL DE TECOANAPA,1,1,1
12057,1,COMANDANCIA MUNICIPAL DE TECPAN DE GALEANA,1,2,2
12058,1,NO APLICA,0,NA,NA
12059,1,COMANDANCIA MUNICIPAL DE SEGURIDAD PUBLICA DE TEPECOACUILCO DE TRUJANO,1,2,2
12060,1,COMANDANCIA DE POLICIA,2,NA,NA
12061,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE TIXTLA DE GUERRERO GUERRERO,1,8,8
12062,1,COMANDANCIA MUNICIPAL DE TLACOACHISTLAHUACA,1,1,1
12063,1,COMANDANCIA MUNICIPAL,2,NA,NA
12064,1,COMANDANCIA TLALCHAPA,1,1,1
12065,1,COMANDANCIA MUNICIPAL TLALIXTAQUILLA DE MALDONADO,1,1,1
12066,1,COMANDANCIA DEL AYUNTAMIENTO MUNICIPAL,1,2,2
12067,1,COMANDANCIA MUNICIPAL,1,1,1
12068,1,COMANDANCIA MUNICIPAL DE LA UNION,1,3,2
12068,2,COMISARIA MUNICIPAL DE PETACALCO,2,NA,NA
12069,1,NO APLICA,0,NA,NA
12070,1,COMANDANCIA DE XOCHIHUEHUETLAN,1,1,1
12071,1,COMANDANCIA MUNICIPAL DE XOCHISTLAHUACA,1,1,1
12072,1,COMANDANCIA DE ZAPOTITLAN TABLAS,1,1,1
12073,1,NO APLICA,0,NA,NA
12074,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
12075,1,NO APLICA,0,NA,NA
12076,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,1
12077,1,COMANDANCIA MUNICIPAL DE MARQUELIA,1,1,1
12078,1,COMANDANCIA DE COCHOAPA,1,1,0
12079,1,COMANDANCIA HUEYCANTENANGO,1,2,2
12080,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
12081,1,COMANDANCIA MUNICIPAL,1,1,1
12082,1,NO APLICA,0,NA,NA
12083,1,NO APLICA,0,NA,NA
12084,1,NO APLICA,0,NA,NA
12085,1,NO APLICA,0,NA,NA
13001,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
13002,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
13003,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,14,14
13004,1,DIRECCION DE SEGURIDAD PUBLICA,1,3,3
13005,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
13006,1,SEGURIDAD PUBLICA,1,1,1
13007,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD MUNICIPAL,1,3,3
13008,1,DIRECCION DE SEGURIDAD PUBLICA,1,4,4
13008,2,COMANDANCIA,1,1,1
13009,1,SEGURIDAD PUBLICA EL ARENAL,1,1,1
13010,1,DIRECCION DE SEGURIDAD PUBLICA,1,4,4
13011,1,COMANDANCIA MUNICIPAL DE ATLAPEXCO,1,1,1
13012,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
13013,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,9,9
13013,2,AREA DE RETENCION PRIMARIA,1,1,1
13014,1,COMANDANCIA,1,1,1
13015,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE CARDONAL HIDALGO,1,3,3
13016,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,8,8
13017,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,4,4
13018,1,COMANDANCIA DE SANTA ANA,2,NA,NA
13018,2,COMANDANCIA DE CHAPULHUACAN,1,1,1
13019,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD MUNICIPAL DE CHILCUAUTLA,1,3,3
13020,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1
13021,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,3,3
13022,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,3,3
13023,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE FRANCISCO I MADERO,1,2,2
13024,1,COMANDANCIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL DE HUASCA DE OCAMPO,1,2,2
13025,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,1
13026,1,COMANDANCIA MUNICIPAL DE HUAZALINGO,1,1,1
13027,1,SEGURIDAD PUBLICA Y TRANSITO DE HUEHUETLA,1,1,1
13028,1,DIRECCION GENERAL DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,10,10
13029,1,PALACIO MUNICIPAL,1,1,1
13029,2,CONOS,1,3,3
13030,1,SECRETARIA DE SEGURIDAD PUBLICA,1,9,8
13030,2,CENTRO DE PROFESIONALIZACION,2,NA,NA
13031,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1
13032,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1
13033,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
13034,1,COMANDANCIA DE LOLOTLA,1,1,1
13035,1,COMANDANCIA SEGURIDAD PUBLICA,1,3,2
13036,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1
13037,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
13037,2,CASETA FONTEZUELAS,2,NA,NA
13038,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
13039,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,4,4
13040,1,COMANDANCIA MUNICIPAL DE LA MISION,1,1,1
13041,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,3,2
13042,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
13043,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1
13044,1,COMANDANCIA MUNICIPAL,1,5,4
13045,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
13046,1,COMANDANCIA MUNICIPAL DE SAN FELIPE ORIZATLAN,1,2,2
13047,1,COMANDANCIA DE POLICIA DE PACULA,1,2,2
13048,1,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD,1,146,142
13049,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,1,1,1
13050,1,SEGURIDAD PUBLICA Y TRANSITO,1,2,2
13051,1,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,31,31
13052,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,3,3
13053,1,SEGURIDAD PUBLICA,1,2,1
13054,1,COMANDANCIA DE SEGURIDAD PUBLICA SAN SALVADOR,1,2,2
13055,1,COMANDANCIA DE SEGURIDAD PUBLICA EN EL AYUNTAMIENTO,1,3,3
13056,1,NO APLICA,0,NA,NA
13057,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
13058,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,1,1
13059,1,DIRECCION DE SEGURIDAD PUBLICA,1,2,2
13060,1,COMANDANCIA MUNICIPAL,1,3,3
13061,1,SEGURIDAD PUBLICA MUNICIPAL,1,4,4
13062,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
13063,1,SECRETARIA DE SEGURIDAD PUBLICA,1,12,12
13064,1,COMANDANCIA,1,1,1
13065,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,3,3
13066,1,DIRECCION DE SEGURIDAD PUBLICA,1,1,1
13066,2,SUBCOMANDANCIA JUAREZ,2,NA,NA
13067,1,DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO,1,4,4
13068,1,SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,1,2,2
13069,1,COMANDANCIA GENERAL DE SECRETARIA DE SEGURIDAD CIUDADANA,1,21,21
13069,2,COMANDANCIA UNIDAD 1340,2,NA,NA
