ubicageo_f,rangedad_i,sexostt,sexos1,sexos2,sexos3,sexosne
20412,12,NA,NA,NA,NA,
20412,13,NA,NA,NA,NA,
20412,91,,,,,
20412,92,,,,,
20412,99,,,,,
20413,1,0,0,0,0,
20413,2,0,0,0,0,
20413,3,0,0,0,0,
20413,4,0,0,0,0,
20413,5,1,0,1,0,
20413,6,1,0,1,0,
20413,7,0,0,0,0,
20413,8,1,0,1,0,
20413,9,1,1,0,0,
20413,10,0,0,0,0,
20413,11,1,1,0,0,
20413,12,0,0,0,0,
20413,13,0,0,0,0,
20413,91,,,,,
20413,92,,,,,
20413,99,,,,,
20414,1,NA,NA,NA,NA,
20414,2,NA,NA,NA,NA,
20414,3,NA,NA,NA,NA,
20414,4,NA,NA,NA,NA,
20414,5,NA,NA,NA,NA,
20414,6,NA,NA,NA,NA,
20414,7,NA,NA,NA,NA,
20414,8,NA,NA,NA,NA,
20414,9,NA,NA,NA,NA,
20414,10,NA,NA,NA,NA,
20414,11,NA,NA,NA,NA,
20414,12,NA,NA,NA,NA,
20414,13,NA,NA,NA,NA,
20414,91,,,,,
20414,92,,,,,
20414,99,,,,,
20415,1,NA,NA,NA,NA,
20415,2,NA,NA,NA,NA,
20415,3,NA,NA,NA,NA,
20415,4,NA,NA,NA,NA,
20415,5,NA,NA,NA,NA,
20415,6,NA,NA,NA,NA,
20415,7,NA,NA,NA,NA,
20415,8,NA,NA,NA,NA,
20415,9,NA,NA,NA,NA,
20415,10,NA,NA,NA,NA,
20415,11,NA,NA,NA,NA,
20415,12,NA,NA,NA,NA,
20415,13,NA,NA,NA,NA,
20415,91,,,,,
20415,92,,,,,
20415,99,,,,,
20416,1,NA,NA,NA,NA,
20416,2,NA,NA,NA,NA,
20416,3,NA,NA,NA,NA,
20416,4,NA,NA,NA,NA,
20416,5,NA,NA,NA,NA,
20416,6,NA,NA,NA,NA,
20416,7,NA,NA,NA,NA,
20416,8,NA,NA,NA,NA,
20416,9,NA,NA,NA,NA,
20416,10,NA,NA,NA,NA,
20416,11,NA,NA,NA,NA,
20416,12,NA,NA,NA,NA,
20416,13,NA,NA,NA,NA,
20416,91,,,,,
20416,92,,,,,
20416,99,,,,,
20417,1,0,0,0,0,
20417,2,0,0,0,0,
20417,3,0,0,0,0,
20417,4,0,0,0,0,
20417,5,4,4,0,0,
20417,6,0,0,0,0,
20417,7,0,0,0,0,
20417,8,0,0,0,0,
20417,9,1,1,0,0,
20417,10,2,0,2,0,
20417,11,0,0,0,0,
20417,12,0,0,0,0,
20417,13,0,0,0,0,
20417,91,,,,,
20417,92,,,,,
20417,99,,,,,
20418,1,NA,NA,NA,NA,
20418,2,NA,NA,NA,NA,
20418,3,NA,NA,NA,NA,
20418,4,NA,NA,NA,NA,
20418,5,NA,NA,NA,NA,
20418,6,NA,NA,NA,NA,
20418,7,NA,NA,NA,NA,
20418,8,NA,NA,NA,NA,
20418,9,NA,NA,NA,NA,
20418,10,NA,NA,NA,NA,
20418,11,NA,NA,NA,NA,
20418,12,NA,NA,NA,NA,
20418,13,NA,NA,NA,NA,
20418,91,,,,,
20418,92,,,,,
20418,99,,,,,
20419,1,NA,NA,NA,NA,
20419,2,NA,NA,NA,NA,
20419,3,NA,NA,NA,NA,
20419,4,NA,NA,NA,NA,
20419,5,NA,NA,NA,NA,
20419,6,NA,NA,NA,NA,
20419,7,NA,NA,NA,NA,
20419,8,NA,NA,NA,NA,
20419,9,NA,NA,NA,NA,
20419,10,NA,NA,NA,NA,
20419,11,NA,NA,NA,NA,
20419,12,NA,NA,NA,NA,
20419,13,NA,NA,NA,NA,
20419,91,,,,,
20419,92,,,,,
20419,99,,,,,
20420,1,NA,NA,NA,NA,
20420,2,NA,NA,NA,NA,
20420,3,NA,NA,NA,NA,
20420,4,NA,NA,NA,NA,
20420,5,NA,NA,NA,NA,
20420,6,NA,NA,NA,NA,
20420,7,NA,NA,NA,NA,
20420,8,NA,NA,NA,NA,
20420,9,NA,NA,NA,NA,
20420,10,NA,NA,NA,NA,
20420,11,NA,NA,NA,NA,
20420,12,NA,NA,NA,NA,
20420,13,NA,NA,NA,NA,
20420,91,,,,,
20420,92,,,,,
20420,99,,,,,
20421,1,NA,NA,NA,NA,
20421,2,NA,NA,NA,NA,
20421,3,NA,NA,NA,NA,
20421,4,NA,NA,NA,NA,
20421,5,NA,NA,NA,NA,
20421,6,NA,NA,NA,NA,
20421,7,NA,NA,NA,NA,
20421,8,NA,NA,NA,NA,
20421,9,NA,NA,NA,NA,
20421,10,NA,NA,NA,NA,
20421,11,NA,NA,NA,NA,
20421,12,NA,NA,NA,NA,
20421,13,NA,NA,NA,NA,
20421,91,,,,,
20421,92,,,,,
20421,99,,,,,
20422,1,NA,NA,NA,NA,
20422,2,NA,NA,NA,NA,
20422,3,NA,NA,NA,NA,
20422,4,NA,NA,NA,NA,
20422,5,NA,NA,NA,NA,
20422,6,NA,NA,NA,NA,
20422,7,NA,NA,NA,NA,
20422,8,NA,NA,NA,NA,
20422,9,NA,NA,NA,NA,
20422,10,NA,NA,NA,NA,
20422,11,NA,NA,NA,NA,
20422,12,NA,NA,NA,NA,
20422,13,NA,NA,NA,NA,
20422,91,,,,,
20422,92,,,,,
20422,99,,,,,
20423,1,NA,NA,NA,NA,
20423,2,NA,NA,NA,NA,
20423,3,NA,NA,NA,NA,
20423,4,NA,NA,NA,NA,
20423,5,NA,NA,NA,NA,
20423,6,NA,NA,NA,NA,
20423,7,NA,NA,NA,NA,
20423,8,NA,NA,NA,NA,
20423,9,NA,NA,NA,NA,
20423,10,NA,NA,NA,NA,
20423,11,NA,NA,NA,NA,
20423,12,NA,NA,NA,NA,
20423,13,NA,NA,NA,NA,
20423,91,,,,,
20423,92,,,,,
20423,99,,,,,
20424,1,NA,NA,NA,NA,
20424,2,NA,NA,NA,NA,
20424,3,NA,NA,NA,NA,
20424,4,NA,NA,NA,NA,
20424,5,NA,NA,NA,NA,
20424,6,NA,NA,NA,NA,
20424,7,NA,NA,NA,NA,
20424,8,NA,NA,NA,NA,
20424,9,NA,NA,NA,NA,
20424,10,NA,NA,NA,NA,
20424,11,NA,NA,NA,NA,
20424,12,NA,NA,NA,NA,
20424,13,NA,NA,NA,NA,
20424,91,,,,,
20424,92,,,,,
20424,99,,,,,
20425,1,0,0,0,0,
20425,2,0,0,0,0,
20425,3,0,0,0,0,
20425,4,0,0,0,0,
20425,5,0,0,0,0,
20425,6,0,0,0,0,
20425,7,0,0,0,0,
20425,8,0,0,0,0,
20425,9,0,0,0,0,
20425,10,1,1,0,0,
20425,11,0,0,0,0,
20425,12,0,0,0,0,
20425,13,0,0,0,0,
20425,91,,,,,
20425,92,,,,,
20425,99,,,,,
20426,1,0,0,0,0,
20426,2,0,0,0,0,
20426,3,0,0,0,0,
20426,4,0,0,0,0,
20426,5,0,0,0,0,
20426,6,1,1,0,0,
20426,7,1,1,0,0,
20426,8,0,0,0,0,
20426,9,0,0,0,0,
20426,10,0,0,0,0,
20426,11,0,0,0,0,
20426,12,0,0,0,0,
20426,13,0,0,0,0,
20426,91,,,,,
20426,92,,,,,
20426,99,,,,,
20427,1,NA,NA,NA,NA,
20427,2,NA,NA,NA,NA,
20427,3,NA,NA,NA,NA,
20427,4,NA,NA,NA,NA,
20427,5,NA,NA,NA,NA,
20427,6,NA,NA,NA,NA,
20427,7,NA,NA,NA,NA,
20427,8,NA,NA,NA,NA,
20427,9,NA,NA,NA,NA,
20427,10,NA,NA,NA,NA,
20427,11,NA,NA,NA,NA,
20427,12,NA,NA,NA,NA,
20427,13,NA,NA,NA,NA,
20427,91,,,,,
20427,92,,,,,
20427,99,,,,,
20428,1,NA,NA,NA,NA,
20428,2,NA,NA,NA,NA,
20428,3,NA,NA,NA,NA,
20428,4,NA,NA,NA,NA,
20428,5,NA,NA,NA,NA,
20428,6,NA,NA,NA,NA,
20428,7,NA,NA,NA,NA,
20428,8,NA,NA,NA,NA,
20428,9,NA,NA,NA,NA,
20428,10,NA,NA,NA,NA,
20428,11,NA,NA,NA,NA,
20428,12,NA,NA,NA,NA,
20428,13,NA,NA,NA,NA,
20428,91,,,,,
20428,92,,,,,
20428,99,,,,,
20429,1,NA,NA,NA,NA,
20429,2,NA,NA,NA,NA,
20429,3,NA,NA,NA,NA,
20429,4,NA,NA,NA,NA,
20429,5,NA,NA,NA,NA,
20429,6,NA,NA,NA,NA,
20429,7,NA,NA,NA,NA,
20429,8,NA,NA,NA,NA,
20429,9,NA,NA,NA,NA,
20429,10,NA,NA,NA,NA,
20429,11,NA,NA,NA,NA,
20429,12,NA,NA,NA,NA,
20429,13,NA,NA,NA,NA,
20429,91,,,,,
20429,92,,,,,
20429,99,,,,,
20430,1,NA,NA,NA,NA,
20430,2,NA,NA,NA,NA,
20430,3,NA,NA,NA,NA,
20430,4,NA,NA,NA,NA,
20430,5,NA,NA,NA,NA,
20430,6,NA,NA,NA,NA,
20430,7,NA,NA,NA,NA,
20430,8,NA,NA,NA,NA,
20430,9,NA,NA,NA,NA,
20430,10,NA,NA,NA,NA,
20430,11,NA,NA,NA,NA,
20430,12,NA,NA,NA,NA,
20430,13,NA,NA,NA,NA,
20430,91,,,,,
20430,92,,,,,
20430,99,,,,,
20431,1,NA,NA,NA,NA,
20431,2,NA,NA,NA,NA,
20431,3,NA,NA,NA,NA,
20431,4,NA,NA,NA,NA,
20431,5,NA,NA,NA,NA,
20431,6,NA,NA,NA,NA,
20431,7,NA,NA,NA,NA,
20431,8,NA,NA,NA,NA,
20431,9,NA,NA,NA,NA,
20431,10,NA,NA,NA,NA,
20431,11,NA,NA,NA,NA,
20431,12,NA,NA,NA,NA,
20431,13,NA,NA,NA,NA,
20431,91,,,,,
20431,92,,,,,
20431,99,,,,,
20432,1,NA,NA,NA,NA,
20432,2,NA,NA,NA,NA,
20432,3,NA,NA,NA,NA,
20432,4,NA,NA,NA,NA,
20432,5,NA,NA,NA,NA,
20432,6,NA,NA,NA,NA,
20432,7,NA,NA,NA,NA,
20432,8,NA,NA,NA,NA,
20432,9,NA,NA,NA,NA,
20432,10,NA,NA,NA,NA,
20432,11,NA,NA,NA,NA,
20432,12,NA,NA,NA,NA,
20432,13,NA,NA,NA,NA,
20432,91,,,,,
20432,92,,,,,
20432,99,,,,,
20433,1,NA,NA,NA,NA,
20433,2,NA,NA,NA,NA,
20433,3,NA,NA,NA,NA,
20433,4,NA,NA,NA,NA,
20433,5,NA,NA,NA,NA,
20433,6,NA,NA,NA,NA,
20433,7,NA,NA,NA,NA,
20433,8,NA,NA,NA,NA,
20433,9,NA,NA,NA,NA,
20433,10,NA,NA,NA,NA,
20433,11,NA,NA,NA,NA,
20433,12,NA,NA,NA,NA,
20433,13,NA,NA,NA,NA,
20433,91,,,,,
20433,92,,,,,
20433,99,,,,,
20434,1,NA,NA,NA,NA,
20434,2,NA,NA,NA,NA,
20434,3,NA,NA,NA,NA,
20434,4,NA,NA,NA,NA,
20434,5,NA,NA,NA,NA,
20434,6,NA,NA,NA,NA,
20434,7,NA,NA,NA,NA,
20434,8,NA,NA,NA,NA,
20434,9,NA,NA,NA,NA,
20434,10,NA,NA,NA,NA,
20434,11,NA,NA,NA,NA,
20434,12,NA,NA,NA,NA,
20434,13,NA,NA,NA,NA,
20434,91,,,,,
20434,92,,,,,
20434,99,,,,,
20435,1,NA,NA,NA,NA,
20435,2,NA,NA,NA,NA,
20435,3,NA,NA,NA,NA,
20435,4,NA,NA,NA,NA,
20435,5,NA,NA,NA,NA,
20435,6,NA,NA,NA,NA,
20435,7,NA,NA,NA,NA,
20435,8,NA,NA,NA,NA,
20435,9,NA,NA,NA,NA,
20435,10,NA,NA,NA,NA,
20435,11,NA,NA,NA,NA,
20435,12,NA,NA,NA,NA,
20435,13,NA,NA,NA,NA,
20435,91,,,,,
20435,92,,,,,
20435,99,,,,,
20436,1,0,0,0,0,
20436,2,0,0,0,0,
20436,3,0,0,0,0,
20436,4,0,0,0,0,
20436,5,0,0,0,0,
20436,6,0,0,0,0,
20436,7,0,0,0,0,
20436,8,1,1,0,0,
20436,9,0,0,0,0,
20436,10,0,0,0,0,
20436,11,0,0,0,0,
20436,12,0,0,0,0,
20436,13,0,0,0,0,
20436,91,,,,,
20436,92,,,,,
20436,99,,,,,
20437,1,NA,NA,NA,NA,
20437,2,NA,NA,NA,NA,
20437,3,NA,NA,NA,NA,
20437,4,NA,NA,NA,NA,
20437,5,NA,NA,NA,NA,
20437,6,NA,NA,NA,NA,
20437,7,NA,NA,NA,NA,
20437,8,NA,NA,NA,NA,
20437,9,NA,NA,NA,NA,
20437,10,NA,NA,NA,NA,
20437,11,NA,NA,NA,NA,
20437,12,NA,NA,NA,NA,
20437,13,NA,NA,NA,NA,
20437,91,,,,,
20437,92,,,,,
20437,99,,,,,
20438,1,NA,NA,NA,NA,
20438,2,NA,NA,NA,NA,
20438,3,NA,NA,NA,NA,
20438,4,NA,NA,NA,NA,
20438,5,NA,NA,NA,NA,
20438,6,NA,NA,NA,NA,
20438,7,NA,NA,NA,NA,
20438,8,NA,NA,NA,NA,
20438,9,NA,NA,NA,NA,
20438,10,NA,NA,NA,NA,
20438,11,NA,NA,NA,NA,
20438,12,NA,NA,NA,NA,
20438,13,NA,NA,NA,NA,
20438,91,,,,,
20438,92,,,,,
20438,99,,,,,
20439,1,0,0,0,0,
20439,2,0,0,0,0,
20439,3,0,0,0,0,
20439,4,0,0,0,0,
20439,5,0,0,0,0,
20439,6,0,0,0,0,
20439,7,6,6,0,0,
20439,8,0,0,0,0,
20439,9,0,0,0,0,
20439,10,0,0,0,0,
20439,11,0,0,0,0,
20439,12,0,0,0,0,
20439,13,0,0,0,0,
20439,91,,,,,
20439,92,,,,,
20439,99,,,,,
20440,1,NA,NA,NA,NA,
20440,2,NA,NA,NA,NA,
20440,3,NA,NA,NA,NA,
20440,4,NA,NA,NA,NA,
20440,5,NA,NA,NA,NA,
20440,6,NA,NA,NA,NA,
20440,7,NA,NA,NA,NA,
20440,8,NA,NA,NA,NA,
20440,9,NA,NA,NA,NA,
20440,10,NA,NA,NA,NA,
20440,11,NA,NA,NA,NA,
20440,12,NA,NA,NA,NA,
20440,13,NA,NA,NA,NA,
20440,91,,,,,
20440,92,,,,,
20440,99,,,,,
20441,1,0,0,0,0,
20441,2,0,0,0,0,
20441,3,0,0,0,0,
20441,4,2,2,0,0,
20441,5,1,1,0,0,
20441,6,0,0,0,0,
20441,7,0,0,0,0,
20441,8,0,0,0,0,
20441,9,0,0,0,0,
20441,10,0,0,0,0,
20441,11,0,0,0,0,
20441,12,0,0,0,0,
20441,13,0,0,0,0,
20441,91,,,,,
20441,92,,,,,
20441,99,,,,,
20442,1,NA,NA,NA,NA,
20442,2,NA,NA,NA,NA,
20442,3,NA,NA,NA,NA,
20442,4,NA,NA,NA,NA,
20442,5,NA,NA,NA,NA,
20442,6,NA,NA,NA,NA,
20442,7,NA,NA,NA,NA,
20442,8,NA,NA,NA,NA,
20442,9,NA,NA,NA,NA,
20442,10,NA,NA,NA,NA,
20442,11,NA,NA,NA,NA,
20442,12,NA,NA,NA,NA,
20442,13,NA,NA,NA,NA,
20442,91,,,,,
20442,92,,,,,
20442,99,,,,,
20443,1,NA,NA,NA,NA,
20443,2,NA,NA,NA,NA,
20443,3,NA,NA,NA,NA,
20443,4,NA,NA,NA,NA,
20443,5,NA,NA,NA,NA,
20443,6,NA,NA,NA,NA,
20443,7,NA,NA,NA,NA,
20443,8,NA,NA,NA,NA,
20443,9,NA,NA,NA,NA,
20443,10,NA,NA,NA,NA,
20443,11,NA,NA,NA,NA,
20443,12,NA,NA,NA,NA,
20443,13,NA,NA,NA,NA,
20443,91,,,,,
20443,92,,,,,
20443,99,,,,,
20444,1,NA,NA,NA,NA,
20444,2,NA,NA,NA,NA,
20444,3,NA,NA,NA,NA,
20444,4,NA,NA,NA,NA,
20444,5,NA,NA,NA,NA,
20444,6,NA,NA,NA,NA,
20444,7,NA,NA,NA,NA,
20444,8,NA,NA,NA,NA,
20444,9,NA,NA,NA,NA,
20444,10,NA,NA,NA,NA,
20444,11,NA,NA,NA,NA,
20444,12,NA,NA,NA,NA,
20444,13,NA,NA,NA,NA,
20444,91,,,,,
20444,92,,,,,
20444,99,,,,,
20445,1,NA,NA,NA,NA,
20445,2,NA,NA,NA,NA,
20445,3,NA,NA,NA,NA,
20445,4,NA,NA,NA,NA,
20445,5,NA,NA,NA,NA,
20445,6,NA,NA,NA,NA,
20445,7,NA,NA,NA,NA,
20445,8,NA,NA,NA,NA,
20445,9,NA,NA,NA,NA,
20445,10,NA,NA,NA,NA,
20445,11,NA,NA,NA,NA,
20445,12,NA,NA,NA,NA,
20445,13,NA,NA,NA,NA,
20445,91,,,,,
20445,92,,,,,
20445,99,,,,,
20446,1,NA,NA,NA,NA,
20446,2,NA,NA,NA,NA,
20446,3,NA,NA,NA,NA,
20446,4,NA,NA,NA,NA,
20446,5,NA,NA,NA,NA,
20446,6,NA,NA,NA,NA,
20446,7,NA,NA,NA,NA,
20446,8,NA,NA,NA,NA,
20446,9,NA,NA,NA,NA,
20446,10,NA,NA,NA,NA,
20446,11,NA,NA,NA,NA,
20446,12,NA,NA,NA,NA,
20446,13,NA,NA,NA,NA,
20446,91,,,,,
20446,92,,,,,
20446,99,,,,,
20447,1,0,0,0,0,
20447,2,0,0,0,0,
20447,3,0,0,0,0,
20447,4,0,0,0,0,
20447,5,2,2,0,0,
20447,6,1,1,0,0,
20447,7,0,0,0,0,
20447,8,0,0,0,0,
20447,9,0,0,0,0,
20447,10,0,0,0,0,
20447,11,0,0,0,0,
20447,12,0,0,0,0,
20447,13,0,0,0,0,
20447,91,,,,,
20447,92,,,,,
20447,99,,,,,
20448,1,NA,NA,NA,NA,
20448,2,NA,NA,NA,NA,
20448,3,NA,NA,NA,NA,
20448,4,NA,NA,NA,NA,
20448,5,NA,NA,NA,NA,
20448,6,NA,NA,NA,NA,
20448,7,NA,NA,NA,NA,
20448,8,NA,NA,NA,NA,
20448,9,NA,NA,NA,NA,
20448,10,NA,NA,NA,NA,
20448,11,NA,NA,NA,NA,
20448,12,NA,NA,NA,NA,
20448,13,NA,NA,NA,NA,
20448,91,,,,,
20448,92,,,,,
20448,99,,,,,
20449,1,NA,NA,NA,NA,
20449,2,NA,NA,NA,NA,
20449,3,NA,NA,NA,NA,
20449,4,NA,NA,NA,NA,
20449,5,NA,NA,NA,NA,
20449,6,NA,NA,NA,NA,
20449,7,NA,NA,NA,NA,
20449,8,NA,NA,NA,NA,
20449,9,NA,NA,NA,NA,
20449,10,NA,NA,NA,NA,
20449,11,NA,NA,NA,NA,
20449,12,NA,NA,NA,NA,
20449,13,NA,NA,NA,NA,
20449,91,,,,,
20449,92,,,,,
20449,99,,,,,
20450,1,0,0,0,0,
20450,2,0,0,0,0,
20450,3,0,0,0,0,
20450,4,0,0,0,0,
20450,5,0,0,0,0,
20450,6,1,1,0,0,
20450,7,2,2,0,0,
20450,8,0,0,0,0,
20450,9,0,0,0,0,
20450,10,0,0,0,0,
20450,11,0,0,0,0,
20450,12,0,0,0,0,
20450,13,0,0,0,0,
20450,91,,,,,
20450,92,,,,,
20450,99,,,,,
20451,1,NA,NA,NA,NA,
20451,2,NA,NA,NA,NA,
20451,3,NA,NA,NA,NA,
20451,4,NA,NA,NA,NA,
20451,5,NA,NA,NA,NA,
20451,6,NA,NA,NA,NA,
20451,7,NA,NA,NA,NA,
20451,8,NA,NA,NA,NA,
20451,9,NA,NA,NA,NA,
20451,10,NA,NA,NA,NA,
20451,11,NA,NA,NA,NA,
20451,12,NA,NA,NA,NA,
20451,13,NA,NA,NA,NA,
20451,91,,,,,
20451,92,,,,,
20451,99,,,,,
20452,1,0,0,0,0,
20452,2,0,0,0,0,
20452,3,0,0,0,0,
20452,4,0,0,0,0,
20452,5,1,1,0,0,
20452,6,0,0,0,0,
20452,7,0,0,0,0,
20452,8,0,0,0,0,
20452,9,0,0,0,0,
20452,10,0,0,0,0,
20452,11,0,0,0,0,
20452,12,0,0,0,0,
20452,13,0,0,0,0,
20452,91,,,,,
20452,92,,,,,
20452,99,,,,,
20453,1,NA,NA,NA,NA,
20453,2,NA,NA,NA,NA,
20453,3,NA,NA,NA,NA,
20453,4,NA,NA,NA,NA,
20453,5,NA,NA,NA,NA,
20453,6,NA,NA,NA,NA,
20453,7,NA,NA,NA,NA,
20453,8,NA,NA,NA,NA,
20453,9,NA,NA,NA,NA,
20453,10,NA,NA,NA,NA,
20453,11,NA,NA,NA,NA,
20453,12,NA,NA,NA,NA,
20453,13,NA,NA,NA,NA,
20453,91,,,,,
20453,92,,,,,
20453,99,,,,,
20454,1,NA,NA,NA,NA,
20454,2,NA,NA,NA,NA,
20454,3,NA,NA,NA,NA,
20454,4,NA,NA,NA,NA,
20454,5,NA,NA,NA,NA,
20454,6,NA,NA,NA,NA,
20454,7,NA,NA,NA,NA,
20454,8,NA,NA,NA,NA,
20454,9,NA,NA,NA,NA,
20454,10,NA,NA,NA,NA,
20454,11,NA,NA,NA,NA,
20454,12,NA,NA,NA,NA,
20454,13,NA,NA,NA,NA,
20454,91,,,,,
20454,92,,,,,
20454,99,,,,,
20455,1,NA,NA,NA,NA,
20455,2,NA,NA,NA,NA,
20455,3,NA,NA,NA,NA,
20455,4,NA,NA,NA,NA,
20455,5,NA,NA,NA,NA,
20455,6,NA,NA,NA,NA,
20455,7,NA,NA,NA,NA,
20455,8,NA,NA,NA,NA,
20455,9,NA,NA,NA,NA,
20455,10,NA,NA,NA,NA,
20455,11,NA,NA,NA,NA,
20455,12,NA,NA,NA,NA,
20455,13,NA,NA,NA,NA,
20455,91,,,,,
20455,92,,,,,
20455,99,,,,,
20456,1,NA,NA,NA,NA,
20456,2,NA,NA,NA,NA,
20456,3,NA,NA,NA,NA,
20456,4,NA,NA,NA,NA,
20456,5,NA,NA,NA,NA,
20456,6,NA,NA,NA,NA,
20456,7,NA,NA,NA,NA,
20456,8,NA,NA,NA,NA,
20456,9,NA,NA,NA,NA,
20456,10,NA,NA,NA,NA,
20456,11,NA,NA,NA,NA,
20456,12,NA,NA,NA,NA,
20456,13,NA,NA,NA,NA,
20456,91,,,,,
20456,92,,,,,
20456,99,,,,,
20457,1,NA,NA,NA,NA,
20457,2,NA,NA,NA,NA,
20457,3,NA,NA,NA,NA,
20457,4,NA,NA,NA,NA,
20457,5,NA,NA,NA,NA,
20457,6,NA,NA,NA,NA,
20457,7,NA,NA,NA,NA,
20457,8,NA,NA,NA,NA,
20457,9,NA,NA,NA,NA,
20457,10,NA,NA,NA,NA,
20457,11,NA,NA,NA,NA,
20457,12,NA,NA,NA,NA,
20457,13,NA,NA,NA,NA,
20457,91,,,,,
20457,92,,,,,
20457,99,,,,,
20458,1,NA,NA,NA,NA,
20458,2,NA,NA,NA,NA,
20458,3,NA,NA,NA,NA,
20458,4,NA,NA,NA,NA,
20458,5,NA,NA,NA,NA,
20458,6,NA,NA,NA,NA,
20458,7,NA,NA,NA,NA,
20458,8,NA,NA,NA,NA,
20458,9,NA,NA,NA,NA,
20458,10,NA,NA,NA,NA,
20458,11,NA,NA,NA,NA,
20458,12,NA,NA,NA,NA,
20458,13,NA,NA,NA,NA,
20458,91,,,,,
20458,92,,,,,
20458,99,,,,,
20459,1,NA,NA,NA,NA,
20459,2,NA,NA,NA,NA,
20459,3,NA,NA,NA,NA,
20459,4,NA,NA,NA,NA,
20459,5,NA,NA,NA,NA,
20459,6,NA,NA,NA,NA,
20459,7,NA,NA,NA,NA,
20459,8,NA,NA,NA,NA,
20459,9,NA,NA,NA,NA,
20459,10,NA,NA,NA,NA,
20459,11,NA,NA,NA,NA,
20459,12,NA,NA,NA,NA,
20459,13,NA,NA,NA,NA,
20459,91,,,,,
20459,92,,,,,
20459,99,,,,,
20460,1,NA,NA,NA,NA,
20460,2,NA,NA,NA,NA,
20460,3,NA,NA,NA,NA,
20460,4,NA,NA,NA,NA,
20460,5,NA,NA,NA,NA,
20460,6,NA,NA,NA,NA,
20460,7,NA,NA,NA,NA,
20460,8,NA,NA,NA,NA,
20460,9,NA,NA,NA,NA,
20460,10,NA,NA,NA,NA,
20460,11,NA,NA,NA,NA,
20460,12,NA,NA,NA,NA,
20460,13,NA,NA,NA,NA,
20460,91,,,,,
20460,92,,,,,
20460,99,,,,,
20461,1,NA,NA,NA,NA,
20461,2,NA,NA,NA,NA,
20461,3,NA,NA,NA,NA,
20461,4,NA,NA,NA,NA,
20461,5,NA,NA,NA,NA,
20461,6,NA,NA,NA,NA,
20461,7,NA,NA,NA,NA,
20461,8,NA,NA,NA,NA,
20461,9,NA,NA,NA,NA,
20461,10,NA,NA,NA,NA,
20461,11,NA,NA,NA,NA,
20461,12,NA,NA,NA,NA,
20461,13,NA,NA,NA,NA,
20461,91,,,,,
20461,92,,,,,
20461,99,,,,,
20462,1,NA,NA,NA,NA,
20462,2,NA,NA,NA,NA,
20462,3,NA,NA,NA,NA,
20462,4,NA,NA,NA,NA,
20462,5,NA,NA,NA,NA,
20462,6,NA,NA,NA,NA,
20462,7,NA,NA,NA,NA,
20462,8,NA,NA,NA,NA,
20462,9,NA,NA,NA,NA,
20462,10,NA,NA,NA,NA,
20462,11,NA,NA,NA,NA,
20462,12,NA,NA,NA,NA,
20462,13,NA,NA,NA,NA,
20462,91,,,,,
20462,92,,,,,
20462,99,,,,,
20463,1,NA,NA,NA,NA,
20463,2,NA,NA,NA,NA,
20463,3,NA,NA,NA,NA,
20463,4,NA,NA,NA,NA,
20463,5,NA,NA,NA,NA,
20463,6,NA,NA,NA,NA,
20463,7,NA,NA,NA,NA,
20463,8,NA,NA,NA,NA,
20463,9,NA,NA,NA,NA,
20463,10,NA,NA,NA,NA,
20463,11,NA,NA,NA,NA,
20463,12,NA,NA,NA,NA,
20463,13,NA,NA,NA,NA,
20463,91,,,,,
20463,92,,,,,
20463,99,,,,,
20464,1,NA,NA,NA,NA,
20464,2,NA,NA,NA,NA,
20464,3,NA,NA,NA,NA,
20464,4,NA,NA,NA,NA,
20464,5,NA,NA,NA,NA,
20464,6,NA,NA,NA,NA,
20464,7,NA,NA,NA,NA,
20464,8,NA,NA,NA,NA,
20464,9,NA,NA,NA,NA,
20464,10,NA,NA,NA,NA,
20464,11,NA,NA,NA,NA,
20464,12,NA,NA,NA,NA,
20464,13,NA,NA,NA,NA,
20464,91,,,,,
20464,92,,,,,
20464,99,,,,,
20465,1,NA,NA,NA,NA,
20465,2,NA,NA,NA,NA,
20465,3,NA,NA,NA,NA,
20465,4,NA,NA,NA,NA,
20465,5,NA,NA,NA,NA,
20465,6,NA,NA,NA,NA,
20465,7,NA,NA,NA,NA,
20465,8,NA,NA,NA,NA,
20465,9,NA,NA,NA,NA,
20465,10,NA,NA,NA,NA,
20465,11,NA,NA,NA,NA,
20465,12,NA,NA,NA,NA,
20465,13,NA,NA,NA,NA,
20465,91,,,,,
20465,92,,,,,
20465,99,,,,,
20466,1,NA,NA,NA,NA,
20466,2,NA,NA,NA,NA,
20466,3,NA,NA,NA,NA,
20466,4,NA,NA,NA,NA,
20466,5,NA,NA,NA,NA,
20466,6,NA,NA,NA,NA,
20466,7,NA,NA,NA,NA,
20466,8,NA,NA,NA,NA,
20466,9,NA,NA,NA,NA,
20466,10,NA,NA,NA,NA,
20466,11,NA,NA,NA,NA,
20466,12,NA,NA,NA,NA,
20466,13,NA,NA,NA,NA,
20466,91,,,,,
20466,92,,,,,
20466,99,,,,,
20467,1,NA,NA,NA,NA,
20467,2,NA,NA,NA,NA,
20467,3,NA,NA,NA,NA,
20467,4,NA,NA,NA,NA,
20467,5,NA,NA,NA,NA,
20467,6,NA,NA,NA,NA,
20467,7,NA,NA,NA,NA,
20467,8,NA,NA,NA,NA,
