ubicageo_f,numeral,nombre1,totalca1
14008,99,NO ESPECIFICADO,
14009,1,CABINA DE SEGURIDAD PUBLICA MUNICIPAL,0
14009,99,NO ESPECIFICADO,
14010,1,NO APLICA,NA
14011,1,NO APLICA,NA
14012,1,NO APLICA,NA
14013,1,NO APLICA,NA
14014,1,NO APLICA,NA
14015,1,NO APLICA,NA
14016,1,NO APLICA,NA
14017,1,NO APLICA,NA
14018,1,NO APLICA,NA
14019,1,NO APLICA,NA
14020,1,NO APLICA,NA
14021,1,NO APLICA,NA
14022,1,NO APLICA,NA
14023,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA REGION SUR,NA
14023,99,NO ESPECIFICADO,
14024,1,CABINA DE RADIO,0
14024,99,NO ESPECIFICADO,
14025,1,CENTRO DE LLAMADAS,NA
14025,99,NO ESPECIFICADO,
14026,1,NO APLICA,NA
14027,1,NO APLICA,NA
14028,1,NO APLICA,NA
14029,1,NO APLICA,NA
14030,1,COMISARIA DE SEGURIDAD PUBLICA DE CHAPALA,0
14030,2,MODULO AJIJIC CHAPALA JALISCO,0
14030,3,MODULO ATOTONILQUILLO CHAPALA JALISCO,0
14030,99,NO ESPECIFICADO,
14031,1,DIRECCION DE SEGURIDAD PUBLICA,0
14031,99,NO ESPECIFICADO,
14032,1,COMANDANCIA,0
14032,99,NO ESPECIFICADO,
14033,1,SEGURIDAD PUBLICA MUNICIPAL,0
14033,99,NO ESPECIFICADO,
14034,1,NO APLICA,NA
14035,1,NO APLICA,NA
14036,1,NO APLICA,NA
14037,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA,NA
14037,99,NO ESPECIFICADO,
14038,1,NO APLICA,NA
14039,1,C5 GUADALAJARA,0
14039,99,NO ESPECIFICADO,
14040,1,NO APLICA,NA
14041,1,NO APLICA,NA
14042,1,NO APLICA,NA
14043,1,NO APLICA,NA
14044,1,CENTRO DE COMUNICACIONES DE SEGURIDAD PUBLICA,0
14044,99,NO ESPECIFICADO,
14045,1,NO APLICA,NA
14046,1,NO APLICA,NA
14047,1,CABINA CENTRAL,0
14047,99,NO ESPECIFICADO,
14048,1,NO APLICA,NA
14049,1,NO APLICA,NA
14050,1,NO APLICA,NA
14051,1,C2 JUANACATLAN,0
14051,99,NO ESPECIFICADO,
14052,1,NO APLICA,NA
14053,1,NO APLICA,NA
14054,1,NO APLICA,NA
14055,1,NO APLICA,NA
14056,1,NO APLICA,NA
14057,1,NO APLICA,NA
14058,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA CALLE 911 SIERRA OCCIDENTAL,NA
14058,99,NO ESPECIFICADO,
14059,1,NO APLICA,NA
14060,1,NO APLICA,NA
14061,1,NO APLICA,NA
14062,1,NO APLICA,NA
14063,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA,NA
14063,99,NO ESPECIFICADO,
14064,1,NO APLICA,NA
14065,1,NO APLICA,NA
14066,1,NO APLICA,NA
14067,1,NO IDENTIFICADO,NSS
14068,1,NO APLICA,NA
14069,1,NO APLICA,NA
14070,1,CENTRO DE TELECOMUNICACIONES MUNICIPAL,0
14070,99,NO ESPECIFICADO,
14071,1,NO APLICA,NA
14072,1,NO APLICA,NA
14073,1,NO APLICA,NA
14074,1,NO APLICA,NA
14075,1,NO APLICA,NA
14076,1,NO APLICA,NA
14077,1,NO APLICA,NA
14078,1,NO APLICA,NA
14079,1,NO APLICA,NA
14080,1,NO APLICA,NA
14081,1,911,NA
14081,99,NO ESPECIFICADO,
14082,1,COMISARIA DE SEGURIDAD PUBLICA,0
14082,99,NO ESPECIFICADO,
14083,1,UNIDAD DE TELECOMUNICACION DE LA COMISARIA,0
14083,99,NO ESPECIFICADO,
14084,1,NO APLICA,NA
14085,1,NO APLICA,NA
14086,1,NO APLICA,NA
14087,1,NO APLICA,NA
14088,1,NO APLICA,NA
14089,1,NO APLICA,NA
14090,1,NO APLICA,NA
14091,1,NO APLICA,NA
14092,1,NO APLICA,NA
14093,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA,NA
14093,99,NO ESPECIFICADO,
14094,1,NO APLICA,NA
14095,1,COMISARIA DE SEGURIDAD PUBLICA,NSS
14095,99,NO ESPECIFICADO,
14096,1,CABINA DE MANDO,0
14096,99,NO ESPECIFICADO,
14097,1,CENTRO DE COMANDO CONTROL COMUNICACION Y COMPUTO DE TLAJOMULCO DE ZUÑIGA,70723059
14097,99,NO ESPECIFICADO,
14098,1,CENTRAL DE COMUNICACIONES E INFORMACION,0
14098,99,NO ESPECIFICADO,
14099,1,NO APLICA,NA
14100,1,NO APLICA,NA
14101,1,CENTRO MUNICIPAL DE COMUNICACIONES Y EMERGENCIAS C2,0
14101,99,NO ESPECIFICADO,
14102,1,NO APLICA,NA
14103,1,NO APLICA,NA
14104,1,NO APLICA,NA
14105,1,NO APLICA,NA
14106,1,NO APLICA,NA
14107,1,NO APLICA,NA
14108,1,NO APLICA,NA
14109,1,COMISARIA DE SEGURIDAD PUBLICA Y MOVILIDAD MUNICIPAL,0
14109,99,NO ESPECIFICADO,
14110,1,NO APLICA,NA
14111,1,NO APLICA,NA
14112,1,NO APLICA,NA
14113,1,NO APLICA,NA
14114,1,NO APLICA,NA
14115,1,CALLE NORTE,NA
14115,99,NO ESPECIFICADO,
14116,1,NO APLICA,NA
14117,1,BARANDILLA,0
14117,99,NO ESPECIFICADO,
14118,1,NO APLICA,NA
14119,1,NO APLICA,NA
14120,1,CENTRO DE CONTROL COMANDO COMPUTO COMUNICACIONES Y COORDINACION DE ZAPOPAN C5,5411521.8
14120,99,NO ESPECIFICADO,
14121,1,EMERGENCIAS,NA
14121,2,EMERGENCIAS SEGURIDAD PUBLICA,NSS
14121,3,EMERGENCIAS TRANSITO Y VIALIDAD,NSS
14121,99,NO ESPECIFICADO,
14122,1,NO APLICA,NA
14123,1,NO APLICA,NA
14124,1,CABINA DE RADIOCOMUNICACIONES,1146625
14124,99,NO ESPECIFICADO,
14125,1,COMISARIA DE SEGURIDAD PUBLICA DE SAN IGNACIO CERRO GORDO,0
14125,99,NO ESPECIFICADO,
15001,1,NO APLICA,NA
15002,1,CENTRO DE MANDO DE LA DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE ACOLMAN,NSS
15002,99,NO ESPECIFICADO,
15003,1,NO APLICA,NA
15004,1,NO APLICA,NA
15005,1,NO APLICA,NA
15006,1,CENTRO DE CONTROL Y COMANDO,942580.47
15006,99,NO ESPECIFICADO,
15007,1,C2,0
15007,99,NO ESPECIFICADO,
15008,1,NO APLICA,NA
15009,1,CENTRO DE MANDO Y COMUNICACION COMANDO Y CONTROL,0
15009,99,NO ESPECIFICADO,
15010,1,NO APLICA,NA
15011,1,NO APLICA,NA
15012,1,CENTRO DE CONTROL Y COMANDO,NSS
15012,99,NO ESPECIFICADO,
15013,1,CENTRO DE CONTROL COMANDO COMPUTO Y COMUNICACIONES,56959999.96
15013,99,NO ESPECIFICADO,
15014,1,RADIO OPERADOR DE LA COMISARIA MUNICIPAL DE ATLACOMULCO,0
15014,99,NO ESPECIFICADO,
15015,1,NO APLICA,NA
15016,1,BASE,0
15016,99,NO ESPECIFICADO,
15017,1,NO APLICA,NA
15018,1,NO APLICA,NA
15019,1,NO APLICA,NA
15020,1,CENTRO DE EMERGENCIAS Y MONITOREO C 4,35430000
15020,99,NO ESPECIFICADO,
15021,1,NO APLICA,NA
15022,1,NO APLICA,NA
15023,1,NO APLICA,NA
15024,1,CENTRO DE MANDO DE LA DIRECCION DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,0
15024,99,NO ESPECIFICADO,
15025,1,NO APLICA,NA
15026,1,CENTRO DE MANDO,127000
15026,99,NO ESPECIFICADO,
15027,1,NO APLICA,NA
15028,1,CENTRO DE LLAMADAS DE LA COMANDANCIA,0
15028,99,NO ESPECIFICADO,
15029,1,CENTROS DE COMANDO CONTROL COMUNICACIONES Y COMPUTO,0
15029,99,NO ESPECIFICADO,
15030,1,NO APLICA,NA
15031,1,NO APLICA,NA
15032,1,NO APLICA,NA
15033,1,CENTRO DE MANDO,0
15033,99,NO ESPECIFICADO,
15034,1,CENTRO DE CONTROL Y COMANDO,20000
15034,99,NO ESPECIFICADO,
15035,1,CENTRO DE COMANDO Y COMUNICACIONES C2,61180
15035,99,NO ESPECIFICADO,
15036,1,NO APLICA,NA
15037,1,CENTRO DE COMANDO Y CONTROL 2,12205849.66
15037,2,CENTRO DE COMANDO Y CONTROL 4,12205849.66
15037,99,NO ESPECIFICADO,
15038,1,NO APLICA,NA
15039,1,SISTEMA MUNICIPAL DE TECNOLOGIA POLICIAL,0
15039,99,NO ESPECIFICADO,
15040,1,CENTRO DE MANDO Y MONITOREO C2,NA
15040,99,NO ESPECIFICADO,
15041,1,NO APLICA,NA
15042,1,DIRECCION DE SEGURIDAD PUBLICA DESARROLLO VIAL Y TRANSITO,0
15042,99,NO ESPECIFICADO,
15043,1,NO APLICA,NA
15044,1,NO APLICA,NA
15045,1,NO APLICA,NA
15046,1,NO APLICA,NA
15047,1,NO APLICA,NA
15048,1,CENTRO DE MANDO C2,NA
15048,2,MUJERES SIN VIOLENCIA JOCOTITLAN,NA
15048,99,NO ESPECIFICADO,
15049,1,SEGURIDAD PUBLICA Y PROTECCION CIVIL,0
15049,99,NO ESPECIFICADO,
15050,1,NO APLICA,NA
15051,1,NO APLICA,NA
15052,1,NO APLICA,NA
15053,1,NO APLICA,NA
15054,1,CENTRO DE MANDO MUNICIPAL DE METEPEC,6953040
15054,99,NO ESPECIFICADO,
15055,1,COMANDANCIA,0
15055,99,NO ESPECIFICADO,
15056,1,CENTRO DE MANDO Y CONTROL,0
15056,99,NO ESPECIFICADO,
15057,1,CENTRO DE CONTROL COMANDO COMUNICACIONES Y COMPUTO,57593978
15057,99,NO ESPECIFICADO,
15058,1,UNIDAD DE PUESTO DE MANDO CENTRO DE COMANDO CONTROL COMUNICACIONES COMPUTO E INTELIGENCIA,17455855.94
15058,99,NO ESPECIFICADO,
15059,1,CENTRO DE COMANDO Y COMUNICACIONES C2,0
15059,99,NO ESPECIFICADO,
15060,1,CENTRO COMANDO Y COMUNICACIONES,0
15060,99,NO ESPECIFICADO,
15061,1,CENTRAL DE EMERGENCIAS NOPALTEPEC,NA
15061,99,NO ESPECIFICADO,
15062,1,C2,0
15062,99,NO ESPECIFICADO,
15063,1,NO APLICA,NA
15063,99,NO ESPECIFICADO,
15064,1,NO APLICA,NA
15065,1,NO APLICA,NA
15066,1,NO APLICA,NA
15067,1,NO APLICA,NA
15068,1,NO APLICA,NA
15069,1,NO APLICA,NA
15070,1,CENTRO DE COMANDO Y CONTROL C2,0
15070,99,NO ESPECIFICADO,
15071,1,NO APLICA,NA
15072,1,NO APLICA,NA
15073,1,NO APLICA,NA
15074,1,NO APLICA,NA
15075,1,CENTRO DE MANDO,0
15075,99,NO ESPECIFICADO,
15076,1,CENTRO DE MANDO DE COMUNICACION,0
15076,99,NO ESPECIFICADO,
15077,1,NO APLICA,NA
15078,1,NO APLICA,NA
15079,1,NO APLICA,NA
15080,1,NO APLICA,NA
15081,1,CENTRO DE MANDO Y COMUNICACION TECAMAC,0
15081,99,NO ESPECIFICADO,
15082,1,CENTRO DE COMPUTO Y MANDO,0
15082,99,NO ESPECIFICADO,
15083,1,NO APLICA,NA
15084,1,NO APLICA,NA
15085,1,NO APLICA,NA
15086,1,NO APLICA,NA
15087,1,NO APLICA,NA
15088,1,NO APLICA,NA
15089,1,NO APLICA,NA
15090,1,COORDINACION DE CENTRO DE MANDO C2,0
15090,99,NO ESPECIFICADO,
15091,1,CENTRO DE MONITOREO SUPERVISION Y VIGILANCIA,0
15091,99,NO ESPECIFICADO,
15092,1,ATENCION A URGENCIAS CENTRO DE MANDO Y COMUNICACIONES,0
15092,99,NO ESPECIFICADO,
15093,1,NO APLICA,NA
15094,1,NO APLICA,NA
15095,1,NO APLICA,NA
15096,1,COMISARIA DE SEGURIDAD PUBLICA Y VIALIDAD,NSS
15096,2,COMISARIA DE SEGURIDAD PUBLICA Y VIALIDAD SEGURICHAT,NSS
15096,99,NO ESPECIFICADO,
15097,1,NO APLICA,NA
15098,1,NO APLICA,NA
15099,1,AREA DE RADIO COMUNICACION Y DESPACHO DE AUXILIOS,0
15099,99,NO ESPECIFICADO,
15100,1,CENTRO DE COMANDO Y CONTROL DEL AYUNTAMIENTO DE TEZOYUCA,NA
15100,99,NO ESPECIFICADO,
15101,1,CENTRO DE MANDO MUNICIPAL C2 TIANGUISTENCO,0
15101,99,NO ESPECIFICADO,
15102,1,NO APLICA,NA
15103,1,NO APLICA,NA
15104,1,CENTRAL DE EMERGENCIAS CENTRO DE COMANDO CONTROL COMUNICACIONES Y COMPUTO ZONA PONIENTE,0
15104,2,CENTRAL DE EMERGENCIAS CENTRO DE COMANDO CONTROL COMUNICACIONES Y COMPUTO ZONA ORIENTE,45675000
15104,99,NO ESPECIFICADO,
15105,1,COMANDANCIA MUNICIPAL,0
15105,99,NO ESPECIFICADO,
15106,1,CENTRO DE MANDO MUNICIPAL,0
15106,99,NO ESPECIFICADO,
15107,1,NO IDENTIFICADO,NSS
15108,1,CENTRO DE MANDO Y MONITOREO,6110983
15108,99,NO ESPECIFICADO,
15109,1,CENTRO DE EMERGENCIAS C4 TULTITLAN,92697361.6
15109,2,BASE JUAREZ,92697362
15109,99,NO ESPECIFICADO,
15110,1,NO APLICA,NA
15111,1,CENTRO DE MANDO Y MONITOREO,0
15111,99,NO ESPECIFICADO,
15112,1,NO APLICA,NA
15113,1,NO APLICA,NA
15114,1,NO APLICA,NA
15115,1,CENTRO DE CONTROL Y COMANDO,15000
15115,99,NO ESPECIFICADO,
15116,1,NO APLICA,NA
15117,1,NO APLICA,NA
15118,1,CENTRO DE MANDO MUNICIPAL,NA
15118,99,NO ESPECIFICADO,
15119,1,DIRECCION DE SEGURIDAD PUBLICA C2,NSS
15119,99,NO ESPECIFICADO,
15120,1,CENTRO DE RESPUESTA DE EMERGENCIA ZUMPANGO,0
15120,99,NO ESPECIFICADO,
15121,1,CENTRO DE LLAMADAS 911,2624964
15121,99,NO ESPECIFICADO,
15122,1,CENTRO DE MANDO,0
15122,99,NO ESPECIFICADO,
15123,1,CENTRO DE ATENCION DE LLAMADAS DE EMERGENCIA,0
15123,99,NO ESPECIFICADO,
15124,1,CENTRO DE MANDO,0
15124,99,NO ESPECIFICADO,
15125,1,CENTRO DE COMUNICACIONES 2,0
15125,99,NO ESPECIFICADO,
16001,1,BASE POLICIAL DE SEGURIDAD DE ACUITZIO,0
16001,99,NO ESPECIFICADO,
16002,1,NO APLICA,NA
16003,1,NO APLICA,NA
16004,1,NO APLICA,NA
16005,1,NO APLICA,NA
16006,1,RADIO,NSS
16006,99,NO ESPECIFICADO,
16007,1,NO APLICA,NA
16008,1,NO APLICA,NA
16008,99,NO ESPECIFICADO,
16009,1,NO APLICA,NA
16010,1,NO APLICA,NA
16010,99,NO ESPECIFICADO,
16011,1,NO APLICA,NA
16012,1,NO APLICA,NA
16013,1,NO APLICA,NA
16014,1,NO APLICA,NA
16015,1,NO APLICA,NA
16016,1,NO APLICA,NA
16017,1,NO APLICA,NA
16018,1,NO APLICA,NA
16019,1,NO APLICA,NA
16020,1,NO APLICA,NA
16021,1,NO APLICA,NA
16022,1,NO APLICA,NA
16023,1,NO APLICA,NA
16024,1,NO APLICA,NA
16025,1,SEGURIDAD PUBLICA,0
16025,99,NO ESPECIFICADO,
16026,1,NO APLICA,NA
16027,1,NO APLICA,NA
16028,1,NO APLICA,NA
16029,1,NO APLICA,NA
16030,1,NO APLICA,NA
16031,1,NO APLICA,NA
16032,1,NO APLICA,NA
16033,1,NO APLICA,NA
16034,1,NO APLICA,NA
16035,1,NO APLICA,NA
16036,1,NO APLICA,NA
16037,1,NO APLICA,NA
16038,1,COMANDANCIA DE SEGURIDAD PUBLICA MUNICIPAL,NA
16038,99,NO ESPECIFICADO,
16039,1,NO APLICA,NA
16040,1,NO APLICA,NA
16041,1,NO APLICA,NA
16042,1,NO APLICA,NA
16043,1,AREA DE RADIO OPERACION,0
16043,99,NO ESPECIFICADO,
16044,1,NO APLICA,NA
16045,1,NO APLICA,NA
16046,1,NO APLICA,NA
16047,1,NO APLICA,NA
16048,1,BASE DE LA DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL,0
16048,99,NO ESPECIFICADO,
16049,1,NO APLICA,NA
16050,1,NO APLICA,NA
16051,1,NO DISPONIBLE,ND
16051,99,NO ESPECIFICADO,
16052,1,NO APLICA,NA
16053,1,BASE DE RADIO HALCON,0
16053,99,NO ESPECIFICADO,
16054,1,NO APLICA,NA
16055,1,NO APLICA,NA
16056,1,NO APLICA,NA
16057,1,DIRECCION DE SEGURIDAD PUBLICA NOCUPETARO,0
16057,99,NO ESPECIFICADO,
16058,1,NO APLICA,NA
16059,1,NO APLICA,NA
16060,1,NO APLICA,NA
16061,1,NO APLICA,NA
16062,1,NO APLICA,NA
16063,1,NO APLICA,NA
16064,1,NO APLICA,NA
16065,1,NO APLICA,NA
16066,1,NO APLICA,NA
16067,1,COMANDANCIA DE SEGURIDAD PUBLICA,NSS
16067,99,NO ESPECIFICADO,
16068,1,NO APLICA,NA
16069,1,NO APLICA,NA
16070,1,NO APLICA,NA
16071,1,NO APLICA,NA
16072,1,NO APLICA,NA
16073,1,DIRECCION DE SEGURIDAD PUBLICA,0
16073,99,NO ESPECIFICADO,
16074,1,NO APLICA,NA
16075,1,NO APLICA,NA
16076,1,NO APLICA,NA
16077,1,COMANDANCIA SAN LUCAS,6000000
16077,2,COMANDANCIA RIVA PALACIO,5000000
16077,99,NO ESPECIFICADO,
16078,1,NO APLICA,NA
16079,1,NO APLICA,NA
16080,1,NO APLICA,NA
16081,1,NO APLICA,NA
16082,1,BARANDILLA,1
16082,99,NO ESPECIFICADO,
16083,1,NO APLICA,NA
16084,1,NO APLICA,NA
16085,1,NO APLICA,NA
16086,1,NO APLICA,NA
16087,1,NO APLICA,NA
16088,1,CENTRO DE OPERACIONES POLICIALES,0
16088,99,NO ESPECIFICADO,
16089,1,NO APLICA,NA
16090,1,NO APLICA,NA
16091,1,NO APLICA,NA
16092,1,NO APLICA,NA
16093,1,NO APLICA,NA
16094,1,NO APLICA,NA
16095,1,NO APLICA,NA
16096,1,NO APLICA,NA
16097,1,NO APLICA,NA
16098,1,NO APLICA,NA
16099,1,NO APLICA,NA
16100,1,NO IDENTIFICADO,NSS
16101,1,NO APLICA,NA
16102,1,COORDINACION DE SERVICIOS DE URGENCIAS,NA
16102,99,NO ESPECIFICADO,
16103,1,NO APLICA,NA
16104,1,NO APLICA,NA
16105,1,NO APLICA,NA
16106,1,NO APLICA,NA
16107,1,CENTRO DE EMERGENCIAS,NA
16107,99,NO ESPECIFICADO,
16108,1,CENTRO DE COMANDO Y CONTROL C2,NSS
16108,99,NO ESPECIFICADO,
16109,1,NO APLICA,NA
16110,1,NO APLICA,NA
16111,1,NO APLICA,NA
16112,1,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,0
16112,99,NO ESPECIFICADO,
16113,1,NO APLICA,NA
17001,1,NO APLICA,NA
17002,1,NO APLICA,NA
17003,1,NO APLICA,NA
17004,1,RADIO CONTROL,NA
17004,99,NO ESPECIFICADO,
17005,1,NO APLICA,NA
17006,1,NO APLICA,NA
17007,1,NO APLICA,NA
17008,1,COMANDANCIA EMILIANO ZAPATA,50000
17008,99,NO ESPECIFICADO,
17009,1,NO APLICA,NA
17010,1,NO APLICA,NA
17011,1,RADIO CONTROL,0
17011,99,NO ESPECIFICADO,
17012,1,NO APLICA,NA
17013,1,NO APLICA,NA
17014,1,NO APLICA,NA
17015,1,DIRECCION DE SEGURIDAD PUBLICA MUNICIPAL DE MIACATLAN MORELOS,0
17015,99,NO ESPECIFICADO,
17016,1,NO APLICA,NA
17017,1,SEGURIDAD PUBLICA,NSS
17017,99,NO ESPECIFICADO,
17018,1,911,35000
17018,99,NO ESPECIFICADO,
17019,1,NO APLICA,NA
17020,1,RADIO COMUNICACION,0
17020,99,NO ESPECIFICADO,
17021,1,NO APLICA,NA
17022,1,NO APLICA,NA
17023,1,NO APLICA,NA
17024,1,DIRECCION DE SEGURIDAD PUBLICA TRANSITO MUNICIPAL Y PROTECCION CIUDADANA DEL MUNICIPIO DE TLALTIZAPAN DE ZAPATA MORELOS,8055
17024,99,NO ESPECIFICADO,
17025,1,BASE CANTORA,NA
17025,99,NO ESPECIFICADO,
17026,1,COMANDANCIA TLAYACAPAN,2400
17026,99,NO ESPECIFICADO,
17027,1,SEGURIDAD PUBLICA DE TOTOLAPAN,0
17027,99,NO ESPECIFICADO,
17028,1,NO APLICA,NA
17029,1,NO APLICA,NA
17030,1,NO APLICA,NA
17031,1,NO APLICA,NA
17031,99,NO ESPECIFICADO,
17032,1,MODULO TLACOTEPEC,15000
17032,2,DIRECCION DE SEGURIDAD PUBLICA,35000
17032,99,NO ESPECIFICADO,
17033,1,COMANDANCIA TEMOAC,NSS
17033,99,NO ESPECIFICADO,
17034,1,NO APLICA,NA
17035,1,NO APLICA,NA
17035,99,NO ESPECIFICADO,
17036,1,PLAZA PRINCIPAL,NA
17036,99,NO ESPECIFICADO,
18001,1,NO APLICA,NA
18002,1,NO APLICA,NA
18003,1,NO APLICA,NA
18004,1,NO IDENTIFICADO,NSS
18005,1,NO APLICA,NA
18006,1,NO APLICA,NA
18007,1,NO APLICA,NA
18008,1,NO APLICA,NA
18009,1,NO APLICA,NA
18010,1,NO APLICA,NA
18011,1,NO APLICA,NA
18012,1,NO APLICA,NA
18013,1,NO APLICA,NA
18014,1,NO APLICA,NA
18015,1,NO APLICA,NA
18016,1,NO APLICA,NA
18017,1,CABINA DE RADIO,0
18017,99,NO ESPECIFICADO,
18018,1,NO APLICA,NA
18019,1,NO APLICA,NA
18020,1,NO APLICA,NA
19001,1,NO APLICA,NA
19002,1,NO APLICA,NA
19002,99,NO ESPECIFICADO,
19003,1,NO APLICA,NA
19004,1,CENTRO DE COMANDO CONTROL COMUNICACIONES Y COMPUTO,0
19004,99,NO ESPECIFICADO,
19005,1,NO APLICA,NA
19006,1,NO APLICA,NA
19007,1,NO APLICA,NA
19008,1,NO APLICA,NA
19009,1,CENTRO DE CONTROL COMANDO Y COMPUTO,NSS
19009,99,NO ESPECIFICADO,
19010,1,C4,NSS
19010,99,NO ESPECIFICADO,
19011,1,SEGURIDAD PUBLICA Y VIALIDAD MUNICIPAL,450000
19011,99,NO ESPECIFICADO,
19012,1,NO APLICA,NA
19013,1,NUMERO DE BARANDILLA PARA EMERGENCIAS,0
19013,99,NO ESPECIFICADO,
19014,1,NO APLICA,NA
19015,1,NO APLICA,NA
19015,99,NO ESPECIFICADO,
19016,1,NO APLICA,NA
19017,1,NO IDENTIFICADO,NSS
19018,1,CENTRO DE CONTROL COMANDO COMUNICACIONES Y COMPUTO CIV DE GARCIA,118768
19018,99,NO ESPECIFICADO,
19019,1,CENTRO DE CONTROL COMANDO COMUNICACIONES E INTELIGENCIA,123529122.54
19019,99,NO ESPECIFICADO,
19020,1,NO APLICA,NA
19021,1,CENTRO DE LLAMADAS DE EMERGENCIA,NSS
19021,99,NO ESPECIFICADO,
19022,1,NO APLICA,NA
19023,1,NO APLICA,NA
19023,99,NO ESPECIFICADO,
19024,1,SECRETARIA DE SEGURIDAD PUBLICA DE GENERAL ZARAGOZA NUEVO LEON,0
19024,99,NO ESPECIFICADO,
19025,1,NO APLICA,NA
19026,1,NO APLICA,NA
19027,1,SECRETARIA DE SEGURIDAD PUBLICA TRANSITO Y VIALIDAD MUNICIPAL,NSS
19027,99,NO ESPECIFICADO,
19028,1,NO APLICA,NA
19029,1,SECRETARIA DE SEGURIDAD PUBLICA Y TRANSITO MUNICIPAL,0
19029,99,NO ESPECIFICADO,
19030,1,CENTRO DE ATENCION DE DENUNCIAS,0
19030,99,NO ESPECIFICADO,
19031,1,NO APLICA,NA
19032,1,NO APLICA,NA
19033,1,CENTRAL DE RADIO,NSS
19033,99,NO ESPECIFICADO,
19034,1,NO APLICA,NA
19035,1,NO APLICA,NA
19036,1,SECRETARIA DE SEGURIDAD PUBLICA MUNICIPAL,NSS
19036,99,NO ESPECIFICADO,
19037,1,NO APLICA,NA
19038,1,NO APLICA,NA
19039,1,CENTRO DE COMANDO CONTROL COMUNICACIONES Y COMPUTO,67492641
19039,99,NO ESPECIFICADO,
19040,1,NO APLICA,NA
19040,99,NO ESPECIFICADO,
19041,1,CENTRO DE CONTROL COMANDO COMPUTO Y COMUNICACION,0
19041,99,NO ESPECIFICADO,
19042,1,NO APLICA,NA
19043,1,NO APLICA,NA
19044,1,NO APLICA,NA
19045,1,SECRETARIA DE SEGURIDAD PUBLICA VIALIDAD Y TRANSITO,NA
19045,99,NO ESPECIFICADO,
19046,1,CENTRAL DE EMERGENCIAS,45165272
19046,99,NO ESPECIFICADO,
19047,1,NO APLICA,NA
19048,1,CENTRO DE CONTROL COMANDO COMUNICACION Y COMPUTO CIV,0
19048,99,NO ESPECIFICADO,
19049,1,CENTRO DE COMANDO CONTROL COMUNICACION Y COMPUTO,NSS
19049,99,NO ESPECIFICADO,
19050,1,NO APLICA,NA
19050,99,NO ESPECIFICADO,
19051,1,NO IDENTIFICADO,NSS
20001,1,NO APLICA,NA
20002,1,NO APLICA,NA
20003,1,NO APLICA,NA
20004,1,NO APLICA,NA
20005,1,NO APLICA,NA
20006,1,NO APLICA,NA
20007,1,NO APLICA,NA
20008,1,NO APLICA,NA
20009,1,NO APLICA,NA
20010,1,NO APLICA,NA
20011,1,NO APLICA,NA
20012,1,NO APLICA,NA
20013,1,BASE DE POLICIA,0
20013,99,NO ESPECIFICADO,
20014,1,NO APLICA,NA
20015,1,NO APLICA,NA
20016,1,NO APLICA,NA
20017,1,NO APLICA,NA
20018,1,NO APLICA,NA
20019,1,NO APLICA,NA
20020,1,NO APLICA,NA
20021,1,NO APLICA,NA
20022,1,NO APLICA,NA
20023,1,CABINA DE CONTROL Y COMANDO DE LA COMISARIA DE SEGURIDAD PUBLICA,NSS
20023,99,NO ESPECIFICADO,
20024,1,NO APLICA,NA
20025,1,NO APLICA,NA
20026,1,NO APLICA,NA
20027,1,NO APLICA,NA
20028,1,BASE DE LA POLICIA MUNICIPAL,1500
20028,99,NO ESPECIFICADO,
20029,1,NO APLICA,NA
20030,1,NO APLICA,NA
20031,1,NO APLICA,NA
20032,1,NO APLICA,NA
20033,1,NO APLICA,NA
20034,1,NO APLICA,NA
20035,1,NO APLICA,NA
20036,1,NO APLICA,NA
20037,1,NO APLICA,NA
20038,1,NO APLICA,NA
20039,1,CENTRO DE CONTROL Y COMANDO DE LA MIXTECA C2,NA
20039,99,NO ESPECIFICADO,
20040,1,NO APLICA,NA
20041,1,NO APLICA,NA
20042,1,NO APLICA,NA
20043,1,CENTRO DE LLAMADAS DE EMERGENCIA MUNICIPAL,NSS
20043,99,NO ESPECIFICADO,
20044,1,NO APLICA,NA
20045,1,NO APLICA,NA
20046,1,NO APLICA,NA
20047,1,NO APLICA,NA
20048,1,NO APLICA,NA
20049,1,NO APLICA,NA
20050,1,NO APLICA,NA
20051,1,NO APLICA,NA
20052,1,NO APLICA,NA
20053,1,NO APLICA,NA
20054,1,NO APLICA,NA
20055,1,NO APLICA,NA
20056,1,NO APLICA,NA
20057,1,NO APLICA,NA
20058,1,NO APLICA,NA
20059,1,CENTRO DE CONTROL Y COMANDO C2,3168000
20059,99,NO ESPECIFICADO,
20060,1,NO APLICA,NA
20061,1,NO APLICA,NA
20062,1,NO APLICA,NA
20063,1,NO APLICA,NA
20064,1,NO APLICA,NA
20065,1,NO APLICA,NA
20066,1,NO APLICA,NA
20067,1,CONTROL C2,NA
