ubicageo_f,aniorefe_b,rnsnni1,nombre1,totalca1
11022,2,1,FONDO ESTATAL PARA EL FORTALECIMIENTO DE LA SEGURIDAD PUBLICA MUNICIPAL,2422950
11023,1,2,NO APLICA,NA
11023,2,2,NO APLICA,NA
11024,1,9,NO IDENTIFICADO,NSS
11024,2,9,NO IDENTIFICADO,NSS
11025,1,1,FONDO ESTATAL PARA LA SEGURIDAD PUBLICA MUNICIPAL 2021,810594
11025,2,1,FONDO ESTATAL PARA LA SEGURIDAD PUBLICA MUNICIPAL 2022,755837
11026,1,2,NO APLICA,NA
11026,2,2,NO APLICA,NA
11027,1,9,NO IDENTIFICADO,NSS
11027,2,9,NO IDENTIFICADO,NSS
11028,1,9,NO IDENTIFICADO,NSS
11028,2,1,NO SE SABE,NSS
11029,1,1,FONDO ESTATAL PARA EL FORTALECIMIENTO DE LA SEGURIDAD PUBLICA,3028042.73
11029,2,1,FONDO ESTATAL PARA EL FORTALECIMIENTO DE LA SEGURIDAD PUBLICA,2748000
11030,1,1,NO SE SABE,NSS
11030,2,1,NO SE SABE,NSS
11031,1,1,FONDO ESTATAL PARA LA SEGURIDAD PUBLICA MUNICIPAL 2021,2235832.66
11031,2,1,FONDO ESTATAL PARA LA SEGURIDAD PUBLICA MUNICIPAL 2022,2347223.14
11032,1,2,NO APLICA,NA
11032,2,2,NO APLICA,NA
11033,1,9,NO IDENTIFICADO,NSS
11033,2,9,NO IDENTIFICADO,NSS
11034,1,1,CG-AF-FDO-PROGP-PP CLAVE PRESUPUESTAL DE FONDO MUNICIPAL,3441511
11034,2,1,CG-AF-FDO-PROGP-PP CLAVE PRESUPUESTAL DE FONDO MUNICIPAL,4515586
11035,1,2,NO APLICA,NA
11035,2,2,NO APLICA,NA
11036,1,2,NO APLICA,NA
11036,2,2,NO APLICA,NA
11037,1,9,NO IDENTIFICADO,NSS
11037,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES,45085900.77
11038,1,9,NO IDENTIFICADO,NSS
11038,2,9,NO IDENTIFICADO,NSS
11039,1,9,NO IDENTIFICADO,NSS
11039,2,9,NO IDENTIFICADO,NSS
11040,1,2,NO APLICA,NA
11040,2,2,NO APLICA,NA
11041,1,9,NO IDENTIFICADO,NSS
11041,2,9,NO IDENTIFICADO,NSS
11042,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS,62023382.18
11042,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS,67910399.92
11043,1,1,FORTAMUN,4010182.28
11043,2,1,FORTAMUN,3799559.79
11044,1,2,NO APLICA,NA
11044,2,2,NO APLICA,NA
11045,1,1,FONDO ESTATAL PARA EL FORTALECIMIENTO DE LA SEGURIDAD PUBLICA MUNICIPAL,489801.02
11045,2,1,FONDO ESTATAL PARA EL FORTALECIMIENTO DE LA SEGURIDAD PUBLICA MUNICIPAL,423132.7
11046,1,9,NO IDENTIFICADO,NSS
11046,2,9,NO IDENTIFICADO,NSS
12001,1,2,NO APLICA,NA
12001,2,2,NO APLICA,NA
12002,1,2,NO APLICA,NA
12002,2,2,NO APLICA,NA
12003,1,2,NO APLICA,NA
12003,2,2,NO APLICA,NA
12004,1,2,NO APLICA,NA
12004,2,2,NO APLICA,NA
12005,1,2,NO APLICA,NA
12005,2,2,NO APLICA,NA
12006,1,2,NO APLICA,NA
12006,2,2,NO APLICA,NA
12007,1,2,NO APLICA,NA
12007,2,2,NO APLICA,NA
12008,1,2,NO APLICA,NA
12008,2,2,NO APLICA,NA
12009,1,2,NO APLICA,NA
12009,2,2,NO APLICA,NA
12010,1,2,NO APLICA,NA
12010,2,2,NO APLICA,NA
12011,1,2,NO APLICA,NA
12011,2,2,NO APLICA,NA
12012,1,2,NO APLICA,NA
12012,2,2,NO APLICA,NA
12013,1,2,NO APLICA,NA
12013,2,2,NO APLICA,NA
12014,1,2,NO APLICA,NA
12014,2,2,NO APLICA,NA
12015,1,2,NO APLICA,NA
12015,2,2,NO APLICA,NA
12016,1,2,NO APLICA,NA
12016,2,2,NO APLICA,NA
12017,1,2,NO APLICA,NA
12017,2,2,NO APLICA,NA
12018,1,2,NO APLICA,NA
12018,2,2,NO APLICA,NA
12019,1,2,NO APLICA,NA
12019,2,2,NO APLICA,NA
12020,1,2,NO APLICA,NA
12020,2,2,NO APLICA,NA
12021,1,9,NO IDENTIFICADO,NSS
12021,2,9,NO IDENTIFICADO,NSS
12022,1,2,NO APLICA,NA
12022,2,2,NO APLICA,NA
12023,1,1,FONDO DE APORTACION PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS (FORTAMUN-DF),18272681
12023,2,1,FONDO DE APORTACION PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS (FORTAMUN-DF),19858173.52
12024,1,2,NO APLICA,NA
12024,2,2,NO APLICA,NA
12025,1,2,NO APLICA,NA
12025,2,2,NO APLICA,NA
12026,1,2,NO APLICA,NA
12026,2,2,NO APLICA,NA
12027,1,2,NO APLICA,NA
12027,2,2,NO APLICA,NA
12028,1,2,NO APLICA,NA
12028,2,2,NO APLICA,NA
12029,1,2,NO APLICA,NA
12029,2,2,NO APLICA,NA
12030,1,2,NO APLICA,NA
12030,2,2,NO APLICA,NA
12031,1,2,NO APLICA,NA
12031,2,2,NO APLICA,NA
12032,1,2,NO APLICA,NA
12032,2,2,NO APLICA,NA
12033,1,2,NO APLICA,NA
12033,2,2,NO APLICA,NA
12034,1,2,NO APLICA,NA
12034,2,2,NO APLICA,NA
12035,1,2,NO APLICA,NA
12035,2,2,NO APLICA,NA
12036,1,2,NO APLICA,NA
12036,2,1,FORTAMUM,9568745.25
12037,1,2,NO APLICA,NA
12037,2,2,NO APLICA,NA
12038,1,2,NO APLICA,NA
12038,2,2,NO APLICA,NA
12039,1,2,NO APLICA,NA
12039,2,2,NO APLICA,NA
12040,1,2,NO APLICA,NA
12040,2,2,NO APLICA,NA
12041,1,2,NO APLICA,NA
12041,2,2,NO APLICA,NA
12042,1,2,NO APLICA,NA
12042,2,2,NO APLICA,NA
12043,1,2,NO APLICA,NA
12043,2,2,NO APLICA,NA
12044,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES,11035666.25
12044,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES,12117169.23
12045,1,2,NO APLICA,NA
12045,2,2,NO APLICA,NA
12046,1,2,NO APLICA,NA
12046,2,2,NO APLICA,NA
12047,1,2,NO APLICA,NA
12047,2,2,NO APLICA,NA
12048,1,2,NO APLICA,NA
12048,2,2,NO APLICA,NA
12049,1,2,NO APLICA,NA
12049,2,2,NO APLICA,NA
12050,1,2,NO APLICA,NA
12050,2,2,NO APLICA,NA
12051,1,2,NO APLICA,NA
12051,2,2,NO APLICA,NA
12052,1,2,NO APLICA,NA
12052,2,2,NO APLICA,NA
12053,1,2,NO APLICA,NA
12053,2,2,NO APLICA,NA
12054,1,2,NO APLICA,NA
12054,2,2,NO APLICA,NA
12055,1,1,FORTAMUN,72500000
12055,2,1,FORTAMUN,77900000
12056,1,2,NO APLICA,NA
12056,2,2,NO APLICA,NA
12057,1,2,NO APLICA,NA
12057,2,2,NO APLICA,NA
12058,1,2,NO APLICA,NA
12058,2,2,NO APLICA,NA
12059,1,2,NO APLICA,NA
12059,2,2,NO APLICA,NA
12060,1,2,NO APLICA,NA
12060,2,2,NO APLICA,NA
12061,1,1,FONDO DE APORTACION PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS (FORTAMUN-DF),29617731.83
12061,2,1,FONDO DE APORTACION PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS (FORTAMUN-DF),32196537.55
12062,1,2,NO APLICA,NA
12062,2,2,NO APLICA,NA
12063,1,2,NO APLICA,NA
12063,2,2,NO APLICA,NA
12064,1,2,NO APLICA,NA
12064,2,2,NO APLICA,NA
12065,1,2,NO APLICA,NA
12065,2,2,NO APLICA,NA
12066,1,2,NO APLICA,NA
12066,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL DE LAS DEMARCACIONES,1060985.94
12067,1,2,NO APLICA,NA
12067,2,2,NO APLICA,NA
12068,1,2,NO APLICA,NA
12068,2,2,NO APLICA,NA
12069,1,2,NO APLICA,NA
12069,2,2,NO APLICA,NA
12070,1,1,NO SE SABE,5395268
12070,2,1,NO SE SABE,5863407.28
12071,1,2,NO APLICA,NA
12071,2,1,FORTAMUM,5897698.35
12072,1,2,NO APLICA,NA
12072,2,2,NO APLICA,NA
12073,1,2,NO APLICA,NA
12073,2,2,NO APLICA,NA
12074,1,2,NO APLICA,NA
12074,2,2,NO APLICA,NA
12075,1,2,NO APLICA,NA
12075,2,2,NO APLICA,NA
12076,1,2,NO APLICA,NA
12076,2,2,NO APLICA,NA
12077,1,2,NO APLICA,NA
12077,2,2,NO APLICA,NA
12078,1,2,NO APLICA,NA
12078,2,2,NO APLICA,NA
12079,1,2,NO APLICA,NA
12079,2,2,NO APLICA,NA
12080,1,2,NO APLICA,NA
12080,2,2,NO APLICA,NA
12081,1,2,NO APLICA,NA
12081,2,2,NO APLICA,NA
12082,1,0,NO APLICA,NA
12082,2,0,NO APLICA,NA
12083,1,0,NO APLICA,NA
12083,2,0,NO APLICA,NA
12084,1,0,NO APLICA,NA
12084,2,0,NO APLICA,NA
12085,1,0,NO APLICA,NA
12085,2,0,NO APLICA,NA
13001,1,1,NO SE SABE,NSS
13001,2,1,NO SE SABE,NSS
13002,1,1,FORTAMUN,NSS
13002,2,1,FORTAMUN,NSS
13003,1,2,NO APLICA,NA
13003,2,2,NO APLICA,NA
13004,1,2,NO APLICA,NA
13004,2,2,NO APLICA,NA
13005,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS Y DE LAS DEMARCACIONES TERRITORIALES DEL DISTRITO FEDERAL,NSS
13005,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS Y DE LAS DEMARCACIONES TERRITORIALES DEL DISTRITO FEDERAL,NSS
13006,1,2,NO APLICA,NA
13006,2,2,NO APLICA,NA
13007,1,2,NO APLICA,NA
13007,2,2,NO APLICA,NA
13008,1,2,NO APLICA,NA
13008,2,2,NO APLICA,NA
13009,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES,13320866
13009,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES,14840360
13010,1,2,NO APLICA,NA
13010,2,2,NO APLICA,NA
13011,1,2,NO APLICA,NA
13011,2,2,NO APLICA,NA
13012,1,2,NO APLICA,NA
13012,2,2,NO APLICA,NA
13013,1,2,NO APLICA,NA
13013,2,2,NO APLICA,NA
13014,1,2,NO APLICA,NA
13014,2,2,NO APLICA,NA
13015,1,2,NO APLICA,NA
13015,2,2,NO APLICA,NA
13016,1,2,NO APLICA,NA
13016,2,2,NO APLICA,NA
13017,1,2,NO APLICA,NA
13017,2,2,NO APLICA,NA
13018,1,2,NO APLICA,NA
13018,2,2,NO APLICA,NA
13019,1,2,NO APLICA,NA
13019,2,2,NO APLICA,NA
13020,1,2,NO APLICA,NA
13020,2,2,NO APLICA,NA
13021,1,2,NO APLICA,NA
13021,2,2,NO APLICA,NA
13022,1,2,NO APLICA,NA
13022,2,2,NO APLICA,NA
13023,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES,NSS
13023,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO MUNICIPAL Y DE LAS DEMARCACIONES,NSS
13024,1,2,NO APLICA,NA
13024,2,2,NO APLICA,NA
13025,1,2,NO APLICA,NA
13025,2,2,NO APLICA,NA
13026,1,2,NO APLICA,NA
13026,2,2,NO APLICA,NA
13027,1,2,NO APLICA,NA
13027,2,2,NO APLICA,NA
13028,1,2,NO APLICA,NA
13028,2,2,NO APLICA,NA
13029,1,9,NO IDENTIFICADO,NSS
13029,2,9,NO IDENTIFICADO,NSS
13030,1,2,NO APLICA,NA
13030,2,2,NO APLICA,NA
13031,1,2,NO APLICA,NA
13031,2,2,NO APLICA,NA
13032,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS Y LAS DEMARCACIONES TERRITORIALES DEL DISTRITO FEDERAL,8370517.04
13032,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS Y LAS DEMARCACIONES TERRITORIALES DEL DISTRITO FEDERAL,7872812.35
13033,1,2,NO APLICA,NA
13033,2,2,NO APLICA,NA
13034,1,2,NO APLICA,NA
13034,2,2,NO APLICA,NA
13035,1,1,FORTAMUN,8255657
13035,2,1,FORTAMUN,9684600
13036,1,2,NO APLICA,NA
13036,2,2,NO APLICA,NA
13037,1,2,NO APLICA,NA
13037,2,2,NO APLICA,NA
13038,1,2,NO APLICA,NA
13038,2,2,NO APLICA,NA
13039,1,2,NO APLICA,NA
13039,2,2,NO APLICA,NA
13040,1,2,NO APLICA,NA
13040,2,2,NO APLICA,NA
13041,1,2,NO APLICA,NA
13041,2,2,NO APLICA,NA
13042,1,2,NO APLICA,NA
13042,2,2,NO APLICA,NA
13043,1,9,NO IDENTIFICADO,NSS
13043,2,9,NO IDENTIFICADO,NSS
13044,1,9,NO IDENTIFICADO,NSS
13044,2,9,NO IDENTIFICADO,NSS
13045,1,2,NO APLICA,NA
13045,2,2,NO APLICA,NA
13046,1,1,FORTAMUN-DF,27596972.49
13046,2,1,FORTAMUN-DF,28800387.45
13047,1,2,NO APLICA,NA
13047,2,2,NO APLICA,NA
13048,1,2,NO APLICA,NA
13048,2,2,NO APLICA,NA
13049,1,2,NO APLICA,NA
13049,2,2,NO APLICA,NA
13050,1,2,NO APLICA,NA
13050,2,2,NO APLICA,NA
13051,1,2,NO APLICA,NA
13051,2,2,NO APLICA,NA
13052,1,2,NO APLICA,NA
13052,2,2,NO APLICA,NA
13053,1,2,NO APLICA,NA
13053,2,2,NO APLICA,NA
13054,1,2,NO APLICA,NA
13054,2,2,NO APLICA,NA
13055,1,2,NO APLICA,NA
13055,2,2,NO APLICA,NA
13056,1,2,NO APLICA,NA
13056,2,2,NO APLICA,NA
13057,1,9,NO IDENTIFICADO,NSS
13057,2,9,NO IDENTIFICADO,NSS
13058,1,2,NO APLICA,NA
13058,2,2,NO APLICA,NA
13059,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS,124553561.8
13059,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS,19906040.98
13060,1,2,NO APLICA,NA
13060,2,2,NO APLICA,NA
13061,1,2,NO APLICA,NA
13061,2,2,NO APLICA,NA
13062,1,2,NO APLICA,NA
13062,2,2,NO APLICA,NA
13063,1,2,NO APLICA,NA
13063,2,2,NO APLICA,NA
13064,1,2,NO APLICA,NA
13064,2,2,NO APLICA,NA
13065,1,2,NO APLICA,NA
13065,2,2,NO APLICA,NA
13066,1,1,FORTAMUN,NSS
13066,2,1,FORTAMUN,9874840.54
13067,1,9,NO IDENTIFICADO,NSS
13067,2,9,NO IDENTIFICADO,NSS
13068,1,2,NO APLICA,NA
13068,2,2,NO APLICA,NA
13069,1,2,NO APLICA,NA
13069,2,2,NO APLICA,NA
13070,1,2,NO APLICA,NA
13070,2,2,NO APLICA,NA
13071,1,2,NO APLICA,NA
13071,2,2,NO APLICA,NA
13072,1,2,NO APLICA,NA
13072,2,2,NO APLICA,NA
13073,1,2,NO APLICA,NA
13073,2,2,NO APLICA,NA
13074,1,1,541185542,5411855.42
13074,2,1,441901303,4419013.03
13075,1,2,NO APLICA,NA
13075,2,2,NO APLICA,NA
13076,1,2,NO APLICA,NA
13076,2,2,NO APLICA,NA
13077,1,2,NO APLICA,NA
13077,2,2,NO APLICA,NA
13078,1,2,NO APLICA,NA
13078,2,2,NO APLICA,NA
13079,1,2,NO APLICA,NA
13079,2,2,NO APLICA,NA
13080,1,2,NO APLICA,NA
13080,2,2,NO APLICA,NA
13081,1,2,NO APLICA,NA
13081,2,2,NO APLICA,NA
13082,1,2,NO APLICA,NA
13082,2,2,NO APLICA,NA
13083,1,1,FORTAMUN,32143408.73
13083,2,1,FORTAMUN,43322538.42
13084,1,2,NO APLICA,NA
13084,2,2,NO APLICA,NA
14001,1,2,NO APLICA,NA
14001,2,2,NO APLICA,NA
14002,1,2,NO APLICA,NA
14002,2,2,NO APLICA,NA
14003,1,1,FORTAMUN,NSS
14003,2,1,FORTAMUN,NSS
14004,1,2,NO APLICA,NA
14004,2,2,NO APLICA,NA
14005,1,1,FORTAMUN 2021,9530676.69
14005,2,1,FORTAMUN 2022,9352016.59
14006,1,2,NO APLICA,NA
14006,2,2,NO APLICA,NA
14007,1,1,SECRETARIA DE HACIENDA PUBLICA,0
14007,2,1,SECRETARIA DE HACIENDA PUBLICA,0
14008,1,9,NO IDENTIFICADO,NSS
14008,2,9,NO IDENTIFICADO,NSS
14009,1,2,NO APLICA,NA
14009,2,2,NO APLICA,NA
14010,1,2,NO APLICA,NA
14010,2,2,NO APLICA,NA
14011,1,2,NO APLICA,NA
14011,2,2,NO APLICA,NA
14012,1,1,FORTAMUN,1884784
14012,2,1,FORTAMUN,2337234.46
14013,1,2,NO APLICA,NA
14013,2,2,NO APLICA,NA
14014,1,2,NO APLICA,NA
14014,2,2,NO APLICA,NA
14015,1,2,NO APLICA,NA
14015,2,2,NO APLICA,NA
14016,1,2,NO APLICA,NA
14016,2,2,NO APLICA,NA
14017,1,2,NO APLICA,NA
14017,2,2,NO APLICA,NA
14018,1,2,NO APLICA,NA
14018,2,2,NO APLICA,NA
14019,1,2,NO APLICA,NA
14019,2,2,NO APLICA,NA
14020,1,1,FORTAMUN,4650000
14020,2,1,FORTAMUN,4650000
14021,1,2,NO APLICA,NA
14021,2,2,NO APLICA,NA
14022,1,2,NO APLICA,NA
14022,2,2,NO APLICA,NA
14023,1,1,FORTAMUN,685650.58
14023,2,1,FORTAMUN,12227860.4
14024,1,2,NO APLICA,NA
14024,2,2,NO APLICA,NA
14025,1,2,NO APLICA,NA
14025,2,2,NO APLICA,NA
14026,1,9,NO IDENTIFICADO,NSS
14026,2,9,NO IDENTIFICADO,NSS
14027,1,2,NO APLICA,NA
14027,2,2,NO APLICA,NA
14028,1,1,FONDO DE APORTACION PARA FORTALECIMIENTO MUNICIPAL,1522067
14028,2,1,FONDO DE APORTACION PARA FORTALECIMIENTO MUNICIPAL,1506655
14029,1,2,NO APLICA,NA
14029,2,2,NO APLICA,NA
14030,1,2,NO APLICA,NA
14030,2,2,NO APLICA,NA
14031,1,2,NO APLICA,NA
14031,2,2,NO APLICA,NA
14032,1,2,NO APLICA,NA
14032,2,2,NO APLICA,NA
14033,1,2,NO APLICA,NA
14033,2,2,NO APLICA,NA
14034,1,2,NO APLICA,NA
14034,2,2,NO APLICA,NA
14035,1,2,NO APLICA,NA
14035,2,2,NO APLICA,NA
14036,1,2,NO APLICA,NA
14036,2,2,NO APLICA,NA
14037,1,2,NO APLICA,NA
14037,2,2,NO APLICA,NA
14038,1,2,NO APLICA,NA
14038,2,2,NO APLICA,NA
14039,1,2,NO APLICA,NA
14039,2,2,NO APLICA,NA
14040,1,2,NO APLICA,NA
14040,2,2,NO APLICA,NA
14041,1,2,NO APLICA,NA
14041,2,2,NO APLICA,NA
14042,1,2,NO APLICA,NA
14042,2,2,NO APLICA,NA
14043,1,2,NO APLICA,NA
14043,2,2,NO APLICA,NA
14044,1,2,NO APLICA,NA
14044,2,2,NO APLICA,NA
14045,1,1,FORTAMUN,1295768.35
14045,2,1,FORTAMUN,1191792.09
14046,1,2,NO APLICA,NA
14046,2,2,NO APLICA,NA
14047,1,1,FORTAMUN,14695644.61
14047,2,1,FORTAMUN,15650135.31
14048,1,2,NO APLICA,NA
14048,2,2,NO APLICA,NA
14049,1,2,NO APLICA,NA
14049,2,2,NO APLICA,NA
14050,1,2,NO APLICA,NA
14050,2,2,NO APLICA,NA
14051,1,1,FORTALECIMIENTO,23024855
14051,2,1,FORTALECIMIENTO,5137623.96
14052,1,2,NO APLICA,NA
14052,2,2,NO APLICA,NA
14053,1,2,NO APLICA,NA
14053,2,2,NO APLICA,NA
14054,1,2,NO APLICA,NA
14054,2,2,NO APLICA,NA
14055,1,2,NO APLICA,NA
14055,2,2,NO APLICA,NA
14056,1,1,FORTAMUN,1326144
14056,2,1,FORTAMUN,1354381
14057,1,2,NO APLICA,NA
14057,2,2,NO APLICA,NA
14058,1,2,NO APLICA,NA
14058,2,2,NO APLICA,NA
14059,1,2,NO APLICA,NA
14059,2,2,NO APLICA,NA
14060,1,2,NO APLICA,NA
14060,2,2,NO APLICA,NA
14061,1,2,NO APLICA,NA
14061,2,2,NO APLICA,NA
14062,1,1,FORTAMUN,2274428.31
14062,2,1,FORTAMUN,2714805.19
14063,1,2,NO APLICA,NA
14063,2,2,NO APLICA,NA
14064,1,9,NO IDENTIFICADO,NSS
14064,2,9,NO IDENTIFICADO,NSS
14065,1,2,NO APLICA,NA
14065,2,2,NO APLICA,NA
14066,1,2,NO APLICA,NA
14066,2,2,NO APLICA,NA
14067,1,1,FORTAMUN,160272812.76
14067,2,1,FORTAMUN,160272812.76
14068,1,2,NO APLICA,NA
14068,2,2,NO APLICA,NA
14069,1,2,NO APLICA,NA
14069,2,2,NO APLICA,NA
14070,1,2,NO APLICA,NA
14070,2,2,NO APLICA,NA
14071,1,2,NO APLICA,NA
14071,2,2,NO APLICA,NA
14072,1,2,NO APLICA,NA
14072,2,2,NO APLICA,NA
14073,1,2,NO APLICA,NA
14073,2,2,NO APLICA,NA
14074,1,2,NO APLICA,NA
14074,2,2,NO APLICA,NA
14075,1,2,NO APLICA,NA
14075,2,2,NO APLICA,NA
14076,1,2,NO APLICA,NA
14076,2,2,NO APLICA,NA
14077,1,2,NO APLICA,NA
14077,2,2,NO APLICA,NA
14078,1,2,NO APLICA,NA
14078,2,2,NO APLICA,NA
14079,1,2,NO APLICA,NA
14079,2,2,NO APLICA,NA
14080,1,2,NO APLICA,NA
14080,2,2,NO APLICA,NA
14081,1,2,NO APLICA,NA
14081,2,2,NO APLICA,NA
14082,1,2,NO APLICA,NA
14082,2,2,NO APLICA,NA
14083,1,9,NO IDENTIFICADO,NSS
14083,2,9,NO IDENTIFICADO,NSS
14084,1,1,FONDO PARA EL FORTALECIMIENTO MUNICIPAL,9989035.77
14084,2,1,FONDO PARA EL FORTALECIMIENTO MUNICIPAL,11191468.26
14085,1,2,NO APLICA,NA
14085,2,2,NO APLICA,NA
14086,1,2,NO APLICA,NA
14086,2,2,NO APLICA,NA
14087,1,2,NO APLICA,NA
14087,2,2,NO APLICA,NA
14088,1,2,NO APLICA,NA
14088,2,2,NO APLICA,NA
14089,1,2,NO APLICA,NA
14089,2,2,NO APLICA,NA
14090,1,2,NO APLICA,NA
14090,2,2,NO APLICA,NA
14091,1,2,NO APLICA,NA
14091,2,2,NO APLICA,NA
14092,1,2,NO APLICA,NA
14092,2,2,NO APLICA,NA
14093,1,1,ESTRATEGIA ALE,473025.62
14093,2,1,ESTRATEGIA ALE,624849.62
14094,1,2,NO APLICA,NA
14094,2,2,NO APLICA,NA
14095,1,9,NO IDENTIFICADO,NSS
14095,2,9,NO IDENTIFICADO,NSS
14096,1,2,NO APLICA,NA
14096,2,2,NO APLICA,NA
14097,1,1,ESTRATEGIA ALE,581134.1
14097,2,1,ESTRATEGIA ALE,85842.21
14098,1,1,POLICIA METROPOLITANA,17798709.38
14098,2,1,POLICIA METROPOLITANAESTRATEGIA ALE,17344298.47
14099,1,2,NO APLICA,NA
14099,2,2,NO APLICA,NA
14100,1,2,NO APLICA,NA
14100,2,2,NO APLICA,NA
14101,1,2,NO APLICA,NA
14101,2,2,NO APLICA,NA
14102,1,2,NO APLICA,NA
14102,2,2,NO APLICA,NA
14103,1,2,NO APLICA,NA
14103,2,2,NO APLICA,NA
14104,1,2,NO APLICA,NA
14104,2,2,NO APLICA,NA
14105,1,2,NO APLICA,NA
14105,2,2,NO APLICA,NA
14106,1,1,FORTAMUN,2877082.59
14106,2,1,FORTAMUN,2798677.07
14107,1,2,NO APLICA,NA
14107,2,2,NO APLICA,NA
14108,1,2,NO APLICA,NA
14108,2,2,NO APLICA,NA
14109,1,2,NO APLICA,NA
14109,2,2,NO APLICA,NA
14110,1,2,NO APLICA,NA
14110,2,2,NO APLICA,NA
14111,1,2,NO APLICA,NA
14111,2,2,NO APLICA,NA
14112,1,2,NO APLICA,NA
14112,2,2,NO APLICA,NA
14113,1,1,FONDO DE APORTACIONES PARA LA INFRAESTRUCTURA SOCIAL MUNICIPAL FAIS,9098576
14113,2,1,FONDO DE APORTACIONES PARA LA INFRAESTRUCTURA SOCIAL MUNICIPAL FAIS,10066862.68
14114,1,2,NO APLICA,NA
14114,2,2,NO APLICA,NA
14115,1,2,NO APLICA,NA
14115,2,2,NO APLICA,NA
14116,1,2,NO APLICA,NA
14116,2,2,NO APLICA,NA
14117,1,2,NO APLICA,NA
14117,2,2,NO APLICA,NA
14118,1,2,NO APLICA,NA
14118,2,2,NO APLICA,NA
14119,1,2,NO APLICA,NA
14119,2,2,NO APLICA,NA
14120,1,1,POLICIA METROPOLITANA PROGRAMA ESTRATEGIA ALE,13041977.38
14120,2,1,POLICIA METROPOLITANA PROGRAMA ESTRATEGIA ALE,32999523.14
14121,1,2,NO APLICA,NA
14121,2,2,NO APLICA,NA
14122,1,1,FORTAMUN,4975842.86
14122,2,1,FORTAMUN,5571454.92
14123,1,2,NO APLICA,NA
14123,2,2,NO APLICA,NA
14124,1,1,SUBSIDIO A LOS MUNICIPIOS QUE CONFORMAN LA POLICIA METROPOLITANA DE GUADALAJARA,5875700
14124,2,1,SUBSIDIO A LOS MUNICIPIOS QUE CONFORMAN LA POLICIA METROPOLITANA DE GUADALAJARA,5809174
14125,1,2,NO APLICA,NA
14125,2,2,NO APLICA,NA
15001,1,2,NO APLICA,NA
15001,2,2,NO APLICA,NA
15002,1,2,NO APLICA,NA
15002,2,2,NO APLICA,NA
15003,1,1,RAMO 28,5445775.26
15003,2,1,RAMO 28,5446324.58
15004,1,2,NO APLICA,NA
15004,2,2,NO APLICA,NA
15005,1,2,NO APLICA,NA
15005,2,2,NO APLICA,NA
15006,1,2,NO APLICA,NA
15006,2,2,NO APLICA,NA
15007,1,9,NO IDENTIFICADO,NSS
15007,2,9,NO IDENTIFICADO,NSS
15008,1,2,NO APLICA,NA
15008,2,2,NO APLICA,NA
15009,1,2,NO APLICA,NA
15009,2,2,NO APLICA,NA
15010,1,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,669251
15010,2,1,FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA,686290
15011,1,2,NO APLICA,NA
15011,2,2,NO APLICA,NA
15012,1,9,NO IDENTIFICADO,NSS
15012,2,1,FASP,831399
15013,1,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS Y LAS DEMARCACIONES DEL DISTRITO FEDERAL FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA DE LOS ESTADOS Y DEL DISTRITO FEDERAL,43429834
15013,2,1,FONDO DE APORTACIONES PARA EL FORTALECIMIENTO DE LOS MUNICIPIOS Y LAS DEMARCACIONES DEL DISTRITO FEDERAL FONDO DE APORTACIONES PARA LA SEGURIDAD PUBLICA DE LOS ESTADOS Y DEL DISTRITO FEDERAL,78854736
15014,1,1,PAD,225000
