ubicageo_f,rnspni1,dirurl1
19049,1,NO APLICA
19050,0,NO APLICA
19051,1,NO APLICA
20001,3,NO APLICA
20002,1,NO APLICA
20003,3,NO APLICA
20004,1,NO APLICA
20005,1,NO APLICA
20006,1,NO APLICA
20007,1,NO APLICA
20008,3,NO APLICA
20009,1,NO APLICA
20010,1,NO APLICA
20011,3,NO APLICA
20012,3,NO APLICA
20013,1,NO APLICA
20014,1,NO APLICA
20015,2,NO APLICA
20016,3,NO APLICA
20017,3,NO APLICA
20018,3,NO APLICA
20019,1,NO APLICA
20020,3,NO APLICA
20021,1,NO APLICA
20022,1,NO APLICA
20023,3,NO APLICA
20024,3,NO APLICA
20025,3,NO APLICA
20026,3,NO APLICA
20027,3,NO APLICA
20028,1,NO APLICA
20029,3,NO APLICA
20030,1,NO APLICA
20031,3,NO APLICA
20032,3,NO APLICA
20033,1,NO APLICA
20034,3,NO APLICA
20035,3,NO APLICA
20036,3,NO APLICA
20037,3,NO APLICA
20038,3,NO APLICA
20039,1,NO APLICA
20040,1,NO APLICA
20041,1,NO APLICA
20042,3,NO APLICA
20043,1,NO APLICA
20044,1,NO APLICA
20045,1,NO APLICA
20046,3,NO APLICA
20047,3,NO APLICA
20048,3,NO APLICA
20049,3,NO APLICA
20050,3,NO APLICA
20051,3,NO APLICA
20052,2,NO APLICA
20053,3,NO APLICA
20054,3,NO APLICA
20055,3,NO APLICA
20056,1,NO APLICA
20057,1,NO APLICA
20058,3,NO APLICA
20059,1,NO APLICA
20060,2,NO APLICA
20061,1,NO APLICA
20062,1,NO APLICA
20063,1,NO APLICA
20064,3,NO APLICA
20065,1,NO APLICA
20066,3,NO APLICA
20067,1,https://drive.google.com/file/d/1aUUvc06FrR9LMmQj-ORDinKcVEBY6txN/view
20068,3,NO APLICA
20069,3,NO APLICA
20070,1,NO APLICA
20071,2,NO APLICA
20072,2,NO APLICA
20073,2,NO APLICA
20074,3,NO APLICA
20075,3,NO APLICA
20076,3,NO APLICA
20077,3,NO APLICA
20078,3,NO APLICA
20079,2,NO APLICA
20080,1,NO APLICA
20081,3,NO APLICA
20082,1,NO APLICA
20083,3,NO APLICA
20084,3,NO APLICA
20085,2,NO APLICA
20086,3,NO APLICA
20087,1,NO APLICA
20088,3,NO APLICA
20089,1,NO APLICA
20090,1,NO APLICA
20091,2,NO APLICA
20092,3,NO APLICA
20093,3,NO APLICA
20094,2,NO APLICA
20095,2,NO APLICA
20096,3,NO APLICA
20097,3,NO APLICA
20098,1,NO APLICA
20099,3,NO APLICA
20100,1,NO APLICA
20101,3,NO APLICA
20102,1,NO APLICA
20103,1,NO APLICA
20104,3,NO APLICA
20105,3,NO APLICA
20106,3,NO APLICA
20107,3,NO APLICA
20108,3,NO APLICA
20109,3,NO APLICA
20110,3,NO APLICA
20111,1,NO APLICA
20112,3,NO APLICA
20113,2,NO APLICA
20114,3,NO APLICA
20115,3,NO APLICA
20116,1,NO APLICA
20117,2,NO APLICA
20118,3,NO APLICA
20119,3,NO APLICA
20120,3,NO APLICA
20121,1,NO APLICA
20122,3,NO APLICA
20123,3,NO APLICA
20124,3,NO APLICA
20125,3,NO APLICA
20126,1,NO APLICA
20127,2,NO APLICA
20128,1,NO APLICA
20129,3,NO APLICA
20130,3,NO APLICA
20131,3,NO APLICA
20132,3,NO APLICA
20133,3,NO APLICA
20134,1,NO APLICA
20135,3,NO APLICA
20136,1,NO APLICA
20137,3,NO APLICA
20138,3,NO APLICA
20139,3,NO APLICA
20140,3,NO APLICA
20141,3,NO APLICA
20142,3,NO APLICA
20143,3,NO APLICA
20144,3,NO APLICA
20145,1,NO APLICA
20146,1,NO APLICA
20147,3,NO APLICA
20148,2,NO APLICA
20149,1,NO APLICA
20150,1,NO APLICA
20151,3,NO APLICA
20152,3,NO APLICA
20153,2,NO APLICA
20154,1,NO APLICA
20155,3,NO APLICA
20156,3,NO APLICA
20157,3,NO APLICA
20158,2,NO APLICA
20159,1,NO APLICA
20160,3,NO APLICA
20161,2,NO APLICA
20162,3,NO APLICA
20163,3,NO APLICA
20164,3,NO APLICA
20165,3,NO APLICA
20166,1,NO APLICA
20167,1,NO APLICA
20168,1,NO APLICA
20169,1,NO APLICA
20170,1,NO APLICA
20171,3,NO APLICA
20172,3,NO APLICA
20173,3,NO APLICA
20174,3,NO APLICA
20175,1,NO APLICA
20176,3,NO APLICA
20177,1,NO APLICA
20178,3,NO APLICA
20179,2,NO APLICA
20180,1,NO APLICA
20181,1,NO APLICA
20182,1,NO APLICA
20183,3,NO APLICA
20184,1,https://transparencia.tuxtepec.gob.mx/
20185,1,NO APLICA
20186,3,NO APLICA
20187,1,NO APLICA
20188,1,NO APLICA
20189,3,NO APLICA
20190,2,NO APLICA
20191,1,NO APLICA
20192,3,NO APLICA
20193,1,NO APLICA
20194,3,NO APLICA
20195,3,NO APLICA
20196,3,NO APLICA
20197,3,NO APLICA
20198,1,NO APLICA
20199,3,NO APLICA
20200,3,NO APLICA
20201,3,NO APLICA
20202,1,NO APLICA
20203,3,NO APLICA
20204,2,NO APLICA
20205,0,NO APLICA
20206,1,NO APLICA
20207,0,NO APLICA
20208,3,NO APLICA
20209,3,NO APLICA
20210,3,NO APLICA
20211,2,NO APLICA
20212,3,NO APLICA
20213,3,NO APLICA
20214,3,NO APLICA
20215,3,NO APLICA
20216,1,NO APLICA
20217,3,NO APLICA
20218,1,NO APLICA
20219,3,NO APLICA
20220,3,NO APLICA
20221,3,NO APLICA
20222,3,NO APLICA
20223,3,NO APLICA
20224,3,NO APLICA
20225,1,NO APLICA
20226,3,NO APLICA
20227,1,NO APLICA
20228,3,NO APLICA
20229,1,NO APLICA
20230,3,NO APLICA
20231,3,NO APLICA
20232,1,NO APLICA
20233,3,NO APLICA
20234,3,NO APLICA
20235,3,NO APLICA
20236,2,NO APLICA
20237,1,NO APLICA
20238,2,NO APLICA
20239,3,NO APLICA
20240,3,NO APLICA
20241,2,NO APLICA
20242,0,NO APLICA
20243,3,NO APLICA
20244,1,NO APLICA
20245,3,NO APLICA
20246,3,NO APLICA
20247,1,NO APLICA
20248,3,NO APLICA
20249,3,NO APLICA
20250,3,NO APLICA
20251,3,NO APLICA
20252,3,NO APLICA
20253,2,NO APLICA
20254,2,NO APLICA
20255,3,NO APLICA
20256,3,NO APLICA
20257,3,NO APLICA
20258,1,NO APLICA
20259,3,NO APLICA
20260,1,NO APLICA
20261,1,NO APLICA
20262,3,NO APLICA
20263,1,NO APLICA
20264,3,NO APLICA
20265,1,NO APLICA
20266,3,NO APLICA
20267,3,NO APLICA
20268,3,NO APLICA
20269,3,NO APLICA
20270,3,NO APLICA
20271,3,NO APLICA
20272,1,NO APLICA
20273,3,NO APLICA
20274,3,NO APLICA
20275,2,NO APLICA
20276,3,NO APLICA
20277,2,NO APLICA
20278,1,NO APLICA
20279,2,NO APLICA
20280,3,NO APLICA
20281,3,NO APLICA
20282,3,NO APLICA
20283,3,NO APLICA
20284,3,NO APLICA
20285,1,NO APLICA
20286,3,NO APLICA
20287,3,NO APLICA
20288,3,NO APLICA
20289,1,NO APLICA
20290,3,NO APLICA
20291,1,NO APLICA
20292,3,NO APLICA
20293,1,NO APLICA
20294,1,NO APLICA
20295,1,NO APLICA
20296,3,NO APLICA
20297,3,NO APLICA
20298,1,NO APLICA
20299,3,NO APLICA
20300,3,NO APLICA
20301,3,NO APLICA
20302,1,NO APLICA
20303,3,NO APLICA
20304,3,NO APLICA
20305,3,NO APLICA
20306,2,NO APLICA
20307,3,NO APLICA
20308,3,NO APLICA
20309,1,NO APLICA
20310,2,NO APLICA
20311,1,NO APLICA
20312,1,NO APLICA
20313,3,NO APLICA
20314,2,NO APLICA
20315,3,NO APLICA
20316,3,NO APLICA
20317,0,NO APLICA
20318,2,NO APLICA
20319,0,NO APLICA
20320,3,NO APLICA
20321,3,NO APLICA
20322,0,NO APLICA
20323,3,NO APLICA
20324,1,NO APLICA
20325,3,NO APLICA
20326,3,NO APLICA
20327,3,NO APLICA
20328,3,NO APLICA
20329,3,NO APLICA
20330,1,NO APLICA
20331,3,NO APLICA
20332,1,NO APLICA
20333,3,NO APLICA
20334,1,NO APLICA
20335,3,NO APLICA
20336,3,NO APLICA
20337,2,NO APLICA
20338,1,NO APLICA
20339,3,NO APLICA
20340,3,NO APLICA
20341,3,NO APLICA
20342,0,NO APLICA
20343,3,NO APLICA
20344,1,NO APLICA
20345,1,NO APLICA
20346,2,NO APLICA
20347,2,NO APLICA
20348,1,NO APLICA
20349,3,NO APLICA
20350,1,NO APLICA
20351,1,NO APLICA
20352,3,NO APLICA
20353,1,NO APLICA
20354,3,NO APLICA
20355,3,NO APLICA
20356,3,NO APLICA
20357,3,NO APLICA
20358,3,NO APLICA
20359,1,NO APLICA
20360,3,NO APLICA
20361,3,NO APLICA
20362,3,NO APLICA
20363,1,NO APLICA
20364,1,NO APLICA
20365,3,NO APLICA
20366,2,NO APLICA
20367,1,NO APLICA
20368,3,NO APLICA
20369,3,NO APLICA
20370,2,NO APLICA
20371,3,NO APLICA
20372,3,NO APLICA
20373,3,NO APLICA
20374,9,NO IDENTIFICADO
20375,2,NO APLICA
20376,3,NO APLICA
20377,3,NO APLICA
20378,3,NO APLICA
20379,3,NO APLICA
20380,3,NO APLICA
20381,3,NO APLICA
20382,3,NO APLICA
20383,2,NO APLICA
20384,3,NO APLICA
20385,1,NO APLICA
20386,1,NO APLICA
20387,1,NO APLICA
20388,3,NO APLICA
20389,1,NO APLICA
20390,1,NO APLICA
20391,3,NO APLICA
20392,3,NO APLICA
20393,9,NO IDENTIFICADO
20394,3,NO APLICA
20395,3,NO APLICA
20396,3,NO APLICA
20397,1,NO APLICA
20398,3,NO APLICA
20399,1,NO APLICA
20400,3,NO APLICA
20401,2,NO APLICA
20402,1,NO APLICA
20403,1,NO APLICA
20404,3,NO APLICA
20405,1,NO APLICA
20406,1,NO APLICA
20407,9,NO IDENTIFICADO
20408,3,NO APLICA
20409,1,NO APLICA
20410,3,NO APLICA
20411,2,NO APLICA
20412,1,NO APLICA
20413,3,NO APLICA
20414,1,NO APLICA
20415,3,NO APLICA
20416,3,NO APLICA
20417,1,NO APLICA
20418,3,NO APLICA
20419,3,NO APLICA
20420,3,NO APLICA
20421,3,NO APLICA
20422,3,NO APLICA
20423,3,NO APLICA
20424,2,NO APLICA
20425,3,NO APLICA
20426,1,NO APLICA
20427,1,NO APLICA
20428,3,NO APLICA
20429,2,NO APLICA
20430,3,NO APLICA
20431,3,NO APLICA
20432,2,NO APLICA
20433,3,NO APLICA
20434,3,NO APLICA
20435,3,NO APLICA
20436,2,NO APLICA
20437,3,NO APLICA
20438,3,NO APLICA
20439,1,NO APLICA
20440,3,NO APLICA
20441,1,NO APLICA
20442,3,NO APLICA
20443,3,NO APLICA
20444,3,NO APLICA
20445,3,NO APLICA
20446,3,NO APLICA
20447,3,NO APLICA
20448,3,NO APLICA
20449,3,NO APLICA
20450,3,NO APLICA
20451,3,NO APLICA
20452,3,NO APLICA
20453,3,NO APLICA
20454,3,NO APLICA
20455,1,NO APLICA
20456,3,NO APLICA
20457,1,NO APLICA
20458,3,NO APLICA
20459,3,NO APLICA
20460,3,NO APLICA
20461,3,NO APLICA
20462,3,NO APLICA
20463,3,NO APLICA
20464,3,NO APLICA
20465,3,NO APLICA
20466,1,NO APLICA
20467,1,NO APLICA
20468,3,NO APLICA
20469,1,NO APLICA
20470,3,NO APLICA
20471,3,NO APLICA
20472,1,NO APLICA
20473,3,NO APLICA
20474,1,NO APLICA
20475,3,NO APLICA
20476,3,NO APLICA
20477,1,NO APLICA
20478,1,NO APLICA
20479,3,NO APLICA
20480,1,NO APLICA
20481,3,NO APLICA
20482,1,NO APLICA
20483,1,NO APLICA
20484,3,NO APLICA
20485,1,NO APLICA
20486,1,NO APLICA
20487,1,NO APLICA
20488,3,NO APLICA
20489,1,NO APLICA
20490,3,NO APLICA
20491,3,NO APLICA
20492,3,NO APLICA
20493,3,NO APLICA
20494,1,NO APLICA
20495,2,NO APLICA
20496,1,NO APLICA
20497,3,NO APLICA
20498,3,NO APLICA
20499,2,NO APLICA
20500,3,NO APLICA
20501,3,NO APLICA
20502,2,NO APLICA
20503,3,NO APLICA
20504,1,NO APLICA
20505,1,NO APLICA
20506,3,NO APLICA
20507,1,NO APLICA
20508,1,NO APLICA
20509,2,NO APLICA
20510,3,NO APLICA
20511,2,NO APLICA
20512,2,NO APLICA
20513,1,NO APLICA
20514,1,NO APLICA
20515,1,NO APLICA
20516,1,NO APLICA
20517,3,NO APLICA
20518,1,NO APLICA
20519,3,NO APLICA
20520,3,NO APLICA
20521,1,NO APLICA
20522,3,NO APLICA
20523,3,NO APLICA
20524,1,NO APLICA
20525,3,NO APLICA
20526,1,NO APLICA
20527,1,NO APLICA
20528,3,NO APLICA
20529,3,NO APLICA
20530,3,NO APLICA
20531,1,NO APLICA
20532,3,NO APLICA
20533,2,NO APLICA
20534,3,NO APLICA
20535,3,NO APLICA
20536,1,NO APLICA
20537,1,NO APLICA
20538,3,NO APLICA
20539,1,NO APLICA
20540,1,NO APLICA
20541,3,NO APLICA
20542,2,NO APLICA
20543,1,NO APLICA
20544,3,NO APLICA
20545,1,NO APLICA
20546,3,NO APLICA
20547,1,NO APLICA
20548,3,NO APLICA
20549,1,NO APLICA
20550,1,NO APLICA
20551,2,NO APLICA
20552,3,NO APLICA
20553,9,NO IDENTIFICADO
20554,3,NO APLICA
20555,3,NO APLICA
20556,3,NO APLICA
20557,3,NO APLICA
20558,3,NO APLICA
20559,1,NO APLICA
20560,3,NO APLICA
20561,3,NO APLICA
20562,3,NO APLICA
20563,3,NO APLICA
20564,3,NO APLICA
20565,1,NO APLICA
20566,3,NO APLICA
20567,3,NO APLICA
20568,9,NO IDENTIFICADO
20569,1,NO APLICA
20570,2,NO APLICA
21001,1,NO APLICA
21002,1,NO APLICA
21003,1,NO APLICA
21004,2,NO APLICA
21005,1,NO APLICA
21006,1,NO APLICA
21007,1,NO APLICA
21008,3,NO APLICA
21009,1,NO APLICA
21010,3,NO APLICA
21011,3,NO APLICA
21012,1,NO APLICA
21013,2,NO APLICA
21014,3,NO APLICA
21015,1,NO APLICA
21016,3,NO APLICA
21017,1,NO APLICA
21018,2,NO APLICA
21019,3,NO APLICA
21020,2,NO APLICA
21021,3,NO APLICA
21022,1,NO APLICA
21023,3,NO APLICA
21024,2,NO APLICA
21025,1,NO APLICA
21026,2,NO APLICA
21027,1,NO APLICA
21028,3,NO APLICA
21029,3,NO APLICA
21030,2,NO APLICA
21031,1,NO APLICA
21032,2,NO APLICA
21033,2,NO APLICA
21034,3,NO APLICA
21035,2,NO APLICA
21036,3,NO APLICA
21037,3,NO APLICA
21038,3,NO APLICA
21039,1,NO APLICA
21040,2,NO APLICA
21041,3,NO APLICA
21042,3,NO APLICA
21043,1,NO APLICA
21044,9,NO IDENTIFICADO
21045,3,NO APLICA
21046,2,NO APLICA
21047,1,NO APLICA
21048,1,NO APLICA
21049,3,NO APLICA
21050,2,NO APLICA
21051,1,NO APLICA
21052,3,NO APLICA
21053,2,NO APLICA
21054,1,NO APLICA
21055,1,NO APLICA
21056,1,NO APLICA
21057,3,NO APLICA
21058,1,NO APLICA
21059,1,NO APLICA
21060,1,NO APLICA
21061,1,NO APLICA
21062,1,NO APLICA
21063,1,NO APLICA
21064,1,NO APLICA
21065,3,NO APLICA
21066,1,NO APLICA
21067,1,NO APLICA
21068,2,NO APLICA
21069,2,NO APLICA
21070,3,NO APLICA
21071,2,NO APLICA
21072,1,NO APLICA
21073,3,NO APLICA
21074,2,NO APLICA
21075,1,NO APLICA
21076,2,NO APLICA
21077,2,NO APLICA
21078,2,NO APLICA
21079,2,NO APLICA
21080,3,NO APLICA
21081,1,NO APLICA
21082,3,NO APLICA
21083,3,NO APLICA
21084,1,NO APLICA
21085,2,NO APLICA
21086,1,NO APLICA
21087,3,NO APLICA
21088,2,NO APLICA
21089,1,NO APLICA
21090,2,NO APLICA
21091,3,NO APLICA
21092,2,NO APLICA
21093,2,NO APLICA
21094,1,https://transparencia.libres.gob.mx/Obligaciones/001_TODAS_COMPLETAS/77_29_Informes_Emitidos/1erInforme2022.pdf
21095,3,NO APLICA
21096,1,NO APLICA
21097,2,NO APLICA
21098,3,NO APLICA
21099,2,NO APLICA
21100,1,NO APLICA
21101,1,NO APLICA
21102,2,NO APLICA
21103,3,NO APLICA
21104,1,NO APLICA
21105,2,NO APLICA
21106,3,NO APLICA
21107,2,NO APLICA
21108,3,NO APLICA
21109,3,NO APLICA
21110,3,NO APLICA
21111,1,NO APLICA
21112,2,NO APLICA
21113,1,NO APLICA
21114,1,https://www.youtube.com/live/fgn0NcxxG_c?feature=share
21115,2,NO APLICA
21116,3,NO APLICA
21117,2,NO APLICA
21118,2,NO APLICA
21119,3,NO APLICA
21120,2,NO APLICA
21121,1,NO APLICA
21122,1,NO APLICA
21123,3,NO APLICA
21124,9,NO IDENTIFICADO
21125,1,NO APLICA
21126,1,NO APLICA
21127,3,NO APLICA
21128,1,NO APLICA
21129,2,NO APLICA
21130,9,NO IDENTIFICADO
21131,3,NO APLICA
21132,1,NO APLICA
21133,3,NO APLICA
21134,1,NO APLICA
21135,2,NO APLICA
21136,3,NO APLICA
21137,3,NO APLICA
21138,1,NO APLICA
21139,1,NO APLICA
21140,2,NO APLICA
21141,2,NO APLICA
21142,2,NO APLICA
21143,1,NO APLICA
21144,2,NO APLICA
21145,1,NO APLICA
21146,3,NO APLICA
21147,3,NO APLICA
21148,3,NO APLICA
21149,1,NO APLICA
21150,3,NO APLICA
21151,2,NO APLICA
21152,3,NO APLICA
21153,3,NO APLICA
21154,1,NO APLICA
21155,3,NO APLICA
21156,1,NO APLICA
21157,2,NO APLICA
21158,1,NO APLICA
21159,1,NO APLICA
21160,3,NO APLICA
21161,3,NO APLICA
21162,3,NO APLICA
21163,3,NO APLICA
21164,3,NO APLICA
21165,1,NO APLICA
21166,2,NO APLICA
21167,1,NO APLICA
21168,1,NO APLICA
21169,1,NO APLICA
21170,3,NO APLICA
21171,2,NO APLICA
21172,1,NO APLICA
21173,1,NO APLICA
21174,1,NO APLICA
21175,1,NO APLICA
21176,2,NO APLICA
21177,2,NO APLICA
21178,1,NO APLICA
21179,3,NO APLICA
21180,2,NO APLICA
21181,3,NO APLICA
21182,3,NO APLICA
21183,3,NO APLICA
21184,3,NO APLICA
21185,2,NO APLICA
21186,1,NO APLICA
21187,1,NO APLICA
21188,1,NO APLICA
21189,3,NO APLICA
21190,1,NO APLICA
21191,3,NO APLICA
21192,3,NO APLICA
21193,2,NO APLICA
21194,3,NO APLICA
21195,1,NO APLICA
21196,3,NO APLICA
21197,1,NO APLICA
21198,3,NO APLICA
21199,3,NO APLICA
21200,2,NO APLICA
21201,1,NO APLICA
21202,1,NO APLICA
21203,3,NO APLICA
21204,3,NO APLICA
21205,1,NO APLICA
21206,3,NO APLICA
21207,3,NO APLICA
21208,2,NO APLICA
21209,2,NO APLICA
21210,2,NO APLICA
21211,3,NO APLICA
21212,1,NO APLICA
21213,1,NO APLICA
21214,2,NO APLICA
21215,3,NO APLICA
21216,3,NO APLICA
21217,2,NO APLICA
22001,3,NO APLICA
22002,3,NO APLICA
22003,3,NO APLICA
22004,1,NO APLICA
22005,1,NO APLICA
22006,3,NO APLICA
22007,9,NO IDENTIFICADO
22008,2,NO APLICA
22009,3,NO APLICA
22010,2,NO APLICA
22011,1,NO APLICA
22012,2,NO APLICA
22013,3,NO APLICA
22014,3,NO APLICA
22015,1,NO APLICA
22016,2,NO APLICA
22017,3,NO APLICA
22018,3,NO APLICA
23001,2,NO APLICA
23002,2,NO APLICA
23003,3,NO APLICA
23004,1,NO APLICA
23005,1,NO APLICA
23006,3,NO APLICA
23007,2,NO APLICA
23008,1,NO APLICA
23009,2,NO APLICA
23010,3,NO APLICA
23011,2,NO APLICA
24001,3,NO APLICA
24002,2,NO APLICA
24003,2,NO APLICA
24004,3,NO APLICA
24005,2,NO APLICA
24006,1,NO APLICA
24007,1,NO APLICA
24008,2,NO APLICA
24009,2,NO APLICA
24010,3,NO APLICA
24011,3,NO APLICA
24012,1,NO APLICA
24013,2,NO APLICA
24014,2,NO APLICA
24015,1,NO APLICA
24016,2,NO APLICA
24017,3,NO APLICA
24018,1,NO APLICA
24019,3,NO APLICA
24020,3,NO APLICA
24021,3,NO APLICA
24022,3,NO APLICA
24023,2,NO APLICA
24024,2,NO APLICA
24025,1,NO APLICA
24026,1,NO APLICA
24027,1,NO APLICA
24028,1,NO APLICA
24029,2,NO APLICA
24030,0,NO APLICA
24031,1,NO APLICA
24032,3,NO APLICA
24033,3,NO APLICA
24034,2,NO APLICA
24035,1,NO APLICA
24036,2,NO APLICA
24037,3,NO APLICA
24038,1,NO APLICA
24039,2,NO APLICA
24040,3,NO APLICA
24041,2,NO APLICA
24042,2,NO APLICA
24043,1,NO APLICA
24044,3,NO APLICA
24045,1,NO APLICA
24046,3,NO APLICA
24047,2,NO APLICA
24048,3,NO APLICA
24049,1,NO APLICA
24050,2,NO APLICA
24051,3,NO APLICA
24052,3,NO APLICA
24053,3,NO APLICA
24054,2,NO APLICA
24055,1,NO APLICA
24056,2,NO APLICA
24057,1,NO APLICA
24058,1,NO APLICA
25001,1,NO APLICA
25002,2,NO APLICA
25003,2,NO APLICA
25004,9,NO IDENTIFICADO
25005,1,NO APLICA
25006,2,NO APLICA
25007,1,NO APLICA
25008,1,NO APLICA
25009,1,NO APLICA
25010,3,NO APLICA
25011,1,http://guasave.gob.mx/s/ayuntamiento/planes-de-desarrollo/
25012,1,NO APLICA
25013,1,NO APLICA
25014,1,NO APLICA
25015,3,NO APLICA
25016,1,NO APLICA
25017,1,NO APLICA
25018,1,NO APLICA
26001,2,NO APLICA
26002,1,NO APLICA
26003,2,NO APLICA
26004,2,NO APLICA
26005,3,NO APLICA
26006,9,NO IDENTIFICADO
26007,1,NO APLICA
26008,2,NO APLICA
26009,2,NO APLICA
26010,2,NO APLICA
26011,2,NO APLICA
26012,3,NO APLICA
26013,2,NO APLICA
26014,1,NO APLICA
26015,9,NO IDENTIFICADO
26016,1,NO APLICA
26017,2,NO APLICA
26018,1,NO APLICA
26019,1,NO APLICA
26020,2,NO APLICA
26021,3,NO APLICA
26022,1,NO APLICA
26023,2,NO APLICA
26024,1,NO APLICA
26025,1,NO APLICA
26026,1,NO APLICA
26027,1,NO APLICA
26028,1,NO APLICA
26029,3,NO APLICA
26030,2,NO APLICA
26031,3,NO APLICA
26032,3,NO APLICA
26033,2,NO APLICA
26034,1,NO APLICA
26035,1,NO APLICA
26036,1,NO APLICA
26037,3,NO APLICA
26038,1,NO APLICA
26039,3,NO APLICA
26040,2,NO APLICA
26041,2,NO APLICA
26042,3,NO APLICA
26043,3,NO APLICA
26044,3,NO APLICA
26045,1,NO APLICA
26046,1,NO APLICA
26047,1,https://pitiquito.gob.mx/documentos/?id=257&ic&t=Todos&a=2022
26048,1,https://www.sed.puertopenasco.gob.mx
26049,3,NO APLICA
26050,2,NO APLICA
26051,1,https://intranet.api.transparenciasonora.org/publico/descarga/documento?id=6748&INFORME
26052,9,NO IDENTIFICADO
26053,1,NO APLICA
26054,1,NO APLICA
26055,3,NO APLICA
26056,3,NO APLICA
26057,3,NO APLICA
26058,2,NO APLICA
26059,1,NO APLICA
26060,2,NO APLICA
26061,1,https://soyopa.transparenciasonora.org/
26062,3,NO APLICA
26063,3,NO APLICA
26064,2,NO APLICA
26065,1,NO APLICA
26066,1,NO APLICA
26067,1,https://ssp.vh2024@gmail.com
26068,1,NO APLICA
26069,2,NO APLICA
26070,2,NO APLICA
26071,2,NO APLICA
26072,9,NO IDENTIFICADO
27001,1,NO APLICA
27002,9,NO IDENTIFICADO
27003,2,NO APLICA
27004,0,NO APLICA
27005,3,NO APLICA
27006,1,https://cunduacan.gob.mx/
27007,3,NO APLICA
27008,1,https://www.huimanguillo.gob.mx/pdfs/Libro%201er%20InfoGob%20Huiman%20Baja.pdf
27009,3,NO APLICA
27010,2,NO APLICA
27011,2,NO APLICA
27012,3,NO APLICA
27013,2,NO APLICA
27014,2,NO APLICA
27015,3,NO APLICA
27016,1,NO APLICA
27017,1,NO APLICA
28001,0,NO APLICA
28002,0,NO APLICA
28003,0,NO APLICA
28004,0,NO APLICA
28005,0,NO APLICA
28006,0,NO APLICA
28007,0,NO APLICA
28008,0,NO APLICA
28009,0,NO APLICA
28010,0,NO APLICA
28011,0,NO APLICA
28012,0,NO APLICA
28013,0,NO APLICA
28014,0,NO APLICA
28015,0,NO APLICA
28016,0,NO APLICA
28017,0,NO APLICA
28018,0,NO APLICA
28019,0,NO APLICA
28020,0,NO APLICA
28021,0,NO APLICA
28022,0,NO APLICA
28023,0,NO APLICA
28024,0,NO APLICA
28025,0,NO APLICA
28026,0,NO APLICA
28027,0,NO APLICA
28028,0,NO APLICA
28029,0,NO APLICA
28030,0,NO APLICA
28031,0,NO APLICA
28032,0,NO APLICA
28033,0,NO APLICA
28034,0,NO APLICA
28035,0,NO APLICA
28036,0,NO APLICA
28037,0,NO APLICA
28038,0,NO APLICA
28039,0,NO APLICA
28040,0,NO APLICA
28041,0,NO APLICA
28042,0,NO APLICA
28043,0,NO APLICA
29001,1,NO APLICA
29002,3,NO APLICA
29003,1,NO APLICA
29004,1,NO IDENTIFICADO
29005,1,NO APLICA
29006,1,NO APLICA
29007,2,NO APLICA
29008,2,NO APLICA
29009,1,NO APLICA
29010,1,NO APLICA
29011,1,NO APLICA
29012,1,NO APLICA
29013,1,NO APLICA
29014,1,NO APLICA
29015,1,NO APLICA
29016,1,NO APLICA
29017,3,NO APLICA
29018,1,NO APLICA
29019,2,NO APLICA
29020,3,NO APLICA
29021,1,NO APLICA
29022,1,NO APLICA
29023,3,NO APLICA
29024,1,NO APLICA
29025,3,NO APLICA
29026,1,NO APLICA
29027,2,NO APLICA
29028,1,NO APLICA
29029,3,NO APLICA
29030,1,NO APLICA
29031,1,NO APLICA
29032,1,NO APLICA
29033,3,NO APLICA
29034,1,NO APLICA
29035,1,NO APLICA
29036,3,NO APLICA
29037,1,NO APLICA
29038,1,NO APLICA
29039,1,NO APLICA
29040,1,NO APLICA
29041,2,NO APLICA
29042,1,NO APLICA
29043,1,NO APLICA
29044,1,NO APLICA
29045,1,NO APLICA
29046,3,NO APLICA
29047,2,NO APLICA
29048,3,NO APLICA
29049,3,NO APLICA
29050,1,NO APLICA
29051,1,NO APLICA
29052,1,NO APLICA
29053,1,NO APLICA
29054,9,NO IDENTIFICADO
29055,3,NO APLICA
29056,1,NO APLICA
29057,1,NO APLICA
29058,1,NO APLICA
29059,1,NO APLICA
29060,1,NO APLICA
30001,1,NO APLICA
30002,1,NO APLICA
30003,1,NO APLICA
30004,2,NO APLICA
30005,3,NO APLICA
30006,9,NO IDENTIFICADO
30007,3,NO APLICA
30008,1,NO APLICA
30009,3,NO APLICA
30010,1,NO APLICA
30011,1,NO APLICA
30012,1,NO APLICA
30013,1,NO APLICA
30014,9,NO IDENTIFICADO
30015,1,NO APLICA
30016,9,NO IDENTIFICADO
30017,3,NO APLICA
30018,2,NO APLICA
30019,3,NO APLICA
30020,1,NO APLICA
30021,1,NO APLICA
30022,3,NO APLICA
30023,1,NO APLICA
30024,1,NO APLICA
30025,3,NO APLICA
30026,1,NO APLICA
30027,1,NO APLICA
30028,3,NO APLICA
30029,1,NO APLICA
30030,2,NO APLICA
30031,1,NO APLICA
30032,2,NO APLICA
30033,2,NO APLICA
30034,3,NO APLICA
30035,1,NO APLICA
30036,1,NO APLICA
30037,2,NO APLICA
30038,1,NO APLICA
30039,1,https://drive.google.com/file/d/1OOeVWnaViRE3j6OflMs1oeIX9K4lIzP7/view?usp=share_link
30040,3,NO APLICA
